"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RL010","RL020","RL030","RL040","RL050","RL060","RX030","RX020","RX050","RX040","RX060","RX070","RX010"
"2009","SE",253312,582.683486238532,"4",1949,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",25331,59,"0","99","0","101",60
"2009","SE",253791,582.683486238532,"3",1938,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25379,70,"2","1","0","0",70
"2009","SE",253792,582.683486238532,"2",1941,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25379,67,"2","0.7595238095","0","0",68
"2009","SE",253831,582.683486238532,"3",1975,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25383,33,"0","0.2285714286","0","0",34
"2009","SE",253832,582.683486238532,"2",1973,"1","1","1","3","13","3","15","NA","NA","NA","NA","NA",25383,35,"2","0","0","0",36
"2009","SE",253891,582.683486238532,"2",1928,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",25389,80,"0","0.5","0","0",80
"2009","SE",253892,582.683486238532,"1",1928,"2","1","4","2","13","3","NA","NA","NA","NA","NA","0",25389,80,"1","1","0","0",80
"2009","SE",253901,582.683486238532,"2",1943,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",25390,65,"0","1","0","0",66
"2009","SE",253902,582.683486238532,"2",1949,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",25390,59,"0","1","0","0",59
"2009","SE",254131,582.683486238532,"3",1944,"1","1","4","3","NA","3","NA","NA","NA","NA","NA","NA",25413,64,"1","1","0","0",65
"2009","SE",254132,582.683486238532,"1",1944,"2","1","NA","2","13","3","NA","NA","NA","0","NA","0",25413,64,"2","99","0","0",65
"2009","SE",254151,582.683486238532,"4",1942,"1","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",25415,66,"2","1","0","0",66
"2009","SE",254152,582.683486238532,"3",1947,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",25415,61,"2","0.6869047619","0","100",61
"2009","SE",254161,582.683486238532,"4",1974,"2","1","1","4","NA","3","NA","NA","NA","NA","0","NA",25416,34,"0","0.5798009327","0","0",35
"2009","SE",254162,582.683486238532,"1",1978,"1","1","1","3","NA","3","NA","NA","NA","NA","0","NA",25416,30,"0","0.8642857143","0","0",30
"2009","SE",254311,582.683486238532,"2",1989,"2","1","3","2","NA","3","NA","NA","NA","15","0","NA",25431,19,"2","99","0","0",19
"2009","SE",254312,582.683486238532,"3",1945,"2","1","1","2","13","3","NA","NA","12","40","0","0",25431,63,"2","0.9583333333","0","0",64
"2009","SE",254441,582.683486238532,"3",1944,"1","1","3","2","13","NA","NA","30","NA","NA","NA","NA",25444,64,"0","0.7285714286","0","1",64
"2009","SE",254442,582.683486238532,"1",1949,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",25444,59,"2","0.5","0","0",59
"2009","SE",254491,582.683486238532,"2",1944,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25449,64,"0","0.875","0","0",65
"2009","SE",254492,582.683486238532,"2",1947,"2","1","1","4","13","3","NA","NA","NA","NA","NA","0",25449,61,"2","99","0","0",62
"2009","SE",254641,582.683486238532,"2",1944,"2","1","1","2","13","3","NA","NA","NA","30","NA","NA",25464,64,"2","1","0","0",64
"2009","SE",254642,582.683486238532,"3",1944,"1","1","1","2","NA","3","NA","NA","NA","NA","0","NA",25464,64,"0","1","0","0",65
"2009","SE",254811,582.683486238532,"4",1949,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",25481,59,"0","99","0","0",60
"2009","SE",254812,582.683486238532,"1",1951,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",25481,57,"0","0.0380952381","0","0",58
"2009","SE",254841,582.683486238532,"3",1929,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",25484,79,"0","1","0","0",80
"2009","SE",254842,582.683486238532,"2",1928,"1","1","1","2","13","3","NA","NA","NA","32","NA","NA",25484,80,"0","1","0","0",80
"2009","SE",255121,582.683486238532,"1",1929,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",25512,79,"0","0.5409009249","0","110",80
"2009","SE",255122,582.683486238532,"4",1934,"2","1","2","3","13","3","NA","NA","NA","NA","NA","NA",25512,74,"0","1","0","0",75
"2009","SE",255411,582.683486238532,"1",1928,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25541,80,"0","0.9166666667","0","0",80
"2009","SE",255412,582.683486238532,"3",1928,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",25541,80,"0","99","0","100",80
"2009","SE",255501,582.683486238532,"1",1990,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",25550,18,"2","1","0","0",18
"2009","SE",255502,582.683486238532,"4",1961,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",25550,47,"0","99","0","0",48
"2009","SE",255731,582.683486238532,"1",1949,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",25573,59,"0","1","0","0",60
"2009","SE",255732,582.683486238532,"4",1945,"1","1","4","4","13","3","NA","NA","NA","NA","0","NA",25573,63,"0","0.1629544026","0","0",63
"2009","SE",255891,582.683486238532,"3",1975,"2","1","3","3","13","NA","NA","NA","0","NA","NA","NA",25589,33,"0","0.75","0","0",34
"2009","SE",255892,582.683486238532,"3",1976,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",25589,32,"0","0.75","0","0",33
"2009","SE",256181,582.683486238532,"1",1937,"2","1","1","2","13","3","NA","NA","NA","NA","0","NA",25618,71,"0","99","0","0",71
"2009","SE",256182,582.683486238532,"4",1938,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25618,70,"0","0.5","0","0",71
"2009","SE",256441,582.683486238532,"3",1932,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",25644,76,"2","99","0","100",77
"2009","SE",256442,582.683486238532,"3",1929,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25644,79,"0","99","0","100",80
"2009","SE",256471,582.683486238532,"2",1944,"2","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",25647,64,"0","1","0","0",65
"2009","SE",256472,582.683486238532,"3",1942,"1","1","2","3","NA","3","NA","NA","NA","NA","NA","NA",25647,66,"0","1","0","100",67
"2009","SE",256481,582.683486238532,"2",1950,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",25648,58,"0","1","0","100",58
"2009","SE",256482,582.683486238532,"1",1952,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",25648,56,"0","0.7601699249","0","0",56
"2009","SE",256601,582.683486238532,"3",1946,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25660,62,"0","1","0","0",63
"2009","SE",256602,582.683486238532,"3",1947,"2","1","3","2","13","NA","NA","NA","NA","NA","NA","NA",25660,61,"0","0.8500837271","0","0",61
"2009","SE",256651,582.683486238532,"3",1981,"2","1","1","4","13","3","NA","30","NA","NA","NA","NA",25665,27,"0","0.6142857143","1","0",27
"2009","SE",256652,582.683486238532,"3",1974,"1","1","4","2","13","3","NA","NA","NA","33","NA","NA",25665,34,"1","0.6197013991","0","0",35
"2009","SE",256901,582.683486238532,"3",1943,"1","1","4","2","13","3","NA","NA","NA","15","NA","NA",25690,65,"0","0.5","0","0",66
"2009","SE",256902,582.683486238532,"1",1945,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25690,63,"0","0.0204849967","0","0",64
"2009","SE",257061,582.683486238532,"2",1933,"2","1","3","2","13","NA","NA","NA","0","0","NA","NA",25706,75,"0","0.5","0","0",76
"2009","SE",257062,582.683486238532,"2",1934,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25706,74,"0","99","0","0",74
"2009","SE",257161,582.683486238532,"3",1949,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25716,59,"0","99","0","0",60
"2009","SE",257162,582.683486238532,"3",1961,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25716,47,"0","1","0","0",48
"2009","SE",257311,582.683486238532,"1",1947,"2","1","1","3","13","3","NA","NA","NA","NA","0","NA",25731,61,"0","0.7285714286","0","0",62
"2009","SE",257312,582.683486238532,"2",1938,"1","1","1","3","13","NA","NA","NA","NA","NA","0","NA",25731,70,"0","0.4571428571","0","100",71
"2009","SE",257381,582.683486238532,"2",1981,"2","1","1","2","13","NA","NA","30","NA","NA","NA","NA",25738,27,"0","0","0","100",28
"2009","SE",257382,582.683486238532,"3",1969,"1","1","4","2","13","3","NA","NA","0","NA","NA","NA",25738,39,"0","0.5","0","0",40
"2009","SE",257461,582.683486238532,"2",1952,"1","1","4","4","NA","NA","NA","NA","NA","NA","NA","NA",25746,56,"0","99","0","101",57
"2009","SE",257462,582.683486238532,"4",1958,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25746,50,"0","99","0","0",50
"2009","SE",257481,582.683486238532,"3",1933,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",25748,75,"1","0.5","0","0",76
"2009","SE",257482,582.683486238532,"3",1935,"2","1","1","3","13","NA","NA","NA","NA","0","NA","NA",25748,73,"0","99","0","0",74
"2009","SE",257511,582.683486238532,"1",1928,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",25751,80,"0","0.4571428571","0","0",80
"2009","SE",257512,582.683486238532,"2",1928,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",25751,80,"0","0.7285714286","0","100",80
"2009","SE",257611,582.683486238532,"1",1954,"2","1","4","3","13","3","NA","NA","NA","NA","0","NA",25761,54,"0","0.7285714286","0","101",54
"2009","SE",257612,582.683486238532,"2",1989,"2","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",25761,19,"0","0.6787753931","0","0",20
"2009","SE",257661,582.683486238532,"3",1982,"1","1","3","3","13","3","NA","NA","NA","0","NA","NA",25766,26,"2","99","1","0",26
"2009","SE",257662,582.683486238532,"3",1982,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25766,26,"2","0.9345238095","0","0",27
"2009","SE",257771,582.683486238532,"2",1938,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",25777,70,"0","0.4571428571","0","0",71
"2009","SE",257772,582.683486238532,"1",1939,"2","1","4","2","13","3","15","NA","NA","NA","NA","NA",25777,69,"0","0.7454055494","0","0",70
"2009","SE",257781,582.683486238532,"3",1952,"1","1","4","4","13","3","NA","NA","NA","NA","NA","NA",25778,56,"0","99","0","0",57
"2009","SE",257782,582.683486238532,"2",1947,"2","1","4","2","13","3","NA","NA","NA","35","NA","0",25778,61,"0","0","0","0",62
"2009","SE",257851,582.683486238532,"1",1949,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25785,59,"0","1","0","100",60
"2009","SE",257852,582.683486238532,"1",1945,"1","1","1","4","13","3","NA","NA","NA","0","NA","NA",25785,63,"0","0.6666666667","0","0",63
"2009","SE",257901,582.683486238532,"1",1948,"2","1","3","2","13","5","NA","30","NA","NA","NA","NA",25790,60,"2","99","0","11",61
"2009","SE",257902,582.683486238532,"4",1941,"1","1","3","2","13","3","NA","NA","NA","0","NA","NA",25790,67,"2","0.6059409737","0","0",67
"2009","SE",258601,582.683486238532,"2",1957,"1","1","1","2","13","NA","NA","NA","10","NA","NA","NA",25860,51,"0","99","0","0",51
"2009","SE",258602,582.683486238532,"4",1958,"2","1","4","4","13","3","NA","NA","NA","NA","NA","NA",25860,50,"0","1","0","0",51
"2009","SE",258691,582.683486238532,"3",1932,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",25869,76,"0","1","0","0",76
"2009","SE",258692,582.683486238532,"2",1932,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",25869,76,"0","99","0","0",77
"2009","SE",258851,582.683486238532,"1",1986,"2","1","4","4","13","3","NA","NA","NA","NA","NA","0",25885,22,"0","1","0","0",23
"2009","SE",258852,582.683486238532,"4",1976,"1","1","4","3","13","5","NA","NA","NA","0","NA","0",25885,32,"2","1","0","0",32
"2009","SE",258861,582.683486238532,"4",1979,"2","1","4","3","13","5","NA","NA","NA","NA","NA","NA",25886,29,"0","0","0","0",30
"2009","SE",258862,582.683486238532,"4",1974,"1","1","1","4","13","3","NA","30","NA","NA","NA","NA",25886,34,"0","0.4571428571","0","101",34
"2009","SE",259111,582.683486238532,"4",1930,"1","1","4","4","NA","3","NA","NA","NA","NA","NA","0",25911,78,"0","0","0","0",79
"2009","SE",259112,582.683486238532,"1",1939,"2","1","4","2","13","3","NA","NA","NA","NA","NA","NA",25911,69,"0","99","0","100",70
"2009","SE",259471,582.683486238532,"4",1943,"1","1","1","3","NA","NA","NA","NA","NA","NA","NA","0",25947,65,"2","99","0","0",66
"2009","SE",259472,582.683486238532,"4",1944,"2","1","3","2","13","3","NA","NA","NA","NA","0","NA",25947,64,"2","1","0","100",65
"2009","SE",259491,582.683486238532,"1",1941,"2","1","1","3","13","3","NA","NA","NA","NA","NA","NA",25949,67,"2","0.7601699249","0","100",68
"2009","SE",259492,582.683486238532,"1",1941,"1","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",25949,67,"0","99","0","0",68
"2009","SE",259561,582.683486238532,"3",1989,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25956,19,"0","0.8300899143","0","0",20
"2009","SE",259562,582.683486238532,"3",1954,"2","1","4","2","NA","3","NA","NA","NA","NA","NA","0",25956,54,"0","1","0","100",55
"2009","SE",259651,582.683486238532,"4",1947,"1","1","2","3","13","3","NA","NA","25","NA","NA","NA",25965,61,"2","99","0","0",62
"2009","SE",259652,582.683486238532,"4",1943,"2","1","3","2","NA","NA","NA","NA","NA","NA","NA","NA",25965,65,"0","1","0","100",66
"2009","SE",259941,582.683486238532,"4",1945,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",25994,63,"0","0.8037753931","0","0",63
"2009","SE",259942,582.683486238532,"3",1947,"1","1","3","4","13","3","NA","30","NA","NA","NA","NA",25994,61,"0","0.4571428571","0","0",61
"2009","SE",259951,582.683486238532,"3",1932,"2","1","1","4","13","3","NA","NA","0","NA","0","NA",25995,76,"0","0.75","0","0",77
"2009","SE",259952,582.683486238532,"2",1932,"1","1","1","4","13","3","NA","30","NA","NA","NA","NA",25995,76,"0","0.625","0","0",76
"2009","SE",259981,582.683486238532,"3",1941,"1","1","4","2","13","3","NA","NA","NA","0","NA","NA",25998,67,"0","0.7285714286","0","101",67
"2009","SE",259982,582.683486238532,"4",1946,"2","1","2","4","13","3","NA","NA","NA","NA","NA","NA",25998,62,"0","1","0","1",63
"2009","SE",260251,582.683486238532,"4",1985,"1","1","1","3","13","3","NA","NA","NA","0","NA","0",26025,23,"0","1","0","0",23
"2009","SE",260252,582.683486238532,"1",1956,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",26025,52,"2","0.5","0","101",53
"2009","SE",260381,582.683486238532,"4",1950,"2","1","4","2","NA","3","NA","NA","NA","0","NA","NA",26038,58,"2","99","0","0",59
"2009","SE",260382,582.683486238532,"4",1952,"1","1","1","2","13","3","NA","NA","NA","0","NA","0",26038,56,"0","0.5794557303","0","1",57
"2009","SE",260631,582.683486238532,"4",1963,"2","1","3","2","13","3","NA","NA","10","NA","0","NA",26063,45,"2","0.7626984127","0","100",46
"2009","SE",260632,582.683486238532,"3",1989,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",26063,19,"0","99","0","100",19
"2009","SE",261161,582.683486238532,"4",1942,"2","1","4","2","13","3","NA","30","NA","NA","0","NA",26116,66,"0","0.4788055963","0","0",67
"2009","SE",261162,582.683486238532,"1",1950,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",26116,58,"0","1","0","0",58
"2009","SE",261241,582.683486238532,"1",1981,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26124,27,"0","99","0","0",28
"2009","SE",261242,582.683486238532,"4",1987,"2","1","1","3","13","3","NA","NA","NA","0","NA","NA",26124,21,"2","0.4571428571","0","0",22
"2009","SE",261381,582.683486238532,"2",1929,"1","1","2","3","13","NA","NA","NA","NA","15","NA","NA",26138,79,"2","1","0","0",80
"2009","SE",261382,582.683486238532,"2",1934,"2","1","1","3","13","3","NA","NA","NA","20","0","NA",26138,74,"0","1","0","100",74
"2009","SE",261461,582.683486238532,"1",1944,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",26146,64,"0","1","0","0",65
"2009","SE",261462,582.683486238532,"1",1944,"2","1","1","2","13","NA","NA","NA","NA","NA","NA","NA",26146,64,"2","99","0","100",64
"2009","SE",261541,582.683486238532,"1",1937,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",26154,71,"1","0.7301587302","1","0",72
"2009","SE",261542,582.683486238532,"1",1939,"2","1","2","2","13","3","NA","30","NA","NA","NA","0",26154,69,"0","99","0","10",69
"2009","SE",261571,582.683486238532,"1",1938,"2","1","3","3","13","NA","NA","NA","NA","NA","NA","NA",26157,70,"2","0.7095238095","0","0",70
"2009","SE",261572,582.683486238532,"1",1938,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",26157,70,"2","99","0","0",71
"2009","SE",261661,582.683486238532,"4",1977,"2","1","1","2","13","3","NA","30","NA","NA","NA","NA",26166,31,"0","1","0","0",32
"2009","SE",261662,582.683486238532,"1",1977,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",26166,31,"2","0.4691156072","0","0",32
"2009","SE",261871,582.683486238532,"2",1976,"1","1","3","3","NA","3","15","30","NA","0","NA","0",26187,32,"2","0.7738095238","0","0",32
"2009","SE",261872,582.683486238532,"3",1980,"2","1","2","2","13","3","NA","NA","NA","NA","NA","NA",26187,28,"0","99","0","0",29
"2009","SE",261891,582.683486238532,"2",1934,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",26189,74,"0","99","0","0",75
"2009","SE",261892,582.683486238532,"1",1935,"2","1","4","2","13","3","NA","NA","NA","NA","0","0",26189,73,"2","0.7285714286","0","0",74
"2009","SE",261981,582.683486238532,"4",1949,"1","1","3","4","13","3","NA","NA","NA","NA","NA","NA",26198,59,"0","99","0","0",59
"2009","SE",261982,582.683486238532,"4",1952,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",26198,56,"0","0.5775169288","0","0",57
"2009","SE",262061,582.683486238532,"2",1957,"2","1","3","3","13","3","NA","NA","NA","NA","NA","NA",26206,51,"0","0.5","0","0",52
"2009","SE",262062,582.683486238532,"2",1996,"2","1","3","2","13","3","NA","NA","NA","30","NA","NA",26206,12,"0","0.75","0","0",13
"2009","SE",262231,582.683486238532,"3",1931,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",26223,77,"0","99","0","100",77
"2009","SE",262232,582.683486238532,"2",1935,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",26223,73,"0","1","0","0",74
"2009","SE",262241,582.683486238532,"1",1951,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26224,57,"0","99","0","0",57
"2009","SE",262242,582.683486238532,"4",1951,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",26224,57,"2","99","0","0",58
"2009","SE",262611,582.683486238532,"1",1951,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",26261,57,"0","99","0","0",57
"2009","SE",262612,582.683486238532,"4",1957,"2","1","1","4","13","5","NA","NA","NA","NA","NA","NA",26261,51,"0","99","0","0",51
"2009","SE",262861,582.683486238532,"2",1966,"1","1","3","3","13","3","NA","30","NA","NA","NA","NA",26286,42,"0","1","0","0",43
"2009","SE",262862,582.683486238532,"2",1989,"1","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",26286,19,"2","99","1","0",20
"2009","SE",262911,582.683486238532,"1",1934,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26291,74,"0","1","0","0",75
"2009","SE",262912,582.683486238532,"4",1930,"1","1","4","4","13","NA","NA","NA","NA","NA","NA","NA",26291,78,"0","1","0","100",79
"2009","SE",263311,582.683486238532,"1",1942,"1","1","3","3","13","NA","NA","NA","NA","0","NA","NA",26331,66,"0","1","0","0",67
"2009","SE",263312,582.683486238532,"2",1944,"2","1","4","3","NA","NA","NA","NA","15","NA","NA","NA",26331,64,"2","0.4571428571","0","0",65
"2009","SE",263321,582.683486238532,"2",1981,"1","1","1","2","NA","3","NA","NA","NA","NA","NA","NA",26332,27,"0","99","0","0",28
"2009","SE",263322,582.683486238532,"1",1986,"2","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",26332,22,"1","99","0","0",23
"2009","SE",263421,582.683486238532,"3",1990,"1","1","1","4","13","3","NA","NA","NA","NA","NA","NA",26342,18,"1","0.5825675916","0","0",19
"2009","SE",263422,582.683486238532,"4",1948,"1","1","1","2","NA","3","NA","NA","0","NA","NA","NA",26342,60,"2","1","0","0",61
"2009","SE",263521,582.683486238532,"1",1941,"2","1","1","2","13","3","NA","NA","NA","NA","NA","0",26352,67,"2","99","0","0",68
"2009","SE",263522,582.683486238532,"2",1939,"1","1","3","2","NA","NA","NA","NA","NA","NA","0","NA",26352,69,"1","0.25","0","0",70
"2009","SE",263601,582.683486238532,"2",1941,"1","1","2","4","13","3","NA","30","10","NA","NA","NA",26360,67,"0","99","0","0",68
"2009","SE",263602,582.683486238532,"1",1942,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",26360,66,"2","1","0","0",67
"2009","SE",263691,582.683486238532,"2",1954,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26369,54,"0","0.3642857143","0","0",55
"2009","SE",263692,582.683486238532,"1",1949,"1","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",26369,59,"0","0.7857142857","0","0",59
"2009","SE",263861,582.683486238532,"2",1946,"1","1","3","2","13","3","NA","NA","NA","NA","NA","NA",26386,62,"2","0.4571428571","0","0",63
"2009","SE",263862,582.683486238532,"2",1946,"2","1","4","4","NA","3","NA","NA","NA","NA","NA","NA",26386,62,"0","0","0","101",63
"2009","SE",263891,582.683486238532,"3",1929,"2","1","1","2","13","3","NA","NA","NA","0","NA","NA",26389,79,"0","1","0","101",80
"2009","SE",263892,582.683486238532,"4",1929,"1","1","4","4","13","3","NA","NA","NA","NA","NA","0",26389,79,"0","1","0","0",80
"2009","SE",263941,582.683486238532,"2",1947,"1","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",26394,61,"2","0","0","0",61
"2009","SE",263942,582.683486238532,"4",1949,"2","1","3","2","13","3","NA","NA","NA","NA","NA","NA",26394,59,"2","0.5121995291","0","0",60
"2009","SE",263981,582.683486238532,"3",1986,"2","1","4","3","13","3","NA","NA","4","0","NA","NA",26398,22,"0","1","0","0",22
"2009","SE",263982,582.683486238532,"4",1976,"1","1","3","4","13","NA","NA","NA","NA","NA","NA","NA",26398,32,"0","0","0","0",33
"2009","SE",263991,582.683486238532,"3",1940,"2","1","2","2","13","3","NA","NA","NA","NA","NA","NA",26399,68,"0","0.5","0","0",69
"2009","SE",263992,582.683486238532,"2",1943,"1","1","4","2","13","3","NA","NA","NA","NA","0","NA",26399,65,"2","0.7285714286","0","0",66
"2009","SE",264021,582.683486238532,"2",1943,"2","1","4","3","13","3","NA","NA","NA","NA","NA","NA",26402,65,"0","99","0","0",66
"2009","SE",264022,582.683486238532,"4",1935,"1","1","1","2","13","3","NA","NA","NA","35","NA","NA",26402,73,"0","1","0","100",74
"2009","SE",264121,582.683486238532,"2",1953,"2","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26412,55,"0","99","0","0",55
"2009","SE",264122,582.683486238532,"2",1951,"1","1","1","3","13","NA","NA","NA","NA","NA","NA","NA",26412,57,"0","1","0","0",58
"2009","SE",264331,582.683486238532,"2",1946,"2","1","1","3","13","3","NA","NA","NA","NA","NA","0",26433,62,"2","1","0","0",62
"2009","SE",264332,582.683486238532,"2",1943,"1","1","3","2","13","3","NA","30","NA","NA","NA","NA",26433,65,"0","0.6142857143","0","0",65
"2009","SE",264571,582.683486238532,"2",1982,"1","1","3","4","NA","3","NA","NA","NA","NA","NA","NA",26457,26,"2","0.7285714286","0","0",27
"2009","SE",264572,582.683486238532,"2",1985,"2","1","3","3","NA","3","NA","NA","NA","NA","NA","NA",26457,23,"2","0.7285714286","0","0",24
"2009","SE",264641,582.683486238532,"1",1932,"1","1","4","3","NA","3","NA","NA","NA","NA","0","NA",26464,76,"0","1","0","0",77
"2009","SE",264642,582.683486238532,"3",1936,"2","1","1","4","13","3","NA","NA","NA","0","NA","NA",26464,72,"0","1","0","0",72
"2009","SE",264671,582.683486238532,"4",1982,"2","1","4","2","13","5","NA","NA","NA","NA","NA","NA",26467,26,"0","0.5833333333","0","0",27
"2009","SE",264672,582.683486238532,"3",1984,"1","1","3","4","13","3","NA","NA","NA","NA","NA","0",26467,24,"0","0.6904761905","0","0",24
"2009","SE",264821,582.683486238532,"3",1943,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",26482,65,"0","0.7601699249","0","0",66
"2009","SE",264822,582.683486238532,"3",1943,"2","1","3","2","13","NA","NA","30","NA","NA","NA","0",26482,65,"2","99","0","0",65
"2009","SE",265181,582.683486238532,"2",1938,"2","1","3","2","NA","3","NA","NA","NA","NA","NA","NA",26518,70,"0","1","0","0",70
"2009","SE",265182,582.683486238532,"3",1937,"1","1","4","2","13","3","NA","NA","NA","NA","NA","NA",26518,71,"0","0","0","0",71
"2009","SE",265391,582.683486238532,"3",1962,"2","1","4","2","NA","NA","NA","NA","NA","NA","NA","NA",26539,46,"0","1","0","0",47
"2009","SE",265392,582.683486238532,"2",1946,"1","1","3","3","13","3","NA","NA","NA","NA","NA","NA",26539,62,"0","0.5","0","0",63
"2009","SE",265451,582.683486238532,"1",1947,"2","1","1","2","13","3","NA","NA","0","NA","NA","0",26545,61,"0","0.7285714286","0","0",62
"2009","SE",265452,582.683486238532,"3",1938,"1","1","4","3","13","3","NA","NA","NA","NA","NA","NA",26545,70,"2","0.0833333333","0","100",71
"2009","SE",265511,582.683486238532,"2",1972,"1","1","1","3","13","3","NA","NA","NA","NA","NA","NA",26551,36,"0","99","0","0",36
"2009","SE",265512,582.683486238532,"2",2004,"1","1","1","2","13","3","NA","NA","NA","NA","NA","NA",26551,4,"2","0.5203398499","0","0",5
"2009","SE",265721,582.683486238532,"4",1979,"2","1","3","3","13","3","NA","NA","NA","NA","0","NA",26572,29,"0","1","0","0",30
"2009","SE",265722,582.683486238532,"1",1973,"1","1","4","3","13","NA","NA","NA","NA","NA","NA","NA",26572,35,"2","1","0","0",35
"2009","SE",265761,582.683486238532,"4",1951,"2","1","1","4","13","3","NA","NA","NA","NA","NA","NA",26576,57,"0","1","0","0",57
"2009","SE",265762,582.683486238532,"4",1950,"1","1","1","3","13","3","NA","NA","NA","NA","0","NA",26576,58,"0","1","0","0",58
"2009","SE",265891,582.683486238532,"3",1928,"2","1","1","3","NA","3","NA","NA","NA","NA","NA","NA",26589,80,"0","1","0","100",80
"2009","SE",265892,582.683486238532,"2",1928,"1","1","4","3","13","3","NA","NA","NA","0","NA","NA",26589,80,"0","1","0","10",80
"2009","SE",265991,582.683486238532,"1",1954,"1","1","4","4","13","3","NA","NA","NA","NA","NA","0",26599,54,"0","0.7285714286","0","100",54
"2009","SE",265992,582.683486238532,"4",1958,"2","1","4","2","13","NA","NA","NA","NA","NA","NA","NA",26599,50,"0","1","0","0",50
"2009","SE",266041,582.683486238532,"2",1951,"2","1","2","2","13","3","15","NA","NA","NA","0","NA",26604,57,"2","1","0","0",58
"2009","SE",266042,582.683486238532,"3",1943,"1","1","NA","3","13","3","NA","30","NA","NA","NA","NA",26604,65,"0","99","0","0",65
"2009","SE",266191,582.683486238532,"1",1928,"2","1","2","3","13","3","NA","NA","NA","NA","NA","NA",26619,80,"0","99","0","0",80
