"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2011","SE",24360,"1","2011","22",34965,11660,0,0,,,,,,,,,0,0,0,0,0,,1109,,0,946,0,,22359,,"3","3","NA","1","1","1","1","1","1","1","1","5","4194.06","2","NA","2","2","2","2","1","2","6","2","1","NA","978.47","643.26","NA","1","1",,"2",1.5,,,,,
"2011","SE",24391,"3","2011","13",62495,33040,0,0,,,,,,,,,0,0,0,0,0,,58,,0,772,0,,28683,,"3","3","NA","1","1","1","1","1","1","1","1","6","1258.22","3","NA","2","2","2","2","4","2","6","2","1","NA","848.25","1124.85","NA","1","1",,"2",1.5,,,,,
"2011","SE",24392,"2","2011","14",30433,20645,0,0,,,,,,,,,0,0,1065,0,281,,0,,0,604,0,,9184,,"NA","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","848.25","712.05","NA","1","1",,"2",1.5,,,,,
"2011","SE",24400,"3","2011","49",72191,54537,0,0,,,,,,,,,0,0,0,0,0,,27,,0,2328,0,,15326,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","2","4","2","5","2","1","NA","NA","471.83","NA","1","1",,"2",1.5,,,,,
"2011","SE",24403,"4","2011","26",41096,19083,0,0,,,,,,,,,0,0,12030,0,0,,8,,0,0,0,,22013,,"3","3","NA","2","1","1","1","1","1","1","1","6","NA","2","NA","2","2","1","2","1","2","6","2","1","NA","1092.24","681.12","NA","1","1",,"2",1.5,,,,,
"2011","SE",24407,"4","2011","17",81372,77912,0,0,,,,,,,,,0,0,0,0,0,,0,,0,17,0,,3442,,"3","3","NA","1","1","1","1","1","1","1","1","4","5242.57","3","NA","2","2","1","2","3","2","5","2","1","NA","837.55","691.91","NA","1","1",,"2",1.5,,,,,
"2011","SE",24431,"3","2011","23",83520,70396,0,0,,,,,,,,,0,0,0,0,0,,12875,,0,1095,0,,12029,,"3","3","NA","1","1","1","1","1","1","1","1","6","1572.77","3","NA","2","2","2","2","4","2","6","1","1","NA","1092.24","1124.85","NA","1","1",,"2",1.5,,,,,
"2011","SE",24437,"4","2011","22",36784,25384,0,0,,,,,,,,,0,0,0,0,0,,27,,0,466,0,,10933,,"3","3","3","1","1","1","1","1","1","1","1","6","3145.54","2","2","2","2","2","2","1","2","5","2","1","NA","848.25","1097.79","NA","1","1",,"2",1.5,,,,,
"2011","SE",24451,"3","2011","16",24163,-2931,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,1845,,25249,,"3","3","NA","1","1","1","1","1","1","1","1","5","3355.25","1","NA","2","2","1","2","1","3","5","2","1","NA","848.25","481.06","NA","1","1",,"2",1.5,,,,,
"2011","SE",24452,"3","2011","34",44762,29027,0,0,,,,,,,,,0,0,0,0,0,,47,,0,1278,0,,14457,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","6","1","1","1027.54","1092.24","691.91","NA","1","1",,"2",1.5,,,,,
"2011","SE",24466,"1","2011","10",34207,28795,0,0,,,,,,,,,0,0,0,0,0,,516,,0,0,0,,5413,,"3","3","1","1","1","1","1","1","1","1","1","3","2097.03","3","3","2","2","2","1","1","2","4","2","1","NA","978.47","717.18","NA","1","1",,"2",1.5,,,,,
"2011","SE",24479,"2","2011","35",49567,37396,0,0,,,,,,,,,0,0,0,0,0,,320,,0,0,0,,12171,,"3","3","3","1","1","1","1","1","1","1","1","4","2726.14","1","NA","2","2","2","2","1","1","4","2","1","NA","848.25","460.4","NA","1","1",,"2",1.5,,,,,
"2011","SE",24481,"3","2011","33",53317,33261,0,0,,,,,,,,,0,3068,0,0,3720,,74,,0,839,0,,19218,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","3","6","2","1","NA","848.25","834.93","NA","1","1",,"2",1.5,,,,,
"2011","SE",24496,"1","2011","15",35944,24008,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11936,,"3","3","NA","1","1","1","1","1","1","1","1","6","5242.57","2","NA","2","2","2","2","1","2","6","2","1","NA","848.25","653.75","NA","1","1",,"2",1.5,,,,,
"2011","SE",24511,"3","2011","15",47915,27581,0,0,,,,,,,,,0,0,0,0,0,,1546,,0,327,0,,20006,,"3","3","NA","1","1","1","1","1","1","1","1","6","1048.51","3","NA","2","2","2","1","4","2","6","2","1","NA","848.25","712.05","NA","1","1",,"2",1.5,,,,,
"2011","SE",24520,"3","2011","19",27373,16152,0,0,,,,,,,,,0,0,0,0,0,,4799,,0,0,0,,11221,,"3","3","NA","1","1","1","1","1","1","1","1","4","4194.06","2","NA","2","2","2","2","1","2","6","2","1","NA","583.29","544.91","NA","1","1",,"2",1.5,,,,,
"2011","SE",24527,"1","2011","15",36012,20372,0,0,,,,,,,,,0,0,0,0,0,,0,,0,682,0,,14958,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","1","1","2","6","2","1","NA","1092.24","501.19","NA","1","1",,"2",1.5,,,,,
"2011","SE",24534,"2","2011","NA",51949,51054,0,0,,,,,,,,,0,0,0,0,1327,,55,,0,24,0,,871,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","2","6","2","1","NA","978.47","834.93","NA","1","1",,"2",1.5,,,,,
"2011","SE",24537,"1","2011","13",29435,16674,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2208,0,,10553,,"3","3","NA","2","1","1","1","1","1","1","1","6","3145.54","2","NA","2","2","2","1","1","2","6","1","1","597.65","978.47","780.2","NA","1","1",,"2",1.5,,,,,
"2011","SE",24549,"2","2011","28",26658,18617,0,0,,,,,,,,,0,0,0,0,0,,241,,0,242,0,,7799,,"3","3","3","1","1","1","1","1","1","1","1","4","2097.03","3","NA","2","2","2","2","4","2","3","1","1","787.02","848.25","780.2","NA","1","1",,"2",1.5,,,,,
"2011","SE",24561,"1","2011","10",101580,62027,0,0,,,,,,,,,0,0,0,0,0,,930,,0,6162,0,,33392,,"3","3","NA","1","1","1","1","1","1","1","1","4","2097.03","3","3","2","2","2","2","1","2","5","2","1","NA","1092.24","494.27","NA","1","1",,"2",1.5,,,,,
"2011","SE",24575,"1","2011","32",88865,79272,0,0,,,,,,,,,0,0,0,0,0,,496,,0,0,0,,9592,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","1","2","1","2","6","2","1","NA","1092.24","479.59","0","1","1",,"2",1.5,,,,,
"2011","SE",24582,"3","2011","30",55961,41686,0,0,,,,,,,,,0,0,0,0,0,,226,,0,946,0,,13329,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","2","5","2","1","NA","NA","479.59","0","1","1",,"2",1.5,,,,,
"2011","SE",24594,"3","2011","39",48715,42880,0,0,,,,,,,,,0,0,0,0,0,,152,,0,626,0,,5209,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","2","6","2","1","NA","978.47","501.19","NA","1","1",,"2",1.5,,,,,
"2011","SE",24606,"3","2011","NA",85973,77302,0,0,,,,,,,,,0,0,0,0,0,,1691,,0,564,0,,8106,,"3","3","3","1","1","1","1","1","1","1","1","6","2097.03","2","NA","2","2","2","2","1","2","6","2","1","NA","719.18","501.19","0","1","1",,"2",1.5,,,,,
"2011","SE",24611,"1","2011","15",22939,3744,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1468,0,,17726,,"3","3","3","1","1","1","1","1","1","1","1","6","2935.84","2","NA","2","2","2","2","1","2","3","2","1","NA","787.02","1501.26","NA","1","1",,"2",1.5,,,,,
"2011","SE",24639,"3","2011","55",37001,33809,0,0,,,,,,,,,0,0,0,0,0,,147,,0,477,0,,2715,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","2","2","2","2","2","1","2","5","2","1","NA","837.55","722.43","NA","1","1",,"2",1.5,,,,,
"2011","SE",24686,"1","2011","13",91198,68795,0,0,,,,,,,,,0,0,0,0,0,,5039,,0,0,0,,22403,,"3","3","NA","1","1","1","1","1","1","1","3","5","2097.03","2","3","2","2","2","2","1","2","4","2","1","NA","1092.24","494.27","NA","3","1",,"2",1.5,,,,,
"2011","SE",24688,"3","2011","22",58392,48618,0,0,,,,,,,,,0,0,0,0,0,,652,,0,207,0,,9567,,"3","3","NA","1","1","1","1","1","1","1","3","4","1572.77","3","3","2","2","2","2","1","2","5","2","1","NA","NA","440.69","NA","1","1",,"2",1.5,,,,,
"2011","SE",24690,"4","2011","20",75462,68874,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6589,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","2","NA","2","1","1","2","1","2","6","2","1","NA","719.18","817.95","0","1","1",,"2",1.5,,,,,
"2011","SE",24697,"4","2011","22",49798,29339,0,0,,,,,,,,,0,0,0,0,0,,0,,0,657,0,,19801,,"3","3","3","1","1","1","1","1","1","1","1","4","5242.57","3","3","2","2","2","1","1","2","5","1","1","NA","NA","970.3","NA","1","1",,"2",1.5,,,,,
"2011","SE",24709,"1","2011","11",59947,41503,0,0,,,,,,,,,0,0,0,0,0,,691,,0,2333,0,,16111,,"NA","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","978.47","817.95","NA","1","1",,"2",1.5,,,,,
"2011","SE",24720,"3","2011","21",96345,65692,0,0,,,,,,,,,0,0,0,0,0,,57,,0,0,0,,30653,,"3","3","3","1","1","1","1","1","1","1","1","6","629.11","3","NA","2","2","2","2","1","2","6","2","1","NA","848.25","652.28","NA","1","1",,"2",1.5,,,,,
"2011","SE",24749,"1","2011","11",35956,22274,0,0,,,,,,,,,0,0,0,0,0,,2802,,0,827,0,,12854,,"3","3","3","1","1","2","1","1","1","1","1","4","1048.51","3","NA","2","2","2","2","1","2","5","2","1","775.9","1092.24","391.2","0","1","1",,"2",1.5,,,,,
"2011","SE",24759,"3","2011","10",56642,50527,0,0,,,,,,,,,0,0,0,0,0,,41,,0,0,0,,6115,,"NA","3","NA","1","1","1","1","1","1","1","1","6","1572.77","1","NA","2","2","2","2","1","2","5","2","1","NA","NA","699.36","NA","1","1",,"2",1.5,,,,,
"2011","SE",24763,"3","2011","21",21521,18557,0,0,,,,,,,,,0,0,0,0,0,,968,,0,101,0,,2863,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","1","NA","2","2","2","2","1","2","6","2","1","NA","848.25","375.79","NA","1","1",,"2",1.5,,,,,
"2011","SE",24766,"3","2011","29",50118,35709,0,0,,,,,,,,,0,0,0,0,0,,23,,0,0,0,,14410,,"3","3","NA","1","1","1","1","3","1","1","1","4","2621.29","3","NA","2","2","2","2","2","2","3","2","1","566.2","NA","808.51","NA","1","1",,"2",1.5,,,,,
"2011","SE",24770,"4","2011","9",43739,36912,0,0,,,,,,,,,0,0,0,0,0,,195,,0,269,0,,6558,,"3","3","NA","1","1","1","1","1","1","1","1","5","1572.77","3","NA","2","2","2","2","1","3","5","2","1","NA","848.25","1245.22","NA","1","1",,"2",1.5,,,,,
"2011","SE",24809,"2","2011","21",67466,46023,0,0,,,,,,,,,0,0,0,0,0,,38,,0,729,0,,20714,,"3","3","NA","1","1","1","1","1","1","1","1","5","524.26","3","NA","2","2","2","1","4","2","4","2","1","NA","848.25","515.03","NA","1","1",,"2",1.5,,,,,
"2011","SE",24867,"2","2011","13",3628,-9993,0,0,,,,,,,,,0,0,0,0,0,,78,,0,616,0,,13005,,"3","3","1","1","1","1","1","1","1","1","1","3","2097.03","3","3","2","2","2","1","1","2","6","2","1","NA","848.25","1038.24","NA","1","1",,"2",1.3,,,,,
"2011","SE",24882,"3","2011","35",41680,38635,0,0,,,,,,,,,0,0,0,0,0,,512,,0,154,0,,2891,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","3","2","1","1","2","1","2","3","2","1","NA","848.25","364.99","NA","1","1",,"2",1.5,,,,,
"2011","SE",24886,"1","2011","11",71845,35619,0,0,,,,,,,,,0,0,0,0,0,,146,,0,950,0,,35275,,"3","3","NA","1","1","1","1","1","1","1","1","4","1572.77","3","NA","2","2","2","2","1","2","4","2","1","NA","981.3","479.59","NA","1","1",,"2",1.5,,,,,
"2011","SE",24895,"4","2011","34",40136,28490,0,0,,,,,,,,,0,0,0,0,0,,992,,0,0,0,,11646,,"3","3","NA","2","1","1","1","1","3","1","1","6","3145.54","2","3","2","2","2","1","1","3","4","2","1","NA","696","449.6","NA","1","1",,"2",1.5,,,,,
"2011","SE",24963,"4","2011","50",86110,77776,0,0,,,,,,,,,0,0,0,0,0,,0,,0,382,639,,7313,,"3","3","NA","1","1","1","1","1","1","1","1","6","2097.03","3","NA","2","2","2","2","1","2","1","2","1","342.65","1092.24","692.96","NA","1","1",,"2",1.5,,,,,
"2011","SE",24971,"2","2011","43",71591,63465,0,0,,,,,,,,,0,0,0,0,0,,0,,0,191,0,,7935,,"3","3","NA","1","1","2","1","1","1","1","1","4","2306.73","2","NA","2","2","2","2","1","2","5","2","1","NA","NA","607.09","NA","1","1",,"2",1.5,,,,,
"2011","SE",25009,"2","2011","11",109800,97707,0,0,,,,,,,,,0,0,10926,39154,0,,0,,0,0,824,,11270,,"3","3","NA","1","1","2","1","1","1","1","1","6","NA","3","NA","2","1","2","1","1","2","6","2","1","NA","981.3","1032.47","NA","1","1",,"2",1.5,,,,,
"2011","SE",25028,"1","2011","24",59585,46149,0,0,,,,,,,,,0,0,0,0,0,,677,,0,774,0,,12662,,"3","3","NA","1","1","2","1","1","1","1","1","6","NA","3","3","2","1","2","2","1","1","6","2","1","NA","1092.24","1032.47","NA","1","1",,"2",1.5,,,,,
"2011","SE",25055,"3","2011","23",126345,102504,0,0,,,,,,,,,0,0,0,0,0,,1859,,0,0,0,,23841,,"3","3","NA","1","1","1","1","1","1","1","1","6","2097.03","2","NA","2","1","2","2","1","1","6","2","1","NA","1092.24","593.46","NA","1","1",,"2",1.5,,,,,
"2011","SE",25069,"2","2011","51",28238,19233,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9005,,"3","3","NA","1","1","1","1","1","3","1","1","4","NA","1","2","2","2","2","2","4","2","5","2","1","NA","978.47","607.09","NA","1","1",,"2",1.5,,,,,
"2011","SE",25088,"2","2011","20",68300,42087,0,0,,,,,,,,,0,0,0,0,0,,1349,,0,801,0,,25413,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","1","2","2","1","2","6","2","1","NA","981.3","681.12","NA","1","1",,"2",1.5,,,,,
"2011","SE",25098,"3","2011","13",62338,49253,0,0,,,,,,,,,0,0,0,0,0,,0,,0,448,0,,12637,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","981.3","598.28","NA","1","1",,"2",1.5,,,,,
"2011","SE",25099,"3","2011","17",87918,75766,0,0,,,,,,,,,0,0,0,0,0,,0,,0,504,0,,11648,,"3","3","NA","1","1","1","1","1","1","1","1","5","1258.22","3","NA","2","2","2","2","1","3","6","1","1","NA","848.25","879.39","NA","1","1",,"2",1.5,,,,,
"2011","SE",25105,"3","2011","9",76300,55443,0,0,,,,,,,,,0,0,0,0,0,,410,,0,1336,0,,19521,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","978.47","622.5","NA","1","1",,"2",1.5,,,,,
"2011","SE",25112,"3","2011","6",84132,74294,0,0,,,,,,,,,0,0,0,0,0,,0,,0,868,984,,7987,,"3","3","NA","1","1","1","1","1","1","1","1","6","3145.54","3","NA","1","2","2","2","1","2","5","2","1","NA","1092.24","513.77","NA","1","1",,"2",1.5,,,,,
"2011","SE",25123,"3","2011","28",67262,54048,0,0,,,,,,,,,0,0,0,0,0,,124,,0,1165,1321,,10728,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","3","2","2","2","2","1","2","6","2","1","996.09","1092.24","629.84","NA","1","1",,"2",1.5,,,,,
"2011","SE",25137,"3","2011","59",111861,97685,0,0,,,,,,,,,0,0,0,0,0,,870,,0,582,0,,13594,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","2","1","6","2","1","NA","1092.24","643.26","NA","1","1",,"2",1.5,,,,,
"2011","SE",25147,"3","2011","15",38195,32356,0,0,,,,,,,,,0,0,0,0,0,,763,,0,0,2543,,3296,,"3","3","NA","1","1","1","1","1","1","1","1","6","2097.03","3","NA","2","2","2","2","1","1","6","2","1","NA","719.18","519.43","NA","1","1",,"2",1.5,,,,,
"2011","SE",25155,"2","2011","53",60727,54449,0,0,,,,,,,,,0,0,0,0,0,,435,,0,0,0,,6278,,"3","3","NA","1","1","1","1","1","1","1","1","4","1048.51","3","NA","2","2","2","2","4","2","2","2","1","NA","NA","525.41","0","1","1",,"2",1.5,,,,,
"2011","SE",25162,"1","2011","13",35697,23740,0,0,,,,,,,,,0,0,0,9766,0,,0,,0,0,0,,11957,,"NA","3","3","1","1","1","1","1","1","1","1","4","NA","3","2","2","2","2","1","1","3","6","2","1","NA","978.47","361.21","NA","1","1",,"2",1.5,,,,,
"2011","SE",25199,"4","2011","12",43280,41155,0,0,,,,,,,,,0,0,0,0,0,,13,,0,0,0,,2124,,"3","3","3","1","1","1","1","1","1","1","1","6","1363.07","3","NA","1","NA","2","1","4","2","6","2","1","492.8","837.55","614.12","NA","1","1",,"2",1.5,,,,,
"2011","SE",25203,"3","2011","16",37225,17070,0,0,,,,,,,,,0,0,0,0,0,,2677,,0,0,0,,20155,,"3","3","NA","1","1","1","1","1","1","1","1","4","2621.29","2","3","2","2","2","2","1","2","6","2","1","NA","978.47","519.43","NA","1","1",,"2",1.5,,,,,
"2011","SE",25204,"3","2011","13",43624,35064,0,0,,,,,,,,,0,0,0,0,0,,57,,0,152,0,,8408,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","837.55","757.03","NA","1","1",,"2",1.5,,,,,
"2011","SE",25227,"3","2011","11",66229,54328,0,0,,,,,,,,,0,0,0,0,0,,126,,0,832,0,,11069,,"3","3","NA","1","1","1","1","1","1","1","1","3","2097.03","3","NA","2","2","2","2","1","3","5","2","1","NA","848.25","1611.88","NA","1","1",,"2",1.5,,,,,
"2011","SE",25230,"3","2011","48",112767,92024,0,0,,,,,,,,,0,0,0,0,0,,21230,,0,1281,0,,19462,,"3","3","NA","1","1","1","1","1","1","1","1","6","2097.03","3","NA","2","2","2","2","2","1","6","2","1","NA","848.25","643.26","NA","1","1",,"2",1.5,,,,,
"2011","SE",25252,"1","2011","33",66355,61710,0,0,,,,,,,,,0,0,0,0,0,,1403,,0,0,0,,4644,,"3","3","NA","1","1","1","1","1","1","1","1","6","5242.57","3","3","2","2","2","2","1","2","4","2","1","NA","848.25","691.91","NA","1","1",,"2",1.5,,,,,
"2011","SE",25280,"1","2011","15",36455,24401,0,0,,,,,,,,,0,0,0,0,0,,1182,,0,501,0,,11553,,"3","3","NA","1","1","1","1","1","1","1","1","5","2621.29","2","3","2","2","2","1","1","2","5","2","1","NA","837.55","1038.24","NA","1","1",,"2",1.5,,,,,
"2011","SE",25281,"2","2011","20",63962,43769,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2840,0,,17353,,"3","3","NA","1","1","1","1","1","1","1","1","6","629.11","3","NA","2","2","2","2","1","2","6","2","1","NA","1092.24","440.69","NA","1","1",,"2",1.5,,,,,
"2011","SE",25335,"3","2011","42",30397,21799,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8598,,"NA","3","3","1","1","1","1","1","1","1","1","5","2621.29","2","NA","2","2","2","1","2","2","4","2","1","712.99","848.25","344.02","NA","1","1",,"2",1.5,,,,,
"2011","SE",25343,"3","2011","11",77042,64243,0,0,,,,,,,,,0,0,0,0,0,,98,,0,1142,0,,11658,,"3","3","NA","1","1","1","1","1","1","1","1","6","1572.77","3","NA","2","2","2","2","1","2","5","2","1","NA","848.25","699.36","NA","1","1",,"2",1.5,,,,,
"2011","SE",25351,"3","2011","8",54620,46822,0,0,,,,,,,,,0,0,0,0,0,,186,,0,121,0,,7677,,"3","3","3","1","1","1","1","1","1","1","1","6","2097.03","3","NA","2","2","2","2","1","2","5","2","1","NA","848.25","1017.06","NA","1","1",,"2",1.5,,,,,
"2011","SE",25377,"1","2011","10",32940,21143,0,0,,,,,,,,,0,0,0,0,0,,515,,0,310,0,,11487,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","2","4","2","1","NA","1092.24","410.6","NA","1","1",,"2",1.5,,,,,
"2011","SE",25391,"2","2011","9",60759,22629,0,0,,,,,,,,,0,0,0,0,0,,29,,0,783,0,,37347,,"3","3","NA","1","1","1","1","1","1","1","1","6","1572.77","3","NA","2","2","2","2","4","2","5","2","1","NA","583.29","549.32","NA","1","1",,"2",1.5,,,,,
"2011","SE",25400,"4","2011","12",68753,55223,0,0,,,,,,,,,0,0,0,0,0,,494,,0,486,0,,13044,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","1","NA","2","2","2","2","1","2","6","2","1","NA","1092.24","317.6","0","1","1",,"2",1.5,,,,,
"2011","SE",25401,"3","2011","33",69870,56122,0,0,,,,,,,,,0,0,0,0,0,,967,,0,491,0,,13257,,"3","3","NA","1","1","1","1","1","1","1","1","6","1153.37","3","2","2","2","2","2","1","2","3","2","1","NA","NA","709.53","NA","1","1",,"2",1.5,,,,,
"2011","SE",25410,"1","2011","21",86933,80945,0,0,,,,,,,,,0,0,0,0,0,,0,,0,148,0,,5840,,"3","3","NA","1","1","1","1","1","1","1","1","6","20970.3","3","NA","2","2","2","2","1","2","6","2","1","NA","583.29","1038.24","NA","1","1",,"2",1.5,,,,,
"2011","SE",25420,"3","2011","10",31985,30924,0,0,,,,,,,,,0,0,0,0,0,,49,,0,0,0,,1061,,"3","3","NA","1","1","1","1","1","3","1","1","5","524.26","NA","NA","2","2","2","2","2","3","3","2","1","471.83","NA","293.06","NA","1","1",,"2",1.5,,,,,
"2011","SE",25428,"1","2011","9",40256,31460,0,0,,,,,,,,,0,0,0,0,0,,0,,0,145,0,,8652,,"3","3","NA","1","1","1","1","1","1","1","1","6","629.11","3","NA","2","2","2","2","1","2","6","2","1","NA","719.18","817.95","NA","1","1",,"2",1.5,,,,,
"2011","SE",25443,"4","2011","13",15975,-7926,0,0,,,,,,,,,0,0,0,0,0,,251,,0,2574,0,,21327,,"3","3","NA","1","1","1","1","1","1","1","1","6","5242.57","1","NA","2","2","1","2","1","3","6","2","1","NA","1092.24","880.12","NA","1","1",,"2",1.5,,,,,
"2011","SE",25445,"1","2011","34",61625,53421,0,0,,,,,,,,,0,1832,0,3185,452,,16,,0,105,0,,8099,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","1","NA","2","2","2","2","1","2","5","2","1","NA","NA","1068.44","NA","1","1",,"2",1.5,,,,,
"2011","SE",25461,"4","2011","49",35,-33511,0,0,,,,,,,,,0,0,0,0,0,,35,,0,2071,0,,31475,,"3","3","NA","1","1","1","1","1","1","1","1","1","1572.77","3","2","2","2","2","2","1","2","4","2","1","NA","NA","366.67","NA","1","1",,"2",1.5,,,,,
"2011","SE",25466,"3","2011","14",84296,71391,0,0,,,,,,,,,0,0,0,0,0,,318,,0,335,0,,12570,,"3","3","3","2","1","1","1","1","1","1","1","5","629.11","2","NA","2","2","2","1","1","2","6","2","1","NA","719.18","1412.56","NA","1","1",,"2",1.5,,,,,
"2011","SE",25490,"3","2011","34",34824,22948,0,0,,,,,,,,,0,0,0,0,0,,570,,0,477,0,,11399,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1572.77","3","NA","2","2","2","2","1","3","5","2","1","1092.24","1092.24","499.09","NA","1","1",,"2",1.5,,,,,
"2011","SE",25506,"3","2011","10",56844,44041,0,0,,,,,,,,,0,0,0,0,0,,0,,0,305,0,,12498,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","2","2","5","1","1","NA","1092.24","653.75","NA","1","1",,"2",1.5,,,,,
"2011","SE",25512,"3","2011","16",22173,10290,0,0,,,,,,,,,0,0,0,0,0,,1426,,0,277,0,,11606,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","1092.24","652.28","NA","1","1",,"2",1.5,,,,,
"2011","SE",25516,"2","2011","13",26368,-5654,0,0,,,,,,,,,0,0,0,0,0,,275,,0,2666,0,,29356,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","848.25","653.75","0","1","1",,"2",1.5,,,,,
"2011","SE",25520,"4","2011","28",69943,55626,0,0,,,,,,,,,0,0,0,0,0,,259,,0,667,0,,13650,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","2","4","3","6","2","1","NA","848.25","691.91","NA","1","1",,"2",1.5,,,,,
"2011","SE",25538,"2","2011","19",60907,54382,0,0,,,,,,,,,0,0,0,0,0,,12,,0,105,0,,6420,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2097.03","3","NA","2","2","2","2","1","2","5","2","1","NA","719.18","1032.47","NA","1","1",,"2",1.5,,,,,
"2011","SE",25563,"2","2011","14",43539,28253,0,0,,,,,,,,,0,0,0,0,0,,8,,0,651,0,,14635,,"3","3","3","1","2","1","1","1","1","1","3","2","2621.29","3","2","2","2","2","1","4","2","5","2","1","702.5","837.55","1377.96","NA","1","1",,"2",1.5,,,,,
"2011","SE",25584,"2","2011","13",36635,33179,0,0,,,,,,,,,0,0,0,0,0,,30,,0,308,0,,3148,,"3","3","NA","1","1","1","1","1","1","1","1","6","1048.51","3","NA","2","2","2","2","1","2","6","2","1","NA","1092.24","692.96","NA","1","1",,"2",1.5,,,,,
"2011","SE",25600,"1","2011","26",28409,19773,0,0,,,,,,,,,0,0,0,0,0,,2,,0,2017,0,,6619,,"3","3","3","1","1","2","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","3","6","2","1","NA","719.18","567.35","NA","1","1",,"2",1.5,,,,,
"2011","SE",25645,"3","2011","20",25665,17363,0,0,,,,,,,,,0,0,0,0,0,,33,,0,137,0,,8166,,"3","3","3","1","1","2","1","1","1","1","1","4","1572.77","2","NA","2","2","2","1","1","2","4","2","1","597.65","978.47","391.2","NA","1","1",,"2",1.3,,,,,
"2011","SE",25669,"3","2011","16",67110,49684,0,0,,,,,,,,,0,0,0,0,0,,46,,74,570,0,,16855,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","2","2","4","1","2","2","1","NA","NA","599.23","NA","1","1",,"2",1.5,,,,,
"2011","SE",25698,"2","2011","13",80981,59208,0,0,,,,,,,,,0,0,0,0,0,,61,,0,0,0,,21773,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","3","2","2","2","2","1","2","6","2","1","NA","848.25","501.19","NA","1","1",,"2",1.5,,,,,
"2011","SE",25702,"3","2011","11",66396,57416,0,0,,,,,,,,,0,0,0,0,0,,98,,0,749,0,,8231,,"NA","3","3","1","1","1","1","1","1","1","1","6","3145.54","3","NA","2","1","2","2","1","2","6","2","1","NA","848.25","440.69","NA","1","1",,"2",1.5,,,,,
