"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","SE",16863,"3","2013","23",134543,107964,0,0,,,,,,,,0,10359,0,6855,0,,0,,0,2126,0,,24453,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","807.32","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",16879,"1","2013","18",97573,82198,0,0,,,,,,,,0,2529,0,0,0,,416,,0,663,0,,14712,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","781.47","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",16945,"2","2013","20",171755,156258,0,0,,,,,,,,0,3756,0,0,0,,922,,0,574,0,,14924,,"3","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","1","2","6","2","1","NA","1322.14","848.45","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",16954,"4","2013","16",129400,40258,0,0,,,,,,,,0,3253,0,0,1095,,11105,,68,0,0,,89142,,"3","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","1","1","6","1","1","NA","1022.97","558.24","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",16957,"3","2013","18",91033,47821,0,0,,,,,,,,0,196,0,0,0,,952,,0,3540,0,,39672,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","848.45","114.89","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",16967,"3","2013","13",156995,24661,0,0,,,,,,,,0,3319,7411,10142,3521,,0,,0,1300,0,,131034,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","2","1","3","4","2","1","NA","1022.97","1386.36","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",16970,"2","2013","19",91583,58778,0,0,,,,,,,,0,0,0,2410,0,,2008,,0,1975,0,,30830,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","1","6","2","1","NA","874.07","753.44","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",16975,"4","2013","41",146580,142337,0,0,,,,,,,,0,16696,0,0,1964,,0,,265,0,0,,4242,,"3","3","3","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","2","2","2","1","2","6","2","1","NA","874.07","1756.41","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",16995,"4","2013","15",88269,74896,0,0,,,,,,,,0,2398,0,0,0,,716,,0,0,0,,13373,,"3","3","3","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","1","1","1","2","5","1","1","NA","1201.39","823.63","95.74","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17019,"2","2013","21",86883,58136,0,0,,,,,,,,0,2658,0,0,0,,1384,,0,1021,0,,27727,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","1","2","1","2","4","2","1","NA","1322.14","1581.09","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17020,"2","2013","33",61933,33862,0,0,,,,,,,,0,1069,0,0,0,,639,,59,8035,0,,20036,,"3","3","NA","1","1","1","1","1","1","1","1","6","9191.07","3","NA","2","2","1","2","1","2","6","2","1","NA","1322.14","889.47","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17025,"1","2013","17",171167,128660,0,0,,,,,,,,0,34359,0,0,0,,346,,38,802,0,,41705,,"3","3","NA","1","1","1","1","1","1","1","1","6","1723.33","3","NA","2","1","2","2","1","2","5","2","1","NA","1031.7","823.63","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17037,"2","2013","35",113896,84556,0,0,,,,,,,,0,35449,0,0,0,,0,,0,337,0,,29004,,"3","3","3","1","1","1","1","1","1","1","1","6","2297.77","3","NA","2","2","2","2","4","2","5","2","1","NA","1022.97","1360.74","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17062,"2","2013","20",100927,86297,0,0,,,,,,,,0,3388,0,0,0,,1288,,0,84,0,,14546,,"3","3","NA","1","1","1","1","1","1","1","1","4","1723.33","3","NA","2","2","1","2","1","2","4","2","1","NA","1322.14","1360.74","114.89","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17085,"1","2013","35",166276,160341,0,0,,,,,,,,0,4852,0,4050,2745,,648,,126,0,0,,5936,,"NA","3","3","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1322.14","1061.22","95.74","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17097,"1","2013","28",143460,108452,0,0,,,,,,,,0,1610,0,0,0,,149,,56,0,0,,35008,,"3","3","NA","1","1","1","1","1","1","1","1","6","1953.1","3","NA","1","2","1","2","4","3","4","2","1","NA","1322.14","635.79","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17156,"2","2013","15",83544,57010,0,0,,,,,,,,0,0,0,0,0,,0,,351,597,0,,25937,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","1322.14","753.44","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17170,"1","2013","19",107671,90400,0,0,,,,,,,,0,3467,0,0,0,,1602,,203,1087,0,,16185,,"3","3","3","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","1360.74","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17183,"3","2013","35",88406,68167,0,0,,,,,,,,0,2551,0,0,0,,960,,63,2040,0,,18200,,"3","3","NA","2","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","2","4","2","1","NA","1022.97","987.7","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17194,"4","2013","35",105052,88262,0,0,,,,,,,,0,729,0,0,0,,1348,,0,844,0,,15946,,"3","3","1","1","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","6","2","1","NA","1022.97","360.63","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17206,"4","2013","15",202475,180528,0,0,,,,,,,,0,4779,10670,14603,5070,,0,,0,1246,0,,20701,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","807.32","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17208,"3","2013","20",52031,31121,0,0,,,,,,,,0,63,0,0,0,,1425,,0,0,0,,20910,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","2","2","2","1","2","4","2","1","NA","1322.14","1360.74","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17236,"4","2013","20",55366,48090,0,0,,,,,,,,0,1247,8985,0,0,,0,,0,0,0,,7277,,"3","3","NA","1","1","1","1","1","1","1","3","6","9191.07","3","NA","2","2","1","1","4","2","4","2","1","NA","1022.97","719.89","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17237,"4","2013","43",106266,93420,0,0,,,,,,,,0,15313,0,0,0,,0,,0,0,0,,12846,,"3","3","NA","1","1","1","1","1","1","1","1","4","5744.42","3","NA","2","2","1","2","1","2","6","2","1","NA","1031.7","719.89","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17239,"2","2013","19",90203,65055,0,0,,,,,,,,0,1944,0,0,0,,9998,,446,3835,0,,21313,,"3","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","3","1","6","2","1","NA","1322.14","635.79","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17270,"3","2013","27",96912,87385,0,0,,,,,,,,0,3734,0,0,0,,16,,0,523,0,,9004,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","2","6","1","1","NA","1022.97","1756.41","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17297,"4","2013","36",50927,41063,0,0,,,,,,,,0,1773,0,0,0,,559,,680,397,0,,9466,,"3","3","3","1","1","1","1","1","1","1","1","4","2872.21","3","NA","2","2","2","2","1","2","6","1","1","NA","1022.97","853.05","114.89","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17313,"2","2013","17",20609,-4687,0,0,,,,,,,,0,0,0,0,0,,0,,0,1392,0,,23904,,"3","3","NA","1","1","1","1","1","1","1","1","4","1148.88","3","3","2","2","2","1","1","2","6","2","1","NA","1022.97","1581.09","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17340,"1","2013","38",98991,-259636,0,0,,,,,,,,0,2533,0,0,0,,425,,137,0,0,,358627,,"3","3","NA","1","1","1","1","1","1","1","1","6","2297.77","3","NA","2","2","2","2","1","2","6","2","1","NA","1322.14","853.05","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17345,"1","2013","15",65515,51189,0,0,,,,,,,,0,1890,0,0,0,,338,,0,0,0,,14326,,"3","3","NA","1","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","2","6","2","1","815.71","NA","1039.4","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17349,"2","2013","NA",139011,117424,0,0,,,,,,,,0,1607,0,0,0,,38,,0,0,0,,21587,,"3","3","NA","1","1","1","1","1","1","1","1","6","2297.77","3","NA","2","2","2","2","1","1","6","2","1","NA","1031.7","807.32","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17364,"2","2013","28",155227,122910,0,0,,,,,,,,0,32109,0,0,0,,0,,0,0,0,,32317,,"3","3","3","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","781.47","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17390,"1","2013","13",79224,76078,0,0,,,,,,,,0,1822,0,0,0,,65,,0,173,0,,2974,,"3","3","NA","1","1","1","1","1","3","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1070.07","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17394,"4","2013","20",94363,62389,0,0,,,,,,,,0,20096,0,0,0,,0,,0,2931,0,,29042,,"NA","3","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","2","1","2","1","2","6","2","1","NA","1322.14","719.89","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17398,"4","2013","15",83416,67135,0,0,,,,,,,,0,1576,0,0,0,,387,,0,81,0,,16200,,"3","3","NA","1","1","2","1","3","1","1","3","6","NA","3","NA","2","2","2","2","1","2","4","2","1","NA","1022.97","552.96","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17435,"2","2013","18",131674,96700,0,0,,,,,,,,0,1803,0,0,0,,1338,,65,8235,0,,26738,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","2","2","2","4","1","6","2","1","NA","1031.7","719.89","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17437,"2","2013","21",241866,199672,0,0,,,,,,,,0,13074,76509,21335,0,,0,,0,2766,0,,39429,,"3","3","NA","1","1","1","1","1","1","1","1","4","5744.42","3","NA","2","2","2","2","4","2","6","2","1","NA","1201.39","889.47","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17442,"3","2013","13",194631,180625,0,0,,,,,,,,0,2070,0,0,0,,10647,,475,1147,0,,12858,,"3","3","NA","1","1","1","1","1","1","1","1","4","2297.77","3","2","2","2","2","2","2","1","6","2","1","NA","1022.97","558.24","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17444,"4","2013","31",112339,97443,0,0,,,,,,,,0,0,0,0,0,,1,,0,832,0,,14064,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","2","2","1","2","5","2","1","NA","1022.97","853.05","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17458,"4","2013","36",148233,62068,0,0,,,,,,,,0,3065,0,0,0,,949,,195,10620,0,,75545,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","2","2","2","1","2","6","1","1","NA","1322.14","781.47","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17466,"1","2013","15",69639,50328,0,0,,,,,,,,0,0,0,0,0,,7699,,0,0,0,,19311,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","2","4","2","1","NA","1031.7","1360.74","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17471,"1","2013","15",34385,34051,0,0,,,,,,,,0,1151,0,0,0,,2129,,0,45,0,,289,,"3","3","NA","1","1","1","1","1","1","1","1","6","2872.21","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","781.47","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17476,"3","2013","48",80018,55934,0,0,,,,,,,,0,0,0,0,0,,14991,,0,1676,0,,22407,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","1","6","2","1","NA","1322.14","1360.74","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17484,"1","2013","35",71322,71307,0,0,,,,,,,,0,1897,0,0,0,,312,,0,3,0,,12,,"3","3","NA","1","1","1","1","3","1","1","1","6","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","1196.79","1097.53","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17522,"4","2013","12",89530,77723,0,0,,,,,,,,0,1793,0,0,0,,1945,,66,402,0,,11405,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","3","6","2","1","NA","961.96","1093.97","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17530,"1","2013","27",49833,31851,0,0,,,,,,,,0,2478,0,0,0,,24,,1988,3400,0,,14582,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2297.77","3","NA","2","2","1","2","1","2","6","2","1","NA","1196.79","719.89","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17543,"1","2013","17",59954,41644,0,0,,,,,,,,0,0,0,747,0,,95,,0,0,0,,18310,,"3","3","3","1","1","1","1","1","1","1","1","4","3446.65","3","3","2","2","2","2","1","2","6","2","1","NA","1322.14","576.17","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17573,"3","2013","11",111690,76028,0,0,,,,,,,,0,1958,0,0,0,,532,,843,7147,0,,28515,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","NA","2","1","1","2","1","2","6","2","1","NA","874.07","1360.74","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17601,"1","2013","14",98469,9639,0,0,,,,,,,,0,5475,0,0,0,,927,,83,21807,0,,67023,,"NA","3","NA","1","1","2","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","3","1","6","2","1","NA","1322.14","633.38","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17638,"4","2013","35",82695,43126,0,0,,,,,,,,0,4490,0,0,0,,0,,0,5358,0,,34211,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","2","2","2","2","2","4","2","6","2","1","NA","1022.97","807.32","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17653,"4","2013","31",48552,28160,0,0,,,,,,,,0,330,0,0,0,,104,,127,0,0,,20392,,"3","3","3","1","1","1","1","1","1","1","3","4","NA","3","2","2","2","2","2","2","3","6","2","1","NA","874.07","612.13","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17698,"4","2013","78",77131,52031,0,0,,,,,,,,0,437,0,0,1059,,8134,,0,376,0,,24724,,"3","3","NA","1","1","1","1","1","1","1","1","6","2297.77","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","719.89","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17707,"3","2013","19",173426,147779,0,0,,,,,,,,0,24206,0,31595,24625,,0,,0,699,0,,24948,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","4","2","6","2","1","NA","1022.97","781.47","95.74","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17735,"3","2013","22",71447,71131,0,0,,,,,,,,0,1544,0,0,0,,0,,0,0,0,,316,,"3","3","NA","1","1","1","1","1","1","1","1","6","2872.21","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","823.63","114.89","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17742,"3","2013","44",89138,69094,0,0,,,,,,,,0,6568,0,0,0,,1379,,1,1603,0,,18441,,"3","3","NA","1","1","1","1","1","1","1","1","6","1148.88","3","NA","2","2","2","2","1","2","6","2","1","NA","776.88","1097.53","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17745,"2","2013","13",34097,30531,0,0,,,,,,,,0,2150,0,0,0,,884,,164,13,0,,3553,,"3","3","NA","1","1","1","1","1","1","1","3","6","3446.65","3","NA","2","2","2","2","4","2","3","2","1","NA","1322.14","635.79","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17768,"4","2013","63",98967,84020,0,0,,,,,,,,0,2068,0,0,0,,955,,0,85,168,,14694,,"NA","3","NA","1","1","1","1","1","1","1","1","NA","3446.65","3","NA","2","2","2","2","1","1","5","2","1","NA","1201.39","753.44","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17784,"3","2013","28",85696,-13565,0,0,,,,,,,,0,6971,0,0,0,,3999,,0,0,0,,99262,,"3","3","NA","1","1","1","1","1","1","1","1","6","9191.07","3","NA","2","2","2","2","1","2","6","2","1","NA","1322.14","823.63","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17803,"4","2013","38",82996,62841,0,0,,,,,,,,0,4445,0,0,0,,62,,0,0,0,,20155,,"3","3","NA","1","1","1","1","1","1","1","1","6","2584.99","3","NA","2","2","2","2","1","2","6","2","1","NA","1031.7","570.88","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17808,"1","2013","15",257042,227404,0,0,,,,,,,,0,2502,0,0,0,,1155,,0,0,0,,29638,,"3","3","NA","1","1","1","1","1","1","1","1","6","5744.42","3","3","2","2","2","2","1","2","6","2","1","NA","1022.97","889.47","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17827,"4","2013","14",46656,32488,0,0,,,,,,,,0,944,0,0,0,,5771,,322,891,0,,13276,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","3","6","2","1","562.95","NA","1080.18","191.48","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17838,"2","2013","76",144135,119742,0,0,,,,,,,,0,1636,0,0,0,,1583,,524,3720,0,,20673,,"3","3","NA","1","1","1","1","1","1","1","1","4","2297.77","3","NA","2","2","2","2","1","2","6","2","1","NA","1022.97","1108.79","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17839,"2","2013","13",172845,150488,0,0,,,,,,,,0,15381,0,0,0,,6086,,79,0,0,,22357,,"3","3","NA","1","1","1","1","1","1","1","1","6","1723.33","3","NA","2","2","1","1","2","1","6","2","1","NA","1022.97","719.89","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17845,"3","2013","19",75188,-57422,0,0,,,,,,,,0,4595,0,0,0,,12282,,173,4784,0,,127826,,"3","3","NA","1","1","1","1","1","1","1","1","6","1723.33","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","1581.09","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17856,"1","2013","32",85936,71483,71,71,,,,,,,,71,1639,0,0,0,,717,,0,53,0,,14400,,"NA","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","1","2","2","2","1","NA","874.07","1121.54","191.48","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17877,"1","2013","13",95502,68399,0,0,,,,,,,,0,2228,0,0,0,,6027,,108,4445,0,,22658,,"3","3","NA","1","1","1","1","1","1","1","1","6","3446.65","3","NA","2","2","2","2","4","2","6","2","1","NA","1322.14","1581.09","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17899,"3","2013","42",155221,137954,0,0,,,,,,,,0,22591,0,0,0,,0,,0,377,0,,16890,,"3","3","NA","1","1","1","1","1","1","1","1","4","2872.21","3","NA","2","2","2","2","1","2","6","2","1","NA","1201.39","853.05","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17902,"1","2013","11",96686,72607,0,0,,,,,,,,0,5145,0,0,0,,49,,100,606,0,,23473,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","5","2","1","NA","1022.97","889.47","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
"2013","SE",17915,"4","2013","37",114018,87291,0,0,,,,,,,,0,623,0,0,0,,136,,9,2938,0,,23789,,"3","1","NA","2","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","3","3","2","1","689.33","1022.97","1025.38","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.5,,,,,
"2013","SE",17937,"3","2013","26",111621,83451,0,0,,,,,,,,0,25895,0,0,0,,8,,9,3815,0,,24355,,"3","3","NA","1","1","1","1","1","1","1","1","6","2297.77","3","NA","2","2","2","1","1","2","6","2","1","NA","1022.97","558.24","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17940,"1","2013","50",91693,77703,0,0,,,,,,,,0,2493,0,0,0,,1697,,432,962,0,,13029,,"3","3","NA","1","1","1","1","1","1","1","1","4","3446.65","3","NA","2","2","2","2","4","2","6","2","1","NA","1022.97","1360.74","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.3,,,,,
"2013","SE",17957,"3","2013","13",148371,104402,0,0,,,,,,,,0,1839,0,0,0,,4149,,1324,370,0,,43600,,"3","3","NA","1","1","2","1","1","1","1","1","4","NA","3","NA","2","2","1","2","1","2","2","2","1","NA","1322.14","570.88","0","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"4",2.1,,,,,
