"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","SE",16228,"3","2008","11",81140,61667,0,0,,,,,,,,0,35937,0,0,0,,3562,,390,820,0,,18653,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","918.58","1267.12","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","1","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16230,"3","2008","13",90579,73391,0,0,,,,,,,,0,5639,0,0,0,,28955,,46,1426,0,,15762,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","1","2","2","1","1","6","2","1","NA","784.32","1444.42","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16240,"4","2008","19",94044,42580,0,0,,,,,,,,0,9838,0,0,0,,59,,46,1998,0,,49466,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","2","NA","3","NA","2","2","2","2","1","1","6","2","1","727.56","1017.83","418.05","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16241,"2","2008","45",91798,51528,0,0,,,,,,,,0,1874,0,0,0,,570,,95,3473,0,,36797,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","2","5","2","1","NA","898.48","467.56","1","NA","1","NA","NA","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16246,"4","2008","20",181901,166183,0,0,,,,,,,,0,2654,0,0,0,,14,,0,1005,0,,14713,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","2","NA","2","NA","2","2","2","2","1","2","4","2","1","NA","727.56","322.48","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","1","2","2","2","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","1","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16286,"4","2008","17",120816,107966,0,0,,,,,,,,0,16851,0,0,0,,14,,160,565,0,,12285,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","1","5","2","1","NA","784.32","663.99","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16297,"2","2008","12",240403,163636,0,0,,,,,,,,0,6168,0,0,1768,,1216,,0,5979,0,,70788,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1621.6","3","3","2","1","2","2","2","1","6","2","1","NA","898.48","923.88","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16301,"3","2008","23",98948,64249,0,0,,,,,,,,0,16742,0,0,0,,530,,439,0,0,,34698,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","NA","NA","2","1","2","2","1","1","5","2","1","784.32","898.48","617.83","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16313,"2","2008","41",137493,83137,0,0,,,,,,,,0,5287,0,0,0,,1174,,197,7165,0,,47191,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","3243.21","3","NA","2","2","2","2","1","1","6","2","1","NA","898.48","960.31","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16324,"4","2008","35",159117,139654,0,0,,,,,,,,0,6212,5021,1578,8159,,0,,0,0,0,,19463,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","1017.83","824.64","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16326,"4","2008","17",56657,39205,0,0,,,,,,,,0,6781,0,0,0,,215,,178,735,0,,16717,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3243.21","3","NA","2","2","2","2","1","1","6","2","1","NA","535.45","668.53","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16352,"4","2008","54",44632,19441,0,0,,,,,,,,0,962,0,0,0,,0,,0,1722,640,,22830,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","2","6","NA","3","2","2","2","2","2","1","1","4","2","1","NA","918.58","283.35","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16362,"4","2008","33",71750,51063,0,0,,,,,,,,0,2715,0,0,0,,129,,54,1961,0,,18727,"2","NA","2","NA","2","NA","1","1","1","1","1","3","1","1","5","NA","3","NA","2","2","1","2","4","1","6","2","1","NA","1017.83","510.91","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16366,"3","2008","10",83431,50835,0,0,,,,,,,,0,5133,0,0,0,,425,,1,4291,0,,28305,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3783.74","2","NA","2","2","2","2","1","1","5","2","1","NA","784.32","663.99","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16379,"3","2008","7",49105,20275,0,0,,,,,,,,0,3674,0,0,0,,1179,,326,212,0,,28618,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1621.6","3","NA","1","2","2","2","1","1","6","2","1","NA","1017.83","713.83","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16388,"4","2008","21",101097,86862,0,0,,,,,,,,0,4130,3338,1049,5425,,0,,0,0,0,,14235,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","2","1","1","6","2","1","NA","1017.83","755.88","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16401,"4","2008","12",109612,100712,0,0,,,,,,,,0,19264,0,0,0,,0,,1,661,0,,8240,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","1","2","2","1","1","6","2","1","NA","NA","663.99","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16446,"2","2008","24",114816,86532,0,0,,,,,,,,0,4320,0,0,0,,960,,161,386,0,,27898,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","4","1","6","2","1","NA","784.32","468.1","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16452,"4","2008","15",65973,36649,0,0,,,,,,,,0,10589,0,0,0,,477,,176,2193,0,,27131,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","NA","1","1","6","2","1","NA","1017.83","2303.98","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16453,"3","2008","16",54747,41415,0,0,,,,,,,,0,2429,0,0,0,,34,,84,990,0,,12343,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","2","NA","1","NA","2","2","2","2","1","1","4","2","1","NA","1017.83","360.75","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16458,"4","2008","6",61857,61545,0,0,,,,,,,,0,8162,0,0,0,,0,,0,35,0,,277,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3243.21","2","NA","2","2","2","1","1","1","6","2","1","NA","784.32","617.83","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16468,"4","2008","21",124957,100607,0,0,,,,,,,,0,1261,0,0,0,,0,,0,558,0,,23792,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","1","6","2","1","NA","918.58","674.05","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16491,"4","2008","12",70574,48080,0,0,,,,,,,,0,9647,0,0,0,,8,,92,0,0,,22494,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","4","2","6","2","1","NA","784.32","824.64","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16500,"4","2008","16",139900,115356,0,0,,,,,,,,0,3713,0,0,0,,20,,0,953,0,,23591,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","898.48","527.35","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16515,"4","2008","14",218056,213840,0,0,,,,,,,,0,35541,0,0,0,,85,,0,194,0,,4021,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","898.48","617.83","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","1","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16529,"3","2008","15",69829,51994,0,0,,,,,,,,0,2935,0,0,0,,0,,0,720,0,,17115,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3243.21","3","NA","2","2","2","2","1","1","6","2","1","NA","898.48","643.02","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","2","NA","NA","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16532,"4","2008","22",60536,4189,0,0,,,,,,,,0,3536,0,0,0,,3271,,338,14643,0,,41704,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","10810.69","3","NA","2","2","2","2","1","1","6","2","1","NA","645.4","674.05","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","1","NA","2","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16545,"4","2008","12",670854,651349,0,0,,,,,,,,0,23730,0,0,0,,487,,117,1459,0,,18046,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","1017.83","824.64","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16549,"4","2008","17",96762,68084,0,0,,,,,,,,0,12075,0,0,0,,0,,0,528,0,,28149,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","2","2","1","1","3","2","1","NA","898.48","617.83","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16585,"4","2008","11",33237,-46612,0,0,,,,,,,,0,2255,0,0,0,,0,,0,3100,0,,76749,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","674.05","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16596,"4","2008","13",135738,-55778,0,0,,,,,,,,0,65347,0,0,0,,156,,0,0,0,,191517,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","6","2","1","NA","784.32","2303.98","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","1","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16601,"4","2008","10",120913,49273,0,0,,,,,,,,0,17474,0,0,0,,121,,15,977,0,,70663,"1","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","1","2","2","1","1","6","2","1","NA","898.48","468.1","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","1","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16613,"4","2008","16",119606,108657,0,0,,,,,,,,0,10576,0,0,0,,397,,0,1441,0,,9508,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","898.48","617.83","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16621,"4","2008","10",25339,-27411,0,0,,,,,,,,0,897,0,0,0,,0,,216,2428,0,,50322,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","4","1","6","2","1","NA","668.21","1324.63","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","8","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16639,"3","2008","24",58028,48435,0,0,,,,,,,,0,6948,0,209,0,,0,,0,1070,0,,8523,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","1017.83","923.88","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16658,"4","2008","14",78076,64218,0,0,,,,,,,,0,16870,0,0,0,,51,,0,1505,0,,12352,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","1","3","2","1","NA","784.32","1177.61","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","1","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16659,"3","2008","10",105774,85583,0,0,,,,,,,,0,1483,0,0,548,,31426,,17,1349,0,,18841,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","918.58","713.83","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16669,"3","2008","15",61447,41980,0,0,,,,,,,,0,3759,0,0,0,,1143,,190,0,0,,19467,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2162.14","3","NA","2","2","2","2","1","1","6","2","1","NA","1017.83","2303.98","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16672,"3","2008","41",67039,-42899,0,0,,,,,,,,0,29976,0,0,0,,2971,,325,0,0,,109938,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","898.48","2303.98","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16685,"3","2008","15",88061,65673,0,0,,,,,,,,0,5251,0,0,0,,1294,,0,513,0,,21875,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","1","2","2","1","1","6","2","1","NA","784.32","468.1","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","2","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16687,"3","2008","11",123225,111020,0,0,,,,,,,,0,2107,0,0,0,,89,,12955,1594,0,,10611,"2","NA","2","NA","1","NA","1","1","1","1","1","1","1","1","4","1621.6","2","NA","2","2","2","2","1","1","5","2","1","NA","898.48","468.1","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16696,"3","2008","9",76319,66485,0,0,,,,,,,,0,9902,0,0,0,,209,,555,1626,0,,8208,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","784.32","828.21","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","1","2","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.8,,,,,,
"2008","SE",16701,"4","2008","17",86653,69785,0,0,,,,,,,,0,3112,0,0,1801,,191,,1,0,0,,16868,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","784.32","527.35","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",3,,,,,,
"2008","SE",16703,"4","2008","16",53265,24284,0,0,,,,,,,,0,3066,0,0,0,,413,,565,1581,0,,27399,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","1","6","2","1","NA","645.4","721.94","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","1","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16714,"4","2008","55",95341,79526,0,0,,,,,,,,0,0,0,0,0,,29807,,0,1124,0,,14691,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","2","4","1","6","2","1","NA","898.48","824.64","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","1","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.4,,,,,,
"2008","SE",16719,"4","2008","26",50254,572,0,0,,,,,,,,0,1071,0,0,0,,45,,6585,2592,0,,47091,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2702.67","3","NA","2","1","2","2","1","1","5","2","1","NA","784.32","769.07","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","2","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","5",2.6,,,,,,
"2008","SE",16722,"4","2008","15",69089,57127,0,0,,,,,,,,0,7254,0,0,0,,675,,252,399,0,,11564,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2162.14","3","NA","2","2","2","2","1","1","5","2","1","NA","668.21","510.91","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","6",3.3,,,,,,
"2008","SE",16754,"4","2008","14",127495,68176,0,0,,,,,,,,0,10819,0,7271,12341,,579,,304,1936,0,,57382,"2","NA","2","NA","1","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","3","2","1","NA","898.48","923.88","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","1","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","6",3.3,,,,,,
"2008","SE",16803,"2","2008","14",65787,62803,0,0,,,,,,,,0,883,0,0,0,,2222,,45,240,0,,2744,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","898.48","824.64","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","6",3.1,,,,,,
"2008","SE",16823,"3","2008","16",80666,58869,0,0,,,,,,,,0,15695,0,0,0,,8,,0,2333,0,,19464,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","898.48","1177.61","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","6",3.1,,,,,,
"2008","SE",16829,"4","2008","33",131467,111803,0,0,,,,,,,,0,0,0,0,0,,32,,0,0,0,,19663,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","4","1","5","2","1","NA","1017.83","360.75","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","6",2.7,,,,,,
"2008","SE",16835,"4","2008","15",68933,64295,0,0,,,,,,,,0,3037,0,0,0,,33,,2598,0,0,,4637,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","6486.42","3","NA","2","2","2","2","1","1","5","2","1","NA","668.21","1324.63","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","2","2","2","2","2","NA","6",2.7,,,,,,
"2008","SE",16836,"3","2008","17",87056,35797,0,0,,,,,,,,0,9128,0,0,0,,100,,7809,1696,0,,49563,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","898.48","617.83","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","2","2","2","2","2","NA","6",2.7,,,,,,
