"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","HD010","HD020","HD025","HD030","HD035","HD040","HD050","HD060","HD070","HD080","HD090","HD100","HD110","HD120","HD130","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD230","HD240","HD250","HD255","HD260","HD265","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2009","SE",27821,"4","2009","31",69156,50870,0,0,,,,,,,,0,0,0,0,0,,696,,0,861,0,,17425,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","2","1","1","6","2","1","NA","980.01","914.91","1","NA","1","NA","1","2","NA","2","170","NA","3","3","3","1","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27836,"4","2009","16",20953,11266,0,0,,,,,,,,0,0,0,0,0,,780,,0,0,0,,9688,"2","NA","2","NA","2","NA","1","2","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","1","6","1","1","NA","NA","731.34","1","NA","1","NA","1","2","NA","1","88","3","NA","4","3","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27856,"4","2009","13",45633,43343,0,0,,,,,,,,0,0,0,0,0,,7,,0,0,0,,2290,"2","NA","2","NA","2","NA","1","1","NA","1","1","3","1","3","4","1040.02","1","NA","2","2","2","2","3","1","5","2","1","NA","526.15","768.16","1","NA","1","NA","1","2","NA","2","NA","4","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27861,"3","2009","15",22756,21537,0,0,,,,,,,,0,0,0,0,0,,1616,,0,21,0,,1198,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","5","2080.04","3","1","2","2","2","2","1","1","6","2","1","NA","NA","593.64","1","NA","1","NA","1","2","NA","2","59","4","NA","4","3","3","1","NA","NA","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.3,,,,,,
"2009","SE",27863,"3","2009","40",22613,22254,0,0,,,,,,,,0,0,0,0,0,,3382,,0,51,0,,308,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","1","208","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","560.15","1","NA","1","NA","1","2","NA","2","133","4","4","4","2","3","1","NA","1","NA","NA","1","NA","NA","NA","3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27867,"4","2009","24",39008,27797,1657,1657,,,,,,,,1657,0,0,0,0,,7353,,0,280,0,,10931,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","3","1","5","1560.03","3","NA","2","2","2","2","1","1","6","1","1","NA","874.76","914.91","1","NA","1","NA","1","2","NA","2","280","1","4","NA","4","NA","1","1","NA","1","NA","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27874,"3","2009","18",63198,50073,0,0,,,,,,,,0,0,0,0,0,,57,,0,567,0,,12557,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","4160.08","2","NA","2","2","2","2","1","1","6","2","1","NA","980.01","631.92","1","NA","1","NA","1","NA","NA","2","300","4","4","3","2","1","1","1","NA","NA","NA","1","NA","NA","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27909,"4","2009","27",39598,30646,0,0,,,,,,,,0,0,0,0,0,,0,,0,124,0,,8828,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","874.76","1572.82","1","NA","1","NA","1","2","NA","1","250","4","4","NA","3","1","1","NA","1","NA","1","NA","NA","NA","NA","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27912,"3","2009","31",91227,69435,0,0,,,,,,,,0,0,0,0,0,,583,,0,0,0,,21792,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","874.76","874.45","1","NA","1","NA","1","1","NA","2","180","4","4","3","4","1","1","NA","NA","1","1","NA","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27940,"3","2009","12",69808,60600,0,0,,,,,,,,0,7656,0,75,6499,,1152,,0,1600,0,,7608,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","1","2","2","4","1","5","2","1","NA","NA","566.29","1","NA","1","NA","1","2","NA","2","73","4","4","1","2","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27943,"3","2009","18",50782,15769,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,35013,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","763.69","689.12","1","NA","1","NA","1","1","NA","1","180","NA","NA","NA","1","1","1","NA","1","NA","NA","1","1","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27950,"3","2009","30",69458,54325,0,0,,,,,,,,0,0,0,0,0,,919,,0,115,0,,15018,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2600.05","3","3","2","2","2","2","1","1","4","2","1","NA","620.58","643.15","1","NA","1","NA","1","2","NA","2","NA","3","4","NA","NA","NA","1","NA","NA","1","NA","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27951,"1","2009","14",102073,93420,0,0,,,,,,,,0,0,0,28310,6284,,432,,0,0,0,,8654,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","3120.06","3","NA","2","2","2","2","4","1","5","2","1","NA","889.74","562.34","1","NA","1","NA","1","2","NA","2","500","2","4","NA","3","NA","1","NA","NA","NA","1","1","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27971,"2","2009","34",28133,20379,0,0,,,,,,,,0,0,0,0,0,,726,,0,539,0,,7215,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","3120.06","1","NA","2","2","2","2","1","1","5","2","1","NA","980.01","325.01","1","NA","1","NA","1","2","NA","NA","79","NA","4","1","NA","1","1","1","1","NA","NA","NA","1","NA","NA","1","1","1","NA","NA","2","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27979,"2","2009","35",68641,54580,0,0,,,,,,,,0,0,0,0,0,,2787,,0,0,0,,14061,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","3120.06","2","NA","2","2","1","2","4","1","6","2","1","NA","763.69","548.82","1","NA","1","NA","1","2","NA","2","180","4","4","4","3","1","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27980,"4","2009","57",54001,43669,0,0,,,,,,,,0,0,0,0,0,,725,,0,723,0,,9609,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","874.76","926.97","1","NA","1","NA","1","2","NA","1","108","4","4","4","4","NA","1","1","NA","NA","NA","1","1","NA","1","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",27991,"4","2009","75",39616,6475,0,0,,,,,,,,0,0,0,0,0,,6008,,0,0,0,,33141,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","2080.04","2","NA","2","2","1","2","2","1","6","2","1","NA","NA","1496.17","1","NA","1","NA","1","2","NA","2","NA","4","2","4","NA","NA","1","NA","NA","1","NA","NA","NA","NA","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28023,"2","2009","18",24053,20310,0,0,,,,,,,,0,0,0,0,0,,1688,,0,510,0,,3233,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","2","1","NA","2","1","NA","763.69","926.97","1","NA","1","NA","1","2","NA","NA","108","2","4","4","2","1","3","NA","1","1","NA","1","NA","1","NA","1","NA","NA","1","1","2","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28026,"2","2009","15",145414,131222,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,14192,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","763.69","494.11","1","NA","1","NA","1","2","5","2","180","4","1","4","3","1","1","NA","1","1","1","1","1","1","1","1","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28053,"4","2009","13",102690,92491,0,0,,,,,,,,0,0,0,0,0,,0,,0,185,0,,10014,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","1","1","1","6","2","1","NA","763.69","545.49","1","NA","1","NA","1","2","NA","2","140","4","NA","NA","NA","1","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28055,"3","2009","15",48417,39356,0,0,,,,,,,,0,0,0,0,0,,818,,0,145,0,,8917,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1560.03","3","NA","2","2","2","2","1","3","3","2","1","NA","874.76","1335.91","1","NA","1","NA","1","NA","NA","NA","280","4","2","NA","3","1","1","NA","NA","NA","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28097,"4","2009","13",53392,43482,0,0,,,,,,,,0,0,0,0,0,,1434,,0,234,0,,9676,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1040.02","3","3","2","2","2","2","1","1","6","2","1","874.76","NA","768.26","1","NA","1","NA","1","2","NA","NA","120","4","4","NA","3","1","1","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28107,"3","2009","13",60250,44884,0,0,,,,,,,,0,0,0,0,0,,3857,,0,1106,0,,14260,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","3","1","2","2","2","1","1","6","2","1","NA","889.74","545.49","1","NA","1","NA","1","2","NA","2","150","NA","4","2","4","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28118,"4","2009","12",89777,72359,0,0,,,,,,,,0,0,0,0,0,,2875,,0,800,0,,16618,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","874.76","1249.48","1","NA","1","NA","1","2","1","NA","170","4","4","3","NA","NA","1","1","NA","NA","NA","NA","1","1","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28120,"4","2009","17",59133,41554,0,0,,,,,,,,0,0,0,0,0,,3238,,0,1020,0,,16558,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1560.03","3","NA","2","2","2","2","1","1","4","2","1","NA","763.69","1672.56","1","NA","1","NA","1","2","5","2","250","4","NA","3","3","1","1","NA","1","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28131,"3","2009","18",37264,16422,0,0,,,,,,,,0,95,0,0,115,,18,,0,502,0,,20340,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","2080.04","3","NA","2","1","2","2","1","1","6","2","1","NA","980.01","1335.91","1","NA","1","NA","1","2","NA","2","170","4","4","4","NA","NA","1","NA","1","NA","NA","1","NA","1","NA","3","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28147,"4","2009","16",83308,74267,0,0,,,,,,,,0,0,0,0,0,,3923,,0,1143,0,,7898,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","1","2","2","3","1","6","2","1","763.69","763.69","1416.61","1","NA","1","NA","1","2","NA","2","249","4","3","4","3","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28150,"4","2009","13",38151,26884,0,0,,,,,,,,0,0,0,0,0,,134,,0,661,0,,10606,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","1","2","2","1","1","5","2","1","NA","889.74","663.01","1","NA","1","NA","1","2","NA","2","249","4","3","4","4","1","1","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28153,"2","2009","14",57267,50683,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6584,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","3","2","1","NA","874.76","736.75","1","NA","1","NA","1","1","NA","2","NA","NA","2","3","4","NA","1","NA","1","1","NA","NA","NA","NA","NA","3","1","1","NA","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28167,"3","2009","17",26781,15536,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,11244,"NA","NA","2","NA","NA","NA","1","2","1","1","1","1","1","1","4","2080.04","3","3","2","2","2","2","3","2","2","2","1","NA","NA","459.9","1","NA","1","NA","1","2","NA","2","81","2","4","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28178,"3","2009","47",75034,61454,0,0,,,,,,,,0,512,0,0,0,,0,,0,1629,0,,11951,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","4160.08","2","NA","2","2","2","1","1","1","6","2","1","NA","NA","548.09","1","NA","1","NA","1","2","7","2","180","2","1","3","NA","3","1","1","1","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28187,"1","2009","25",46251,27731,0,0,,,,,,,,0,0,0,0,2668,,167,,0,0,0,,18520,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","3120.06","3","NA","2","2","1","2","1","1","6","2","1","NA","889.74","803.83","1","NA","1","NA","1","2","NA","2","150","3","3","4","4","NA","1","NA","NA","NA","NA","1","NA","NA","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28199,"3","2009","23",42051,28970,0,0,,,,,,,,0,0,0,0,0,,165,,0,439,0,,12642,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","832.02","3","3","2","2","2","2","4","1","3","2","1","NA","568.89","833.78","1","NA","1","NA","1","2","NA","NA","NA","4","4","4","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","3","NA","NA","1","NA","1","NA","NA","NA","NA","NA","2",1.3,,,,,,
"2009","SE",28203,"3","2009","10",86260,76022,0,0,,,,,,,,0,0,0,0,0,,227,,0,677,0,,9561,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","1","NA","2","1","NA","980.01","1572.82","1","NA","1","NA","1","2","NA","1","180","4","4","4","1","1","1","NA","1","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28222,"2","2009","17",22823,-31587,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,54410,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","874.76","763.69","416.42","1","NA","1","NA","1","2","NA","2","220","NA","4","3","4","NA","1","1","1","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28248,"3","2009","30",67621,55336,0,0,,,,,,,,0,0,0,0,0,,1481,,0,883,0,,11402,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","3640.07","3","NA","2","2","1","1","1","1","6","2","1","NA","763.69","906.79","1","NA","1","NA","1","NA","NA","2","NA","4","4","4","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28257,"3","2009","22",46647,31380,0,0,,,,,,,,0,0,0,0,0,,0,,0,206,0,,15060,"NA","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","4","1716.03","3","NA","2","1","2","2","4","1","6","2","1","874.76","707.94","914.91","1","NA","1","NA","1","2","NA","2","NA","NA","NA","NA","4","1","1","NA","1","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28276,"2","2009","20",20143,18596,0,0,,,,,,,,0,0,0,0,0,,13,,0,80,0,,1467,"2","NA","1","NA","NA","NA","1","1","1","1","1","1","1","1","6","832.02","2","3","2","2","2","2","4","1","2","2","1","135.2","431.4","379.09","1","NA","1","NA","1","2","NA","2","63","NA","4","NA","3","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28294,"1","2009","8",58786,55137,0,0,,,,,,,,0,0,0,0,0,,479,,0,599,0,,3050,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","1","6","2","1","NA","719.28","748.5","1","NA","1","NA","1","2","NA","2","NA","4","NA","3","3","3","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28306,"3","2009","22",147228,131385,0,0,,,,,,,,0,0,0,0,0,,84685,,0,2599,0,,13244,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2600.05","2","NA","2","2","2","1","1","2","3","2","1","NA","620.58","549.34","1","NA","1","NA","1","2","NA","2","NA","4","2","4","4","1","1","NA","NA","1","NA","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28310,"3","2009","15",105061,91926,0,0,,,,,,,,0,0,0,0,0,,590,,0,763,0,,12372,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","NA","NA","3","2","2","2","2","2","1","1","4","2","1","NA","649.91","790.21","1","NA","1","NA","1","2","NA","NA","140","4","4","NA","NA","1","1","1","1","NA","1","NA","1","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28326,"3","2009","16",35123,29262,0,0,,,,,,,,0,0,0,0,0,,375,,0,221,0,,5640,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1040.02","3","NA","2","2","2","2","4","1","6","2","1","NA","980.01","663.01","1","NA","1","NA","1","2","NA","2","93","NA","4","4","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28331,"3","2009","20",46439,37931,0,0,,,,,,,,0,0,0,0,0,,5473,,0,329,0,,8179,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","4160.08","3","3","2","2","2","2","1","1","6","2","1","NA","750.06","754.53","1","NA","1","NA","1","NA","NA","2","250","4","4","3","3","1","1","NA","1","NA","NA","NA","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28338,"4","2009","19",30142,14327,0,0,,,,,,,,0,0,0,0,0,,674,,0,0,0,,15815,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","2","2","1","1","3","2","1","NA","581.06","281.64","1","NA","1","NA","1","NA","NA","2","93","4","2","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28340,"4","2009","12",28753,16209,0,0,,,,,,,,0,0,0,0,0,,313,,0,263,0,,12280,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","631.92","1","NA","1","NA","1","1","7","2","108","4","NA","3","3","1","1","1","1","1","NA","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28349,"3","2009","15",69622,53265,0,0,,,,,,,,0,0,0,0,0,,52,,0,0,0,,16357,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","1","2","1","1","6","2","1","NA","980.01","600.72","1","NA","1","NA","1","2","NA","NA","120","3","4","3","NA","1","1","NA","1","NA","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28362,"4","2009","13",34872,25556,0,0,,,,,,,,0,0,0,0,0,,1510,,0,311,0,,9005,"2","NA","2","NA","NA","NA","2","1","1","1","1","3","1","1","5","1664.03","3","3","2","2","2","2","1","1","3","2","1","NA","649.91","1542.56","1","NA","1","NA","1","2","NA","2","NA","4","4","4","3","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28373,"3","2009","20",33889,12933,0,0,,,,,,,,0,0,0,0,0,,29,,0,213,0,,20743,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","3120.06","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","1577.29","1","NA","1","NA","1","2","NA","NA","140","4","3","NA","2","1","1","NA","NA","NA","1","NA","NA","1","NA","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28375,"3","2009","32",109407,84605,0,0,,,,,,,,0,0,0,1226,0,,0,,0,1637,0,,23165,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","874.76","663.01","1","NA","1","NA","1","2","NA","NA","93","3","4","3","3","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28376,"2","2009","13",30422,15928,0,0,,,,,,,,0,0,0,0,0,,605,,0,255,0,,14239,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","4","1","6","1","1","NA","763.69","768.26","1","NA","1","NA","1","2","NA","2","NA","4","4","3","4","1","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28407,"3","2009","20",100838,87518,0,0,,,,,,,,0,0,0,0,0,,109,,0,0,0,,13320,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1560.03","3","NA","2","1","1","2","1","1","6","2","1","NA","889.74","462.08","1","NA","1","NA","1","2","NA","2","NA","NA","4","3","NA","NA","1","1","NA","NA","NA","NA","NA","1","1","1","NA","1","1","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28422,"3","2009","20",68124,48203,0,0,,,,,,,,0,0,0,0,0,,42,,0,0,0,,19921,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","707.21","874.76","403.53","1","NA","1","NA","1","2","NA","NA","175","NA","4","NA","3","1","1","NA","1","NA","1","NA","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28432,"2","2009","32",58434,27880,0,0,,,,,,,,0,0,0,0,0,,62,,0,0,0,,30555,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","3","832.02","NA","3","2","1","2","2","1","2","5","2","1","NA","763.69","1520.41","1","NA","1","NA","1","NA","NA","NA","118","NA","2","NA","NA","1","NA","1","1","3","NA","1","NA","NA","NA","3","1","3","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28433,"4","2009","17",70396,32978,0,0,,,,,,,,0,0,0,0,0,,96,,0,3038,0,,34380,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2080.04","3","NA","2","2","2","2","1","1","6","2","1","NA","874.76","754.53","1","NA","1","NA","1","NA","5","2","108","4","4","4","2","1","1","NA","1","1","1","1","NA","NA","1","1","1","1","NA","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28466,"4","2009","13",50650,40034,0,0,,,,,,,,0,0,0,0,0,,945,,0,1406,0,,9210,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","3","1","6","2","1","NA","763.69","595.41","1","NA","1","NA","1","NA","NA","2","160","NA","4","2","3","NA","1","NA","NA","1","1","NA","1","1","1","1","NA","NA","3","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28479,"3","2009","27",28629,28325,0,0,,,,,,,,0,0,0,0,0,,2039,,0,0,0,,304,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","763.69","631.92","1","NA","1","NA","1","2","NA","NA","180","4","4","4","2","NA","1","1","NA","1","1","NA","NA","1","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","2",1.3,,,,,,
"2009","SE",28481,"2","2009","35",23504,15686,0,0,,,,,,,,0,0,0,0,0,,10,,0,562,0,,7257,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1040.02","3","NA","2","2","2","2","4","3","6","2","1","874.76","980.01","906.79","1","NA","1","NA","1","2","NA","2","NA","NA","4","NA","4","1","1","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2009","SE",28485,"3","2009","16",43967,38019,0,0,,,,,,,,0,0,0,0,0,,378,,0,185,0,,5763,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","2","4","NA","2","3","2","2","NA","2","2","1","6","2","1","NA","707.94","1158.17","1","NA","1","NA","1","NA","NA","1","187","4","3","3","3","NA","1","NA","1","1","1","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
