"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RX030","rl010","rl010_f","rl020","rl020_f","rl030","rl030_f","rl040","rl040_f","rl050","rl050_f","rl060","rl060_f","rl070","rl070_f","RX020","RX010"
"2004","SE",125091,787.521440823328,"3",1983,"1","1","1","2","13","NA",12509,,,,,,,,,,,,,,,20,20
"2004","SE",125092,787.521440823328,"1",1954,"1","1","2","2","13","3",12509,,,,,,,,,,,,,,,49,50
"2004","SE",125121,787.521440823328,"1",1930,"1","1","3","3","NA","NA",12512,,,,,,,,,,,,,,,73,73
"2004","SE",125122,787.521440823328,"4",1936,"2","1","4","4","NA","NA",12512,,,,,,,,,,,,,,,67,68
"2004","SE",125141,787.521440823328,"3",1978,"2","1","3","3","13","1",12514,,,,,,,,,,,,,,,25,25
"2004","SE",125142,787.521440823328,"3",1977,"1","1","3","3","13","NA",12514,,,,,,,,,,,,,,,26,26
"2004","SE",125161,787.521440823328,"1",1968,"2","1","1","3","13","NA",12516,,,,,,,,,,,,,,,35,36
"2004","SE",125162,787.521440823328,"2",1993,"1","1","4","2","NA","1",12516,,,,,,,,,,,,,,,10,11
"2004","SE",125191,787.521440823328,"4",1974,"2","1","3","2","13","1",12519,,,,,,,,,,,,,,,29,29
"2004","SE",125192,787.521440823328,"3",1975,"1","1","1","2","13","3",12519,,,,,,,,,,,,,,,28,29
"2004","SE",125381,787.521440823328,"2",1926,"2","1","1","2","13","1",12538,,,,,,,,,,,,,,,77,77
"2004","SE",125382,787.521440823328,"4",1927,"1","1","4","2","NA","1",12538,,,,,,,,,,,,,,,76,77
"2004","SE",125491,787.521440823328,"4",1981,"1","1","4","3","NA","1",12549,,,,,,,,,,,,,,,22,23
"2004","SE",125492,787.521440823328,"3",1976,"2","1","4","2","13","3",12549,,,,,,,,,,,,,,,27,28
"2004","SE",125531,787.521440823328,"3",1980,"1","1","1","4","13","NA",12553,,,,,,,,,,,,,,,23,24
"2004","SE",125532,787.521440823328,"4",1980,"2","1","3","4","13","1",12553,,,,,,,,,,,,,,,23,23
"2004","SE",125571,787.521440823328,"4",1923,"2","1","1","2","13","1",12557,,,,,,,,,,,,,,,80,80
"2004","SE",125572,787.521440823328,"3",1923,"1","1","4","4","13","NA",12557,,,,,,,,,,,,,,,80,80
"2004","SE",125721,787.521440823328,"4",1930,"1","1","3","4","13","1",12572,,,,,,,,,,,,,,,73,74
"2004","SE",125722,787.521440823328,"4",1934,"2","1","1","2","NA","1",12572,,,,,,,,,,,,,,,69,70
"2004","SE",126121,787.521440823328,"1",1977,"2","1","4","4","NA","NA",12612,,,,,,,,,,,,,,,26,26
"2004","SE",126122,787.521440823328,"1",1973,"1","1","4","3","13","1",12612,,,,,,,,,,,,,,,30,31
"2004","SE",126371,787.521440823328,"3",1978,"2","1","3","3","13","1",12637,,,,,,,,,,,,,,,25,26
"2004","SE",126372,787.521440823328,"2",1977,"1","1","4","4","NA","1",12637,,,,,,,,,,,,,,,26,26
"2004","SE",126541,787.521440823328,"1",1973,"1","1","1","2","13","1",12654,,,,,,,,,,,,,,,30,31
"2004","SE",126542,787.521440823328,"3",1977,"2","1","1","2","13","1",12654,,,,,,,,,,,,,,,26,26
"2004","SE",126551,787.521440823328,"2",1935,"1","1","1","2","13","1",12655,,,,,,,,,,,,,,,68,69
"2004","SE",126552,787.521440823328,"3",1945,"2","1","1","4","13","NA",12655,,,,,,,,,,,,,,,58,58
"2004","SE",126781,787.521440823328,"1",1974,"2","1","4","3","13","1",12678,,,,,,,,,,,,,,,29,30
"2004","SE",126782,787.521440823328,"4",1972,"1","1","4","4","NA","1",12678,,,,,,,,,,,,,,,31,32
"2004","SE",126821,787.521440823328,"4",1971,"1","1","3","2","NA","1",12682,,,,,,,,,,,,,,,32,33
"2004","SE",126822,787.521440823328,"1",1973,"2","1","1","3","13","NA",12682,,,,,,,,,,,,,,,30,30
"2004","SE",127131,787.521440823328,"2",1958,"1","1","1","2","13","1",12713,,,,,,,,,,,,,,,45,46
"2004","SE",127132,787.521440823328,"1",1955,"1","1","3","4","13","1",12713,,,,,,,,,,,,,,,48,49
"2004","SE",127141,787.521440823328,"2",1948,"2","1","4","4","13","NA",12714,,,,,,,,,,,,,,,55,55
"2004","SE",127142,787.521440823328,"3",1995,"1","1","4","3","13","1",12714,,,,,,,,,,,,,,,8,9
"2004","SE",127281,787.521440823328,"2",1940,"2","1","1","3","13","NA",12728,,,,,,,,,,,,,,,63,63
"2004","SE",127282,787.521440823328,"2",1934,"1","1","1","2","13","1",12728,,,,,,,,,,,,,,,69,70
"2004","SE",127451,787.521440823328,"4",1932,"1","1","4","2","13","1",12745,,,,,,,,,,,,,,,71,71
"2004","SE",127452,787.521440823328,"3",1932,"2","1","1","2","13","1",12745,,,,,,,,,,,,,,,71,72
"2004","SE",128021,787.521440823328,"2",1935,"2","1","3","4","13","NA",12802,,,,,,,,,,,,,,,68,68
"2004","SE",128022,787.521440823328,"1",1931,"1","1","3","2","13","1",12802,,,,,,,,,,,,,,,72,72
"2004","SE",128281,787.521440823328,"3",1950,"2","1","4","3","13","3",12828,,,,,,,,,,,,,,,53,54
"2004","SE",128282,787.521440823328,"4",1948,"1","1","1","3","13","1",12828,,,,,,,,,,,,,,,55,56
"2004","SE",128311,787.521440823328,"2",1936,"2","1","1","2","13","1",12831,,,,,,,,,,,,,,,67,68
"2004","SE",128312,787.521440823328,"3",1936,"1","1","1","2","13","NA",12831,,,,,,,,,,,,,,,67,67
"2004","SE",128441,787.521440823328,"1",1941,"1","1","1","2","13","1",12844,,,,,,,,,,,,,,,62,62
"2004","SE",128442,787.521440823328,"2",1943,"2","1","1","3","13","1",12844,,,,,,,,,,,,,,,60,60
"2004","SE",128511,787.521440823328,"3",1954,"2","1","1","2","13","NA",12851,,,,,,,,,,,,,,,49,50
"2004","SE",128512,787.521440823328,"1",1947,"1","1","1","3","13","1",12851,,,,,,,,,,,,,,,56,56
"2004","SE",128711,787.521440823328,"4",1940,"1","1","4","2","13","NA",12871,,,,,,,,,,,,,,,63,64
"2004","SE",128712,787.521440823328,"3",1941,"2","1","1","2","13","1",12871,,,,,,,,,,,,,,,62,62
"2004","SE",128881,787.521440823328,"2",1945,"1","1","1","3","13","1",12888,,,,,,,,,,,,,,,58,59
"2004","SE",128882,787.521440823328,"1",1989,"2","1","1","2","13","1",12888,,,,,,,,,,,,,,,14,14
"2004","SE",128981,787.521440823328,"1",1977,"2","1","1","2","13","1",12898,,,,,,,,,,,,,,,26,27
"2004","SE",128982,787.521440823328,"3",1973,"1","1","2","3","13","1",12898,,,,,,,,,,,,,,,30,31
"2004","SE",129271,787.521440823328,"1",1944,"1","1","3","3","13","1",12927,,,,,,,,,,,,,,,59,60
"2004","SE",129272,787.521440823328,"1",1944,"2","1","4","4","13","1",12927,,,,,,,,,,,,,,,59,59
"2004","SE",129411,787.521440823328,"2",1954,"2","1","1","4","13","NA",12941,,,,,,,,,,,,,,,49,50
"2004","SE",129412,787.521440823328,"2",1954,"1","1","3","2","13","NA",12941,,,,,,,,,,,,,,,49,50
"2004","SE",129581,787.521440823328,"2",1959,"1","1","2","3","13","1",12958,,,,,,,,,,,,,,,44,45
"2004","SE",129582,787.521440823328,"1",1962,"2","1","1","3","NA","1",12958,,,,,,,,,,,,,,,41,42
"2004","SE",129941,787.521440823328,"1",1939,"2","1","4","3","NA","1",12994,,,,,,,,,,,,,,,64,65
"2004","SE",129942,787.521440823328,"2",1938,"1","1","3","2","13","1",12994,,,,,,,,,,,,,,,65,66
"2004","SE",129991,787.521440823328,"4",1935,"1","1","4","4","13","1",12999,,,,,,,,,,,,,,,68,68
"2004","SE",129992,787.521440823328,"3",1935,"2","1","3","3","13","1",12999,,,,,,,,,,,,,,,68,69
"2004","SE",130011,787.521440823328,"3",1960,"2","1","1","2","13","1",13001,,,,,,,,,,,,,,,43,44
"2004","SE",130012,787.521440823328,"2",1991,"1","1","3","4","13","3",13001,,,,,,,,,,,,,,,12,13
"2004","SE",130021,787.521440823328,"3",1976,"1","1","4","2","13","1",13002,,,,,,,,,,,,,,,27,27
"2004","SE",130022,787.521440823328,"2",1980,"2","1","1","3","NA","1",13002,,,,,,,,,,,,,,,23,24
"2004","SE",130061,787.521440823328,"4",1928,"2","1","3","4","13","1",13006,,,,,,,,,,,,,,,75,75
"2004","SE",130062,787.521440823328,"4",1924,"1","1","1","4","13","1",13006,,,,,,,,,,,,,,,79,80
"2004","SE",130441,787.521440823328,"1",1945,"1","1","1","2","13","1",13044,,,,,,,,,,,,,,,58,59
"2004","SE",130442,787.521440823328,"1",1943,"2","1","3","3","13","1",13044,,,,,,,,,,,,,,,60,61
"2004","SE",130691,787.521440823328,"1",1958,"1","1","1","2","13","1",13069,,,,,,,,,,,,,,,45,45
"2004","SE",130692,787.521440823328,"4",1955,"1","1","4","4","13","1",13069,,,,,,,,,,,,,,,48,49
"2004","SE",130871,787.521440823328,"3",1947,"2","1","3","2","13","1",13087,,,,,,,,,,,,,,,56,57
"2004","SE",130872,787.521440823328,"1",1945,"1","1","1","2","13","NA",13087,,,,,,,,,,,,,,,58,58
"2004","SE",130971,787.521440823328,"3",1943,"2","1","3","2","13","3",13097,,,,,,,,,,,,,,,60,61
"2004","SE",130972,787.521440823328,"3",1941,"1","1","1","2","13","1",13097,,,,,,,,,,,,,,,62,62
"2004","SE",130991,787.521440823328,"3",1954,"2","1","4","2","13","1",13099,,,,,,,,,,,,,,,49,50
"2004","SE",130992,787.521440823328,"1",1947,"1","1","1","2","13","1",13099,,,,,,,,,,,,,,,56,57
"2004","SE",131021,787.521440823328,"1",1951,"1","1","4","2","13","1",13102,,,,,,,,,,,,,,,52,52
"2004","SE",131022,787.521440823328,"1",1966,"2","1","1","2","13","1",13102,,,,,,,,,,,,,,,37,38
"2004","SE",131161,787.521440823328,"1",1952,"2","1","4","2","13","NA",13116,,,,,,,,,,,,,,,51,52
"2004","SE",131162,787.521440823328,"4",1981,"2","1","4","2","13","NA",13116,,,,,,,,,,,,,,,22,22
"2004","SE",131331,787.521440823328,"3",1923,"1","1","3","2","NA","NA",13133,,,,,,,,,,,,,,,80,80
"2004","SE",131332,787.521440823328,"1",1923,"2","1","2","4","NA","1",13133,,,,,,,,,,,,,,,80,80
"2004","SE",131611,787.521440823328,"1",1953,"2","1","1","4","13","5",13161,,,,,,,,,,,,,,,50,50
"2004","SE",131612,787.521440823328,"1",1930,"1","1","1","2","13","1",13161,,,,,,,,,,,,,,,73,74
"2004","SE",131771,787.521440823328,"4",1925,"2","1","1","3","13","NA",13177,,,,,,,,,,,,,,,78,78
"2004","SE",131772,787.521440823328,"4",1923,"1","1","1","2","13","1",13177,,,,,,,,,,,,,,,80,80
"2004","SE",131961,787.521440823328,"4",1943,"2","1","1","3","13","1",13196,,,,,,,,,,,,,,,60,60
"2004","SE",131962,787.521440823328,"1",1938,"1","1","1","4","13","1",13196,,,,,,,,,,,,,,,65,66
"2004","SE",132011,787.521440823328,"1",1965,"2","1","1","3","13","5",13201,,,,,,,,,,,,,,,38,38
"2004","SE",132012,787.521440823328,"1",1969,"1","1","4","2","13","1",13201,,,,,,,,,,,,,,,34,35
"2004","SE",132181,787.521440823328,"2",1934,"1","1","3","2","13","1",13218,,,,,,,,,,,,,,,69,69
"2004","SE",132182,787.521440823328,"3",1950,"2","1","1","4","13","1",13218,,,,,,,,,,,,,,,53,54
"2004","SE",132311,787.521440823328,"2",1960,"1","1","4","4","13","NA",13231,,,,,,,,,,,,,,,43,43
"2004","SE",132312,787.521440823328,"3",1965,"1","1","4","4","13","1",13231,,,,,,,,,,,,,,,38,39
"2004","SE",132381,787.521440823328,"2",1974,"1","1","4","4","13","1",13238,,,,,,,,,,,,,,,29,30
"2004","SE",132382,787.521440823328,"3",1974,"2","1","1","3","13","1",13238,,,,,,,,,,,,,,,29,29
"2004","SE",133091,787.521440823328,"4",1957,"1","1","4","2","13","1",13309,,,,,,,,,,,,,,,46,46
"2004","SE",133092,787.521440823328,"4",1965,"2","1","3","2","13","3",13309,,,,,,,,,,,,,,,38,39
"2004","SE",133591,787.521440823328,"3",1932,"1","1","4","2","13","1",13359,,,,,,,,,,,,,,,71,71
"2004","SE",133592,787.521440823328,"1",1932,"2","1","1","2","13","1",13359,,,,,,,,,,,,,,,71,71
"2004","SE",133601,787.521440823328,"4",1932,"1","1","3","3","13","NA",13360,,,,,,,,,,,,,,,71,72
"2004","SE",133602,787.521440823328,"4",1945,"2","1","4","2","13","3",13360,,,,,,,,,,,,,,,58,59
"2004","SE",133811,787.521440823328,"3",1976,"1","1","3","2","13","1",13381,,,,,,,,,,,,,,,27,28
"2004","SE",133812,787.521440823328,"3",1977,"2","1","1","2","13","NA",13381,,,,,,,,,,,,,,,26,27
"2004","SE",133851,787.521440823328,"2",1936,"2","1","4","4","NA","1",13385,,,,,,,,,,,,,,,67,67
"2004","SE",133852,787.521440823328,"1",1940,"1","1","4","3","NA","1",13385,,,,,,,,,,,,,,,63,64
"2004","SE",133961,787.521440823328,"3",1975,"2","1","1","2","13","1",13396,,,,,,,,,,,,,,,28,28
"2004","SE",133962,787.521440823328,"2",1971,"1","1","1","2","NA","1",13396,,,,,,,,,,,,,,,32,32
"2004","SE",134181,787.521440823328,"4",1975,"1","1","4","3","13","1",13418,,,,,,,,,,,,,,,28,29
"2004","SE",134182,787.521440823328,"4",1982,"2","1","1","2","13","1",13418,,,,,,,,,,,,,,,21,22
"2004","SE",134201,787.521440823328,"3",1934,"2","1","1","4","13","1",13420,,,,,,,,,,,,,,,69,70
"2004","SE",134202,787.521440823328,"1",1923,"1","1","2","4","13","1",13420,,,,,,,,,,,,,,,80,80
"2004","SE",134261,787.521440823328,"4",1980,"1","1","3","2","NA","1",13426,,,,,,,,,,,,,,,23,24
"2004","SE",134262,787.521440823328,"2",1945,"2","1","1","4","13","NA",13426,,,,,,,,,,,,,,,58,59
"2004","SE",134281,787.521440823328,"2",1974,"1","1","1","2","13","3",13428,,,,,,,,,,,,,,,29,30
"2004","SE",134282,787.521440823328,"4",1974,"2","1","1","2","13","1",13428,,,,,,,,,,,,,,,29,30
"2004","SE",134511,787.521440823328,"1",1982,"1","1","1","3","13","NA",13451,,,,,,,,,,,,,,,21,22
"2004","SE",134512,787.521440823328,"4",1973,"2","1","1","2","13","1",13451,,,,,,,,,,,,,,,30,31
"2004","SE",134541,787.521440823328,"3",1953,"1","1","1","2","13","1",13454,,,,,,,,,,,,,,,50,50
"2004","SE",134542,787.521440823328,"4",1953,"1","1","4","2","13","1",13454,,,,,,,,,,,,,,,50,50
"2004","SE",134681,787.521440823328,"1",1969,"1","1","1","2","NA","3",13468,,,,,,,,,,,,,,,34,35
"2004","SE",134682,787.521440823328,"4",1973,"2","1","3","2","NA","1",13468,,,,,,,,,,,,,,,30,30
"2004","SE",134871,787.521440823328,"1",1959,"2","1","1","2","13","3",13487,,,,,,,,,,,,,,,44,44
"2004","SE",134872,787.521440823328,"2",1987,"2","1","3","3","13","1",13487,,,,,,,,,,,,,,,16,17
"2004","SE",134873,787.521440823328,"2",1989,"2","1","3","4","13","1",13487,,,,,,,,,,,,,,,14,15
"2004","SE",134921,787.521440823328,"4",1967,"1","1","4","2","13","3",13492,,,,,,,,,,,,,,,36,37
"2004","SE",134922,787.521440823328,"2",1993,"2","1","1","2","13","NA",13492,,,,,,,,,,,,,,,10,10
"2004","SE",134923,787.521440823328,"2",1991,"2","1","1","4","13","3",13492,,,,,,,,,,,,,,,12,13
"2004","SE",135021,787.521440823328,"4",1973,"1","1","4","2","13","1",13502,,,,,,,,,,,,,,,30,30
"2004","SE",135022,787.521440823328,"4",1973,"2","1","3","2","NA","1",13502,,,,,,,,,,,,,,,30,31
"2004","SE",135023,787.521440823328,"4",2000,"1","1","4","3","13","3",13502,,,,,,,,,,,,,,,3,4
"2004","SE",135321,787.521440823328,"4",1964,"2","1","1","2","13","1",13532,,,,,,,,,,,,,,,39,40
"2004","SE",135322,787.521440823328,"2",1963,"1","1","1","2","NA","1",13532,,,,,,,,,,,,,,,40,41
"2004","SE",135323,787.521440823328,"3",1990,"1","1","1","2","13","NA",13532,,,,,,,,,,,,,,,13,13
"2004","SE",135581,787.521440823328,"3",1976,"1","1","4","4","13","1",13558,,,,,,,,,,,,,,,27,27
"2004","SE",135582,787.521440823328,"4",1973,"2","1","3","3","13","NA",13558,,,,,,,,,,,,,,,30,30
"2004","SE",135583,787.521440823328,"1",1999,"2","1","1","2","13","1",13558,,,,,,,,,,,,,,,4,5
"2004","SE",135601,787.521440823328,"1",1954,"1","1","4","2","13","3",13560,,,,,,,,,,,,,,,49,50
"2004","SE",135602,787.521440823328,"4",1964,"2","1","1","4","13","3",13560,,,,,,,,,,,,,,,39,40
"2004","SE",135603,787.521440823328,"3",1992,"2","1","1","3","13","1",13560,,,,,,,,,,,,,,,11,12
"2004","SE",135801,787.521440823328,"1",1956,"2","1","3","2","13","NA",13580,,,,,,,,,,,,,,,47,47
"2004","SE",135802,787.521440823328,"2",1954,"1","1","4","3","NA","1",13580,,,,,,,,,,,,,,,49,49
"2004","SE",135803,787.521440823328,"4",1986,"1","1","1","3","13","NA",13580,,,,,,,,,,,,,,,17,18
"2004","SE",135951,787.521440823328,"1",1960,"1","1","1","2","13","1",13595,,,,,,,,,,,,,,,43,44
"2004","SE",135952,787.521440823328,"1",1964,"2","1","1","3","13","3",13595,,,,,,,,,,,,,,,39,39
"2004","SE",135953,787.521440823328,"1",2002,"2","1","1","2","13","NA",13595,,,,,,,,,,,,,,,1,1
"2004","SE",136081,787.521440823328,"4",1964,"2","1","1","2","13","1",13608,,,,,,,,,,,,,,,39,40
"2004","SE",136082,787.521440823328,"2",1989,"1","1","1","2","13","3",13608,,,,,,,,,,,,,,,14,15
"2004","SE",136083,787.521440823328,"3",1990,"1","1","1","2","13","NA",13608,,,,,,,,,,,,,,,13,14
"2004","SE",136341,787.521440823328,"1",1964,"1","1","4","2","NA","1",13634,,,,,,,,,,,,,,,39,40
"2004","SE",136342,787.521440823328,"3",1993,"1","1","2","4","NA","3",13634,,,,,,,,,,,,,,,10,10
"2004","SE",136343,787.521440823328,"1",1996,"1","1","1","4","13","1",13634,,,,,,,,,,,,,,,7,8
"2004","SE",136431,787.521440823328,"4",1960,"2","1","NA","3","13","1",13643,,,,,,,,,,,,,,,43,44
"2004","SE",136432,787.521440823328,"3",1992,"1","1","4","3","13","NA",13643,,,,,,,,,,,,,,,11,11
"2004","SE",136433,787.521440823328,"1",1994,"2","1","4","2","NA","3",13643,,,,,,,,,,,,,,,9,10
"2004","SE",136621,787.521440823328,"1",1976,"1","1","1","2","NA","1",13662,,,,,,,,,,,,,,,27,28
"2004","SE",136622,787.521440823328,"1",1982,"2","1","3","2","13","3",13662,,,,,,,,,,,,,,,21,22
"2004","SE",136623,787.521440823328,"1",2003,"1","1","4","2","NA","1",13662,,,,,,,,,,,,,,,0,1
"2004","SE",136631,787.521440823328,"4",1965,"2","1","1","2","13","1",13663,,,,,,,,,,,,,,,38,39
"2004","SE",136632,787.521440823328,"2",1993,"2","1","4","2","NA","1",13663,,,,,,,,,,,,,,,10,11
"2004","SE",136633,787.521440823328,"4",1998,"2","1","1","4","13","1",13663,,,,,,,,,,,,,,,5,6
"2004","SE",136651,787.521440823328,"4",1968,"1","1","4","2","NA","1",13665,,,,,,,,,,,,,,,35,36
"2004","SE",136652,787.521440823328,"4",1967,"2","1","4","4","13","3",13665,,,,,,,,,,,,,,,36,37
"2004","SE",136653,787.521440823328,"3",2003,"2","1","3","4","13","1",13665,,,,,,,,,,,,,,,0,1
"2004","SE",136661,787.521440823328,"2",1964,"2","1","1","2","13","1",13666,,,,,,,,,,,,,,,39,40
"2004","SE",136662,787.521440823328,"4",1989,"1","1","4","3","NA","1",13666,,,,,,,,,,,,,,,14,15
"2004","SE",136663,787.521440823328,"1",1990,"1","1","3","4","NA","1",13666,,,,,,,,,,,,,,,13,13
"2004","SE",136751,787.521440823328,"1",1950,"2","1","4","2","13","5",13675,,,,,,,,,,,,,,,53,54
"2004","SE",136752,787.521440823328,"1",1929,"1","1","3","4","13","NA",13675,,,,,,,,,,,,,,,74,75
"2004","SE",136753,787.521440823328,"3",1988,"1","1","3","3","13","NA",13675,,,,,,,,,,,,,,,15,15
"2004","SE",136971,787.521440823328,"2",1972,"2","1","1","4","13","1",13697,,,,,,,,,,,,,,,31,31
"2004","SE",136972,787.521440823328,"2",1953,"1","1","1","3","13","1",13697,,,,,,,,,,,,,,,50,51
"2004","SE",136973,787.521440823328,"3",1999,"1","1","1","4","13","3",13697,,,,,,,,,,,,,,,4,5
"2004","SE",137131,787.521440823328,"2",1953,"2","1","1","3","13","1",13713,,,,,,,,,,,,,,,50,50
"2004","SE",137132,787.521440823328,"3",1952,"1","1","1","2","13","1",13713,,,,,,,,,,,,,,,51,51
"2004","SE",137133,787.521440823328,"4",1989,"1","1","4","4","NA","NA",13713,,,,,,,,,,,,,,,14,14
"2004","SE",137401,787.521440823328,"2",1960,"1","1","1","2","13","1",13740,,,,,,,,,,,,,,,43,43
"2004","SE",137402,787.521440823328,"4",1964,"2","1","1","2","13","1",13740,,,,,,,,,,,,,,,39,39
"2004","SE",137403,787.521440823328,"1",2002,"2","1","4","4","13","1",13740,,,,,,,,,,,,,,,1,2
"2004","SE",137431,787.521440823328,"4",1965,"2","1","3","2","13","1",13743,,,,,,,,,,,,,,,38,38
"2004","SE",137432,787.521440823328,"2",1992,"2","1","1","4","NA","1",13743,,,,,,,,,,,,,,,11,12
"2004","SE",137433,787.521440823328,"4",1994,"2","1","1","4","13","1",13743,,,,,,,,,,,,,,,9,9
"2004","SE",137441,787.521440823328,"3",1954,"1","1","1","2","13","1",13744,,,,,,,,,,,,,,,49,49
"2004","SE",137442,787.521440823328,"1",1952,"2","1","4","2","13","NA",13744,,,,,,,,,,,,,,,51,52
"2004","SE",137443,787.521440823328,"3",1984,"2","1","1","2","NA","3",13744,,,,,,,,,,,,,,,19,20
"2004","SE",137471,787.521440823328,"3",1968,"1","1","3","3","13","1",13747,,,,,,,,,,,,,,,35,36
"2004","SE",137472,787.521440823328,"3",1970,"2","1","4","3","NA","5",13747,,,,,,,,,,,,,,,33,33
"2004","SE",137473,787.521440823328,"2",2000,"1","1","1","3","13","3",13747,,,,,,,,,,,,,,,3,3
"2004","SE",137561,787.521440823328,"1",1984,"2","1","1","4","13","1",13756,,,,,,,,,,,,,,,19,20
"2004","SE",137562,787.521440823328,"3",1947,"1","1","3","2","13","1",13756,,,,,,,,,,,,,,,56,56
"2004","SE",137563,787.521440823328,"1",1952,"2","1","3","2","13","1",13756,,,,,,,,,,,,,,,51,52
"2004","SE",137601,787.521440823328,"3",1960,"1","1","4","4","NA","1",13760,,,,,,,,,,,,,,,43,44
"2004","SE",137602,787.521440823328,"1",1998,"2","1","4","3","13","NA",13760,,,,,,,,,,,,,,,5,6
"2004","SE",137603,787.521440823328,"2",2000,"1","1","1","2","13","NA",13760,,,,,,,,,,,,,,,3,3
"2004","SE",137681,787.521440823328,"3",1954,"2","1","1","4","NA","1",13768,,,,,,,,,,,,,,,49,50
"2004","SE",137682,787.521440823328,"3",1985,"1","1","1","2","13","1",13768,,,,,,,,,,,,,,,18,18
"2004","SE",137683,787.521440823328,"1",1995,"2","1","4","2","13","3",13768,,,,,,,,,,,,,,,8,9
"2004","SE",137971,787.521440823328,"3",1941,"1","1","1","2","13","3",13797,,,,,,,,,,,,,,,62,62
"2004","SE",137972,787.521440823328,"2",1946,"2","1","3","3","13","1",13797,,,,,,,,,,,,,,,57,58
"2004","SE",137973,787.521440823328,"1",1986,"1","1","3","2","13","1",13797,,,,,,,,,,,,,,,17,17
"2004","SE",138071,787.521440823328,"1",1978,"1","1","4","3","13","1",13807,,,,,,,,,,,,,,,25,25
"2004","SE",138072,787.521440823328,"2",1979,"2","1","1","3","13","1",13807,,,,,,,,,,,,,,,24,25
"2004","SE",138073,787.521440823328,"1",2003,"2","1","4","4","13","3",13807,,,,,,,,,,,,,,,0,1
"2004","SE",138161,787.521440823328,"2",1976,"1","1","4","4","13","5",13816,,,,,,,,,,,,,,,27,28
"2004","SE",138162,787.521440823328,"2",1978,"2","1","4","2","13","3",13816,,,,,,,,,,,,,,,25,26
"2004","SE",138163,787.521440823328,"1",2003,"2","1","1","4","13","1",13816,,,,,,,,,,,,,,,0,1
"2004","SE",138361,787.521440823328,"2",1978,"2","1","1","3","13","1",13836,,,,,,,,,,,,,,,25,25
"2004","SE",138362,787.521440823328,"3",1969,"1","1","1","4","13","1",13836,,,,,,,,,,,,,,,34,34
"2004","SE",138363,787.521440823328,"3",2002,"2","1","3","2","13","1",13836,,,,,,,,,,,,,,,1,1
"2004","SE",138371,787.521440823328,"4",1964,"1","1","1","3","13","1",13837,,,,,,,,,,,,,,,39,40
"2004","SE",138372,787.521440823328,"3",1993,"1","1","2","2","13","1",13837,,,,,,,,,,,,,,,10,11
"2004","SE",138373,787.521440823328,"2",1996,"1","1","2","2","13","1",13837,,,,,,,,,,,,,,,7,8
"2004","SE",138391,787.521440823328,"2",1968,"2","1","3","4","13","1",13839,,,,,,,,,,,,,,,35,36
"2004","SE",138392,787.521440823328,"1",1966,"1","1","1","2","13","1",13839,,,,,,,,,,,,,,,37,38
"2004","SE",138393,787.521440823328,"2",2001,"2","1","1","2","13","1",13839,,,,,,,,,,,,,,,2,3
"2004","SE",138411,787.521440823328,"1",1963,"2","1","4","4","13","NA",13841,,,,,,,,,,,,,,,40,40
"2004","SE",138412,787.521440823328,"3",1961,"1","1","3","3","13","1",13841,,,,,,,,,,,,,,,42,43
"2004","SE",138413,787.521440823328,"1",1992,"1","1","1","4","13","1",13841,,,,,,,,,,,,,,,11,12
"2004","SE",138811,787.521440823328,"1",1968,"1","1","1","3","13","3",13881,,,,,,,,,,,,,,,35,36
"2004","SE",138812,787.521440823328,"3",1970,"2","1","4","2","13","3",13881,,,,,,,,,,,,,,,33,34
"2004","SE",138813,787.521440823328,"2",2000,"1","1","4","3","NA","1",13881,,,,,,,,,,,,,,,3,4
"2004","SE",138901,787.521440823328,"4",1967,"1","1","4","4","13","1",13890,,,,,,,,,,,,,,,36,36
"2004","SE",138902,787.521440823328,"3",1993,"2","1","1","3","13","1",13890,,,,,,,,,,,,,,,10,11
"2004","SE",138903,787.521440823328,"3",1991,"2","1","4","2","13","1",13890,,,,,,,,,,,,,,,12,13
"2004","SE",138961,787.521440823328,"1",1941,"1","1","4","2","13","1",13896,,,,,,,,,,,,,,,62,63
"2004","SE",138962,787.521440823328,"3",1946,"2","1","1","3","13","1",13896,,,,,,,,,,,,,,,57,58
"2004","SE",138963,787.521440823328,"3",1986,"1","1","4","2","13","1",13896,,,,,,,,,,,,,,,17,18
"2004","SE",139091,787.521440823328,"2",1972,"2","1","1","3","13","NA",13909,,,,,,,,,,,,,,,31,31
"2004","SE",139092,787.521440823328,"2",1953,"1","1","4","4","13","1",13909,,,,,,,,,,,,,,,50,51
"2004","SE",139093,787.521440823328,"3",1999,"1","1","4","2","13","1",13909,,,,,,,,,,,,,,,4,5
"2004","SE",139311,787.521440823328,"4",1983,"2","1","3","2","13","1",13931,,,,,,,,,,,,,,,20,20
"2004","SE",139312,787.521440823328,"2",1942,"1","1","2","2","NA","1",13931,,,,,,,,,,,,,,,61,61
"2004","SE",139313,787.521440823328,"1",1949,"2","1","1","3","13","3",13931,,,,,,,,,,,,,,,54,55
"2004","SE",139451,787.521440823328,"2",1972,"1","1","3","3","13","3",13945,,,,,,,,,,,,,,,31,31
"2004","SE",139452,787.521440823328,"3",1982,"2","1","1","3","13","NA",13945,,,,,,,,,,,,,,,21,21
