"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","SE",18450,"2","2010","35",2748,2583,0,0,,,,,,,,,0,0,0,0,0,,67,,0,0,0,,165,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","NA","2","4","2","1","516.8","474.8","497.69","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18457,"1","2010","12",12855,10767,0,0,,,,,,,,,0,0,0,6232,0,,0,,0,0,0,,2089,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","5","2825.1","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","817.87","441.09","NA","1","NA","1","NA","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18464,"4","2010","10",14553,13090,0,0,,,,,,,,,0,0,0,0,0,,309,,0,0,0,,1464,,"2","NA","2","NA","NA","NA","1","1","2","1","3","1","1","1","4","2825.1","3","NA","2","2","2","2","1","NA","3","4","2","1","NA","NA","480.36","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18470,"4","2010","13",15347,11430,0,0,,,,,,,,,0,0,0,0,0,,1017,,0,453,0,,3464,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","2825.1","3","3","2","1","2","2","1","NA","2","2","2","1","NA","NA","549.86","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18491,"4","2010","40",32243,25065,0,0,,,,,,,,,0,0,3297,461,5872,,0,,0,971,0,,6208,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","3","4","1035.87","2","NA","2","2","2","2","2","NA","2","2","2","1","282.51","439.11","442.69","NA","1","NA","1","NA","NA","1","339701","715301","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18495,"1","2010","40",17531,12172,0,0,,,,,,,,,0,0,0,0,0,,33,,0,598,0,,4761,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","1412.55","3","NA","2","2","2","2","4","NA","3","3","2","1","546.19","542.42","271.21","NA","1","NA","1","NA","3","1","389701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18499,"4","2010","17",15621,11293,0,0,,,,,,,,,0,0,0,0,0,,894,,0,0,0,,4329,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","2542.59","3","2","2","2","2","2","1","NA","2","3","2","1","NA","637.34","282.6","NA","1","NA","1","NA","1","1","NA","702002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18503,"4","2010","8",47858,41861,0,0,,,,,,,,,0,0,0,0,0,,480,,0,0,0,,5997,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","6","1695.06","3","NA","2","1","2","2","1","NA","3","6","2","1","NA","484.98","612.2","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18562,"2","2010","15",7430,3007,0,0,,,,,,,,,0,0,0,0,0,,66,,0,0,0,,4422,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","6","1883.4","3","1","2","2","2","2","4","NA","1","2","2","1","NA","474.8","659.28","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18563,"4","2010","14",33012,13450,0,0,,,,,,,,,0,0,0,0,0,,31,,0,0,0,,19562,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","470.85","3","3","2","2","2","2","1","NA","2","6","2","1","NA","637.34","756.75","NA","1","NA","1","NA","NA","NA","556402","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18596,"2","2010","11",14690,11438,0,0,,,,,,,,,0,558,0,0,0,,5078,,0,0,0,,3251,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","3","3295.95","3","3","2","2","2","2","4","NA","2","6","2","1","NA","517.93","452.67","NA","1","NA","1","NA","2","1","1025901","787101","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18607,"4","2010","46",25061,20729,0,0,,,,,,,,,0,0,7188,2094,0,,0,,0,0,0,,4332,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","NA","NA","2","3","2","2","2","2","1","NA","3","6","2","1","NA","626.04","612.29","NA","1","NA","1","NA","1","NA","14601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18633,"3","2010","13",19362,17839,0,0,,,,,,,,,0,0,0,0,0,,398,,0,0,0,,1524,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","2","2","4","NA","2","3","2","1","NA","600.33","651.47","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18649,"4","2010","7",24273,17973,0,0,,,,,,,,,0,0,0,598,0,,0,,0,0,0,,6301,,"1","NA","2","NA","NA","NA","2","2","1","1","1","1","1","1","5","NA","3","NA","2","2","1","1","1","NA","1","4","2","1","NA","730.1","339.11","NA","1","NA","1","NA","1","NA","179101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18652,"4","2010","9",8045,6588,0,0,,,,,,,,,0,0,0,0,0,,360,,0,0,0,,1457,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","3","2","1","2","2","2","NA","3","2","2","1","NA","NA","392.5","NA","1","NA","1","NA","NA","NA","481001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18665,"4","2010","10",13147,11393,0,0,,,,,,,,,0,0,0,1806,0,,2,,0,0,0,,1755,,"2","NA","2","NA","2","NA","1","2","1","1","1","1","1","1","6","1883.4","3","2","2","2","2","2","1","NA","3","2","2","1","NA","360.11","470.94","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18666,"4","2010","67",25415,20622,0,0,,,,,,,,,0,0,0,0,0,,7,,0,72,0,,4721,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","3","791.03","2","3","2","2","2","2","3","NA","2","3","2","1","NA","439.11","387.04","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18678,"1","2010","14",45684,36128,0,0,,,,,,,,,0,0,5738,803,10220,,0,,0,511,2454,,6591,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","NA","2","4","2","1","NA","NA","546.09","NA","1","NA","1","NA","NA","1","914701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18680,"4","2010","13",4296,1031,0,0,,,,,,,,,0,0,0,0,0,,1567,,0,413,0,,2852,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","2","NA","3","3","2","2","2","2","4","NA","2","3","2","1","NA","742.53","531.97","NA","1","NA","1","NA","1","1","930401","20502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18687,"1","2010","20",16716,9867,0,0,,,,,,,,,0,0,0,0,0,,463,,0,0,0,,6848,,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","3","2","NA","3","NA","2","2","2","1","NA","NA","3","3","2","1","NA","NA","523.87","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18689,"3","2010","11",27244,20573,0,0,,,,,,,,,0,0,0,0,0,,55,,0,0,0,,6671,,"2","NA","2","NA","2","NA","2","1","2","1","1","1","1","1","6","1883.4","3","NA","2","2","2","NA","4","NA","2","2","2","1","452.02","637.34","474.9","NA","1","NA","1","NA","1","1","145202","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18694,"3","2010","11",31088,25201,0,0,,,,,,,,,0,0,0,0,0,,35,,0,0,0,,5888,,"2","NA","2","NA","NA","NA","1","1","1","1","3","1","1","1","6","NA","3","2","2","2","2","1","4","NA","2","3","2","2","NA","626.04","470.94","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18720,"1","2010","35",12407,8215,0,0,,,,,,,,,0,0,0,2921,0,,0,,0,0,0,,4192,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","3","6","NA","1","2","2","2","2","2","1","NA","2","3","2","1","517.93","637.34","437.04","NA","1","NA","1","NA","NA","1","539301","121702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18725,"4","2010","20",19985,14904,0,0,,,,,,,,,0,0,0,0,0,,36,,0,0,0,,5081,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","NA","1032.67","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18745,"1","2010","16",4415,4396,0,0,,,,,,,,,0,0,0,0,0,,33,,0,0,0,,19,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1130.04","2","NA","2","2","2","2","1","NA","2","4","2","1","753.36","NA","188.43","NA","1","NA","1","NA","1","NA","717501","875502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18748,"4","2010","10",38927,34060,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4867,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","NA","3","NA","2","3","2","2","2","2","4","NA","2","3","2","1","NA","730.1","545.34","NA","1","NA","1","NA","NA","NA","747401","422102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18758,"3","2010","16",19577,14901,0,0,,,,,,,,,0,0,0,1429,0,,0,,0,0,0,,4676,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","659.19","2","2","1","2","2","2","1","NA","2","2","1","1","632.16","431.86","734.62","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18762,"4","2010","7",79518,73311,0,0,,,,,,,,,0,0,25671,2817,0,,0,,0,349,0,,5858,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","2","1","NA","2","6","1","1","NA","637.34","952.91","NA","1","NA","1","NA","1","1","556402","763702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18769,"4","2010","16",9465,6050,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3416,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","3","1412.55","3","NA","2","2","2","2","2","NA","2","4","2","1","565.02","600.33","936.8","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18789,"4","2010","17",28642,20553,0,0,,,,,,,,,0,0,0,0,0,,1195,,0,0,0,,8088,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","2354.25","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","637.34","359.82","NA","1","NA","1","NA","NA","NA","NA","682002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18796,"4","2010","9",20014,19519,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,495,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","5","1506.72","2","2","2","2","1","1","1","NA","2","5","1","1","NA","637.34","640.36","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18802,"4","2010","15",49524,45491,0,0,,,,,,,,,0,0,17760,3122,0,,0,,0,143,0,,3890,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","1695.06","3","NA","2","2","1","2","4","NA","2","6","2","1","NA","600.33","368.2","NA","1","NA","1","NA","1","1","692501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18815,"3","2010","67",13931,4442,525,525,,,,,,,,,525,0,0,0,0,,202,,0,0,0,,9489,,"1","NA","2","NA","NA","NA","1","2","1","1","1","1","1","1","5","659.19","3","NA","2","2","2","2","1","NA","2","4","2","1","NA","817.87","359.92","NA","1","NA","1","NA","NA","NA","NA","414502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18828,"3","2010","63",17450,15681,0,0,,,,,,,,,0,0,0,0,0,,61,,0,0,0,,1769,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","2354.25","2","NA","2","2","2","2","2","NA","2","6","2","1","NA","730.1","1020.9","NA","1","NA","1","NA","1","NA","763701","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18855,"3","2010","11",17038,9545,0,0,,,,,,,,,0,0,0,0,0,,3191,,0,0,0,,7493,,"2","NA","1","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","2","2","1","NA","2","2","2","1","NA","730.1","1032.67","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18860,"3","2010","19",3494,2244,0,0,,,,,,,,,0,0,0,0,0,,151,,0,0,0,,1250,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","4","2825.1","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","817.87","491","NA","1","NA","1","NA","NA","1","725501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18864,"4","2010","17",5918,4197,0,0,,,,,,,,,0,0,0,0,0,,19,,0,218,0,,1503,,"NA","NA","2","NA","NA","NA","1","1","1","1","1","1","1","NA","5","941.7","3","NA","2","2","2","2","1","NA","3","4","2","1","546.19","NA","654.86","NA","1","NA","1","NA","NA","1","NA","109402","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18874,"2","2010","12",22966,16366,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,3451,,3149,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","3","5","NA","3","2","2","2","1","2","2","NA","3","3","2","1","371.97","NA","691.68","NA","1","NA","1","NA","NA","1","NA","485802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18881,"3","2010","15",32241,28012,0,0,,,,,,,,,0,0,0,0,0,,3725,,0,0,0,,4230,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","3295.95","3","3","2","2","2","1","1","NA","2","6","2","1","NA","431.86","1035.96","NA","1","NA","1","NA","NA","1","341301","338502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18884,"1","2010","7",39076,32508,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6567,,"2","NA","2","NA","2","NA","1","1","1","1","1","3","1","1","6","NA","2","2","2","2","2","2","1","NA","2","6","2","1","436.95","517.93","491","NA","1","NA","1","NA","1","1","285101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18886,"2","2010","11",14882,10168,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1601,0,,3113,,"2","NA","2","NA","NA","NA","1","1","1","1","3","1","1","1","1","2118.82","2","NA","2","2","2","2","1","NA","2","5","2","1","NA","NA","376.77","NA","1","NA","1","NA","NA","NA","NA","217303","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18890,"2","2010","22",33432,6480,0,0,,,,,,,,,0,0,0,0,0,,0,,0,546,0,,26406,,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","4","1412.55","2","3","2","2","2","2","4","NA","2","3","2","1","NA","742.53","602.78","NA","1","NA","1","NA","NA","NA","102401","1078002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18893,"3","2010","28",27522,16425,0,0,,,,,,,,,0,0,0,0,0,,128,,0,0,0,,11097,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1695.06","3","NA","2","2","2","2","2","NA","3","2","2","1","NA","360.11","720.49","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18894,"1","2010","20",12180,10754,0,0,,,,,,,,,0,0,0,0,0,,19,,0,0,0,,1426,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","517.93","3","NA","2","2","2","2","1","NA","3","2","1","1","542.42","259.53","565.11","NA","1","NA","1","NA","NA","1","847001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18904,"1","2010","17",28030,18946,0,0,,,,,,,,,0,0,0,0,0,,0,,0,900,0,,8184,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","NA","2","5","2","1","NA","742.53","441.09","NA","1","NA","1","NA","2","1","1002901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18921,"4","2010","25",13775,9755,0,0,,,,,,,,,0,0,0,0,0,,220,,0,0,0,,4020,,"2","NA","2","NA","2","NA","2","1","1","1","1","NA","1","2","4","NA","3","3","2","2","2","2","1","NA","2","3","2","1","969.95","439.11","521.7","NA","1","NA","1","NA","1","NA","NA","274902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18939,"2","2010","14",10970,6778,0,0,,,,,,,,,0,0,0,0,0,,707,,0,352,0,,3840,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","2","2","2","2","2","3","NA","3","3","1","1","NA","391.46","432.52","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18946,"2","2010","NA",13188,8943,0,0,,,,,,,,,0,0,0,0,0,,38,,0,0,2220,,2025,,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","4","941.7","3","3","2","2","2","2","4","NA","2","5","2","1","NA","542.42","427.91","NA","1","NA","1","NA","1","1","861801","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18953,"4","2010","28",26081,25769,0,0,,,,,,,,,0,0,0,734,0,,0,,0,0,0,,312,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2354.25","3","NA","2","2","2","2","3","NA","2","5","2","1","NA","637.34","292.87","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18958,"2","2010","13",20102,16564,0,0,,,,,,,,,0,0,0,0,0,,0,,0,53,0,,3485,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","2","2","2","1","2","2","1","NA","2","3","2","1","NA","517.93","554.47","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18974,"2","2010","23",19360,13902,0,0,,,,,,,,,0,0,0,0,0,,210,,0,696,0,,4762,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","NA","2","3","2","2","2","2","1","NA","2","4","2","1","NA","NA","359.82","NA","1","NA","1","NA","2","1","682001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18980,"4","2010","18",11646,8750,0,0,,,,,,,,,0,0,0,0,0,,9,,0,0,0,,2896,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","4","3295.95","3","NA","2","2","2","2","4","NA","2","6","2","1","452.02","517.93","450.04","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18983,"4","2010","11",36751,29565,0,0,,,,,,,,,0,0,0,0,0,,864,,0,0,0,,7186,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","730.1","1550.41","NA","1","NA","1","NA","NA","NA","360401","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",18985,"3","2010","11",18072,7808,0,0,,,,,,,,,0,0,0,0,0,,31,,0,2010,0,,8254,,"2","NA","2","NA","2","NA","1","1","1","1","3","1","1","1","3","NA","3","NA","2","2","2","2","1","NA","3","3","2","1","NA","637.34","375.64","NA","1","NA","1","NA","1","NA","159601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19014,"2","2010","15",13923,10322,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3601,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","1224.21","2","NA","2","1","2","1","4","NA","2","5","2","1","442.6","517.93","452.11","NA","1","NA","1","NA","NA","NA","783301","485902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19020,"4","2010","31",29866,24090,0,0,,,,,,,,,0,0,0,731,0,,870,,0,506,0,,5270,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","1","1","NA","2","6","2","1","NA","817.87","639.98","NA","1","NA","1","NA","2","NA","761801","338502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19024,"3","2010","13",21558,18196,0,0,,,,,,,,,0,0,0,0,0,,3427,,0,0,0,,3361,,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","4","NA","2","NA","2","2","2","2","2","NA","2","6","1","1","NA","439.11","284.77","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19034,"4","2010","14",920,867,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,53,,"2","NA","2","NA","NA","NA","2","1","2","1","1","1","3","1","5","1082.95","2","NA","2","2","2","2","1","NA","1","3","2","1","NA","730.1","451.36","NA","1","NA","1","NA","NA","NA","150301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19059,"2","2010","26",17037,6872,0,0,,,,,,,,,0,0,0,0,0,,11,,0,0,0,,10165,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","3766.8","2","3","2","2","2","2","4","NA","2","5","2","1","NA","730.1","1020.9","NA","1","NA","1","NA","NA","1","617801","667602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19065,"1","2010","16",11521,10423,0,0,,,,,,,,,0,0,0,1610,0,,0,,0,0,0,,1098,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","3","2","1224.21","2","NA","2","2","1","2","1","NA","NA","1","2","1","NA","637.34","405.02","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19070,"4","2010","7",4947,-1887,0,0,,,,,,,,,0,0,0,0,0,,4,,0,790,0,,6043,,"2","NA","1","NA","NA","NA","1","1","1","1","1","1","1","1","5","2825.1","2","NA","2","2","2","2","4","NA","2","6","2","1","NA","626.04","1550.41","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19095,"2","2010","35",39761,33178,0,0,,,,,,,,,0,0,0,0,0,,330,,0,253,0,,6330,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","3","2","2","2","2","1","NA","2","6","2","1","546.19","600.33","486.29","NA","1","NA","1","NA","NA","1","197901","462401","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19099,"2","2010","17",20218,15885,0,0,,,,,,,,,0,0,0,0,0,,68,,0,39,0,,4294,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","5","2071.74","3","NA","2","2","2","2","3","NA","2","4","2","1","NA","NA","565.11","NA","1","NA","1","NA","NA","1","404801","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19109,"4","2010","10",3038,3006,0,0,,,,,,,,,0,0,0,0,0,,510,,0,2,0,,30,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","6","376.68","3","NA","NA","2","2","2","1","NA","2","5","2","1","NA","474.8","499.19","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19120,"4","2010","42",23904,20140,0,0,,,,,,,,,0,0,0,1698,0,,0,,0,0,0,,3764,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","6","753.36","2","3","2","2","2","2","4","NA","2","1","2","NA","470.85","637.34","561.54","NA","1","NA","1","NA","NA","NA","1023601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19122,"4","2010","12",23394,13139,0,0,,,,,,,,,0,0,0,3475,0,,139,,0,0,0,,10256,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","1","NA","2","5","2","1","NA","730.1","304.26","NA","1","NA","1","NA","1","1","338501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19128,"3","2010","13",70561,60835,0,0,,,,,,,,,0,0,0,989,0,,0,,0,0,0,,9726,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1883.4","3","3","1","2","2","2","1","NA","2","4","2","1","NA","637.34","586.68","NA","1","NA","1","NA","1","1","921101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19147,"4","2010","14",22503,18425,0,0,,,,,,,,,0,0,0,0,0,,527,,0,0,0,,4078,,"2","NA","1","NA","NA","NA","2","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","817.87","437.04","NA","1","NA","1","NA","1","1","739601","67501","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19150,"4","2010","16",9680,9374,0,0,,,,,,,,,0,0,0,0,0,,18,,0,0,0,,306,,"2","NA","2","NA","2","NA","1","1","2","1","1","3","1","1","4","847.53","2","NA","2","2","2","1","4","NA","2","4","2","1","NA","NA","393.25","NA","1","NA","1","NA","1","1","163501","202702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19190,"4","2010","17",38848,33823,0,0,,,,,,,,,0,0,0,0,0,,244,,0,265,0,,4760,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2825.1","2","NA","2","2","2","2","1","NA","2","6","2","1","NA","817.87","450.04","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19193,"4","2010","21",26438,23206,0,0,,,,,,,,,0,0,0,0,0,,1712,,0,0,0,,3232,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1883.4","3","NA","2","2","1","2","1","NA","2","4","2","1","NA","626.04","756.75","NA","1","NA","1","NA","2","NA","338501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19217,"4","2010","13",48716,38367,0,0,,,,,,,,,0,0,0,0,0,,771,,0,1298,0,,9051,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1883.4","3","3","2","2","2","2","1","NA","2","6","2","1","NA","817.87","581.78","NA","1","NA","1","NA","1","1","404801","197902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",19223,"4","2010","16",20425,11966,0,0,,,,,,,,,0,0,0,0,0,,75,,0,0,0,,8459,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2354.25","1","NA","2","2","2","2","1","NA","3","6","2","1","NA","517.93","594.87","NA","1","NA","1","NA","1","1","NA","462401","NA","NA","NA","1",1,,,,,,,,,,,
