"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PC170","PC180"
"2012","SE",183052,687.024608501119,"NA","3","2012","12","4",1966,"1","2","1","SE","2","NA","6","1","NA","NA","NA","NA","3","2","40","NA","NA","NA","NA","1","1","NA","NA","NA","NA","1","NA","3","2","NA","NA","NA",0,0,30455,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"9.0298",45,18305,"2","2","NA","NA"
"2012","SE",183053,687.024608501119,"NA","2","2012","12","4",1966,"2","1","1","SE","2","NA","3","1","NA","NA","2","NA","3","3","40","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","1","3","1","NA","NA","NA",0,0,44712,20,0,6726,1,1329,0,0,0,0,0,1116,0,0,1,"9.0298",45,18305,"3","2","NA","NA"
"2012","SE",183231,687.024608501119,"951.7187","1","2012","15","3",1989,"2","1","1","SE","1","NA","4","6","NA","2","NA","NA","3",,"NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA",101,0,4305,0,0,306,1,0,0,0,0,0,0,0,0,4924,1,"9.0298",22,18323,"3","2","2","NA"
"2012","SE",183232,687.024608501119,"NA","4","2012","17","1",1952,"1","2","1","SE","2","NA","5","1","NA","1","NA","NA","3","2","40","NA","q","NA","NA","NA","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,24079,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"9.0298",59,18323,"3","2","NA","NA"
"2012","SE",183233,687.024608501119,"NA","3","2012","17","1",1957,"2","2","1","SE","2","NA","5","2","NA","1","NA","NA","3","2","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","3","2","NA","1","NA",0,0,12785,0,0,5073,1,278,0,0,0,0,0,144,0,0,1,"9.0298",54,18323,"3","6","1","NA"
"2012","SE",183234,687.024608501119,"973.1522","2","2012","17","1",1987,"1","1","3","SE","NA","NA","3","5","NA","1","1","NA","2",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,0,1223,0,0,15769,1,649,0,0,795,0,0,0,0,0,1,"9.0298",24,18323,"2","2","NA","7"
"2012","SE",183235,687.024608501119,"NA","4","2012","38","2",1991,"2","1","2","SE","1","4","3","2","NA","1","NA","NA","3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",0,266,15295,0,0,59696,1,0,0,0,0,0,0,0,0,0,1,"9.0298",20,18323,"3","3","2","NA"
"2012","SE",183236,687.024608501119,"1168.482","1","2012","14","2",1994,"1","1","3","SE","2","NA","2","6","NA","1","1","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","2","NA",638,0,65,0,0,6166,1,0,65,0,0,0,0,0,0,79,1,"9.0298",17,18323,"3","2","NA","NA"
"2012","SE",183281,687.024608501119,"1362.271","2","2012","38","4",1968,"2","2","1","SE","2","NA","3","2","NA","NA","2","NA","3","3","30","NA","q","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","1","NA","2","NA",0,0,53801,0,0,6687,1,0,0,0,0,0,0,11050,0,0,1,"9.0298",43,18328,"2","2","2","NA"
"2012","SE",183282,687.024608501119,"1575.675","1","2012","13","4",1967,"1","3","3","SE","2","NA","3","1","NA","NA","NA","NA","3","7","45","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","2","NA",0,266,44108,4562,0,5630,1,0,0,0,0,0,0,939,0,0,1,"9.0298",44,18328,"2","2","2","NA"
"2012","SE",183283,687.024608501119,"NA","1","2012","21","1",1993,"2","1","1","SE","1","NA","2","6","NA","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2392,1,"9.0298",18,18328,"2","3","2","NA"
"2012","SE",183451,687.024608501119,"973.1522","2","2012","16","2",1968,"2","2","3","SE","2","NA","5","1","NA","NA","NA","NA","3","2","40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","NA","8",0,0,42880,383,0,6980,1,1329,129,0,0,0,0,0,0,0,1,"9.0298",43,18345,"3","7","1","NA"
"2012","SE",183452,687.024608501119,"NA","2","2012","27","2",1967,"1","2","1","SE","2","NA","2","1","NA","NA","NA","NA","3","9","40","NA","l-n","NA","NA","1","1","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",0,0,40879,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"9.0298",44,18345,"2","NA","1","1"
"2012","SE",183453,687.024608501119,"1309.699","2","2012","33","4",1993,"2","1","3","SE","1","NA","2","6","NA","NA","1","NA","1",,"48","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA",0,0,2194,127,0,0,1,0,0,0,0,0,0,0,0,991,1,"9.0298",18,18345,"2","7","1","NA"
"2012","SE",183691,687.024608501119,"1168.482","4","2012","17","3",1966,"2","1","1","SE","2","NA","5","1","NA","NA","NA","NA","3","2","50","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",0,0,77923,0,0,8133,1,161,0,0,0,0,0,14309,0,0,1,"9.0298",45,18369,"3","7","NA","2"
"2012","SE",183692,687.024608501119,"NA","4","2012","15","3",1977,"1","1","3","EU","2","NA","5","1","NA","2","2","NA","3","2","15","NA","NA","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0,0,0,6592,1,0,0,0,0,0,0,0,0,0,1,"9.0298",34,18369,"3","2","2","NA"
"2012","SE",183693,687.024608501119,"1033.63","1","2012","21","4",1993,"2","1","2","SE","2","3","2","6","NA","NA","2","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,0,0,0,0,617,1,0,0,0,0,0,0,0,0,851,1,"9.0298",18,18369,"3","2","NA","NA"
"2012","SE",183801,687.024608501119,"NA","1","2012","28","2",1970,"2","2","3","SE","2","NA","5","3","NA","NA","NA","NA","3","2","NA","NA","j","NA","12","NA","NA","NA","NA","NA","NA","4","NA","2","2","NA","NA","NA",0,0,13129,0,0,0,1,0,8,0,0,0,0,0,0,0,1,"9.0298",41,18380,"3","2","NA","NA"
"2012","SE",183802,687.024608501119,"NA","1","2012","32","3",1957,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","3","45","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","1","NA","2","NA","NA","NA",0,930,36063,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"9.0298",54,18380,"2","6","NA","NA"
"2012","SE",183803,687.024608501119,"1621.177","4","2012","44","3",1991,"2","1","3","Other","2","NA","2","6","NA","NA","NA","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","1","NA","NA","NA",0,0,0,0,0,9092,1,0,0,0,0,285,0,0,506,48,1,"9.0298",20,18380,"2","7","NA","8"
"2012","SE",183804,687.024608501119,"1307.565","3","2012","9","3",1992,"2","1","1","SE","2","NA","3","1","NA","NA","2","NA","3","4","32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","2","NA",0,0,2541,0,0,0,1,8128,0,0,0,0,0,0,0,0,1,"9.0298",19,18380,"2","2","1","1"
"2012","SE",183805,687.024608501119,"NA","1","2012","15","3",1994,"2","1","1","SE","1","NA","2","6","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","1","2","NA","NA","NA",0,0,0,0,0,11242,1,0,0,0,0,0,0,0,0,50,1,"9.0298",17,18380,"2","6","NA","7"
"2012","SE",183811,687.024608501119,"950.0297","2","2012","10","4",1963,"1","2","2","SE","2","NA","3","1","NA","NA","NA","NA","3","7","38","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","1","NA","2","NA",0,133,125716,0,0,8688,1,0,0,0,0,0,0,0,0,0,1,"9.0298",48,18381,"2","2","1","NA"
"2012","SE",183812,687.024608501119,"1139.544","3","2012","33","3",1973,"2","2","1","SE","2","NA","4","1","NA","NA","NA","NA","3","2","40","NA","j","NA","13","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",0,664,55187,0,0,348,1,133,0,0,0,1599,0,0,0,8233,1,"9.0298",38,18381,"3","2","NA","9"
"2012","SE",183813,687.024608501119,"NA","3","2012","17","3",1993,"1","1","2","EU","2","5","2","2","NA","NA","NA","NA","3","9","40","NA","p","NA","NA","2","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",0,0,1269,0,0,2250,1,0,0,0,0,0,0,0,0,2193,1,"9.0298",18,18381,"3","3","NA","NA"
"2012","SE",183814,687.024608501119,"NA","3","2012","45","2",1993,"1","1","2","SE","2","NA","2","6","NA","2","NA","1","NA",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1777,1,"9.0298",18,18381,"2","2","1","NA"
"2012","SE",183821,687.024608501119,"1168.482","3","2012","30","2",1963,"1","2","3","SE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","50","NA","b-e","NA","13","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",0,399,90842,0,0,7166,1,0,0,0,0,0,0,0,0,0,1,"9.0298",48,18382,"2","6","NA","NA"
"2012","SE",183822,687.024608501119,"NA","2","2012","29","2",1973,"2","1","2","SE","2","NA","5","2","NA","NA","NA","NA","3","2","NA","NA","b-e","NA","10","1","2","NA","NA","NA","NA","1","NA","3","NA","NA","2","NA",0,691,23359,0,0,9813,1,0,0,0,5377,0,0,0,0,0,1,"9.0298",38,18382,"2","2","1","NA"
"2012","SE",183823,687.024608501119,"1575.675","3","2012","41","4",1993,"1","1","3","SE","1","NA","2","6","NA","2","2","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",0,0,0,0,0,7731,1,0,0,0,0,0,0,0,0,764,1,"9.0298",18,18382,"3","6","2","2"
"2012","SE",183824,687.024608501119,"NA","4","2012","20","4",1993,"1","1","3","SE","1","NA","3","2","NA","NA","NA","NA","3","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",4783,0,1807,0,0,3403,1,0,0,0,0,0,0,0,0,55,1,"9.0298",18,18382,"3","2","NA","NA"
"2012","SE",183961,687.024608501119,"NA","3","2012","26","1",1970,"2","5","3","SE","2","NA","4","3","NA","1","NA","NA","3","2","40","NA","j","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","1",0,0,22323,0,0,5399,1,0,0,0,0,0,0,143,0,0,1,"9.0298",41,18396,"3","2","NA","NA"
"2012","SE",183962,687.024608501119,"951.7187","4","2012","33","1",1957,"1","5","1","SE","2","NA","4","1","NA","NA","NA","NA","3","5","35","NA","o","NA","13","NA","1","NA","NA","NA","NA","2","2","3","2","NA","2","5",0,0,80229,0,0,5975,1,0,0,0,0,0,0,0,0,0,1,"9.0298",54,18396,"2","2","1","NA"
"2012","SE",183963,687.024608501119,"NA","1","2012","13","4",1991,"2","1","1","SE","1","NA","2","5","NA","NA","NA","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","1",0,39,982,0,0,1645,1,0,0,0,0,0,0,0,0,0,1,"9.0298",20,18396,"3","2","2","NA"
"2012","SE",183964,687.024608501119,"1268.241","2","2012","23","2",1992,"2","1","1","SE","1","NA","3","6","NA","NA","2","1","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",52,1588,245,0,0,23851,1,0,0,0,0,0,0,0,0,925,1,"9.0298",19,18396,"2","2","2","6"
"2012","SE",183965,687.024608501119,"NA","3","2012","12","1",1994,"2","1","1","SE","2","3","2","6","NA","1","NA","NA","3",,"NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","1","3","2","5","2","NA",0,0,74,0,0,385,1,0,0,0,0,0,0,0,0,144,1,"9.0298",17,18396,"2","6","1","NA"
"2012","SE",183991,687.024608501119,"NA","4","2012","16","2",1994,"1","1","3","SE","2","4","2","6","NA","1","NA","NA","3",,"40","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","3","2","NA","1","NA",0,89,102,0,0,3645,1,0,0,0,0,0,0,0,0,211,1,"9.0298",17,18399,"2","2","NA","NA"
"2012","SE",183992,687.024608501119,"NA","3","2012","27","4",1969,"1","NA","1","Other","2","3","NA","NA","NA","NA","NA","NA","NA",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","3","NA","NA","1","NA",0,845,0,0,0,8827,1,692,0,0,0,0,0,0,0,0,1,"9.0298",42,18399,"3","2","NA","7"
"2012","SE",183993,687.024608501119,"1575.675","2","2012","41","2",1970,"2","1","1","SE","2","NA","3","1","NA","1","2","NA","3","5","40","NA","o","NA","NA","NA","2","NA","NA","NA","NA","2","2","NA","2","NA","1","NA",0,0,28734,6,0,0,1,0,0,0,0,0,0,0,0,0,1,"9.0298",41,18399,"2","6","1","2"
"2012","SE",183994,687.024608501119,"951.7187","1","2012","19","4",1992,"1","1","2","SE","1","NA","3","6","NA","NA","2","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","2","NA","2","NA",116,0,0,0,0,11688,1,0,0,0,0,0,0,0,0,6505,1,"9.0298",19,18399,"3","2","2","NA"
"2012","SE",184111,687.024608501119,"NA","2","2012","25","1",1990,"2","1","1","SE","NA","NA","3","6","NA","2","1","NA","NA",,"30","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",0,0,0,0,0,15292,1,0,0,0,0,0,0,0,0,3183,1,"9.0298",21,18411,"3","2","NA","NA"
"2012","SE",184112,687.024608501119,"1309.699","2","2012","20","4",1945,"1","2","1","EU","2","NA","5","7","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","NA","3","2","NA","1","NA",0,0,0,0,0,4855,1,266,0,0,0,16138,0,0,0,0,1,"9.0298",66,18411,"2","2","NA","NA"
"2012","SE",184113,687.024608501119,"NA","3","2012","19","4",1965,"2","4","1","SE","2","NA","3","1","NA","NA","NA","NA","3","8","40","NA","h","NA","12","NA","1","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3",0,0,41561,1035,0,31341,1,0,0,0,0,0,0,0,0,0,1,"9.0298",46,18411,"2","2","1","7"
"2012","SE",184114,687.024608501119,"NA","1","2012","27","2",1984,"2","1","1","SE","2","NA","5","6","NA","NA","2","NA","3","2","40","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",0,0,14214,0,0,119,1,0,0,0,0,0,0,0,0,17118,1,"9.0298",27,18411,"3","5","NA","NA"
"2012","SE",184115,687.024608501119,"1268.241","3","2012","24","2",1985,"1","1","3","SE","2","NA","3","2","NA","1","NA","NA","3","5","40","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA",501,0,15101,0,0,0,1,0,0,0,0,0,0,0,0,7941,1,"9.0298",26,18411,"3","2","NA","NA"
"2012","SE",184116,687.024608501119,"973.1522","1","2012","12","3",1989,"2","1","3","SE","2","NA","4","6","NA","1","NA","NA","3","9","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","2","2","NA","2","NA",0,0,0,0,0,2008,1,316,0,0,0,0,0,0,0,12854,1,"9.0298",22,18411,"2","6","NA","6"
"2012","SE",184117,687.024608501119,"1108.146","3","2012","15","2",1993,"2","1","2","SE","2","NA","2","6","NA","2","2","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",0,303,3776,0,0,5226,1,598,0,0,0,0,0,0,0,667,1,"9.0298",18,18411,"3","2","1","NA"
"2012","SE",184118,687.024608501119,"951.7187","3","2012","20","2",1995,"1",,"3",,"1","4",,,"NA","2","2","NA","NA",,"40","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",0,0,0,0,0,5867,1,1329,0,0,0,0,0,0,0,0,1,"9.0298",16,18411,"3","2","2","5"
"2012","SE",184241,687.024608501119,"NA","3","2012","24","4",1967,"1","2","2","SE","2","NA","6","1","NA","NA","NA","NA","3","2","NA","NA","b-e","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",0,0,46455,0,0,0,1,598,0,0,0,0,0,745,0,0,1,"9.0298",44,18424,"2","2","NA","NA"
"2012","SE",184242,687.024608501119,"950.0297","1","2012","37","3",1970,"2","1","2","SE","2","NA","5","1","NA","NA","NA","NA","3","2","40","NA","j","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,1107,37269,3636,3636,7376,1,0,0,0,0,0,0,0,0,0,1,"9.0298",41,18424,"2","6","NA","7"
"2012","SE",184243,687.024608501119,"1575.675","4","2012","17","3",1992,"2","1","1","SE","2","NA","3","6","NA","2","2","NA","NA",,"NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","5","NA","NA","NA","NA","2","1",0,0,1818,0,0,175,1,0,0,0,0,0,0,0,0,1932,1,"9.0298",19,18424,"3","7","1","NA"
"2012","SE",184244,687.024608501119,"973.1522","1","2012","18","1",1993,"2","1","1","SE","1","3","2","6","NA","2","NA","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,399,0,0,0,6124,1,0,0,0,0,0,0,0,0,3345,1,"9.0298",18,18424,"2","2","NA","NA"
"2012","SE",184511,694.779771615008,"1139.544","2","2012","17","2",1946,"2","2","3","SE","2","NA","5","2","NA","NA","NA","NA","3","2","40","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","4","NA","3","2","NA","NA","1",0,0,22073,0,0,5756,1,0,0,634,0,1122,0,0,0,0,1,"9.0298",65,18451,"3","2","NA","NA"
"2012","SE",184541,694.779771615008,"1309.699","4","2012","13","3",1991,"2","1","2","SE","2","3","4","2","NA","2","NA","NA","3","8","NA","NA","g","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",2,0,6765,0,0,8619,1,0,0,0,0,0,0,0,0,2668,1,"9.0298",20,18454,"3","6","NA","NA"
"2012","SE",184591,694.779771615008,"NA","3","2012","9","3",1978,"1","1","1","SE","2","NA","3","1","NA","NA","NA","NA","3","5","40","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",0,0,33758,0,0,12310,1,0,0,0,0,0,0,0,0,0,1,"9.0298",33,18459,"2","2","2","NA"
"2012","SE",184901,694.779771615008,"1268.241","2","2012","12","1",1950,"1","3","2","SE","2","NA","3","2","NA","NA","NA","NA","3","5","40","NA","a","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,266,11855,424,0,834,1,0,0,0,10254,0,11279,0,0,0,1,"9.0298",61,18490,"2","7","1","1"
"2012","SE",184931,694.779771615008,"NA","3","2012","38","1",1986,"1","1","2","SE","2","NA","5","1","NA","NA","NA","NA","3","3","40","NA","b-e","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,0,34878,80,0,0,1,0,0,0,0,0,0,0,0,0,1,"9.0298",25,18493,"2","2","2","10"
"2012","SE",184961,694.779771615008,"1175.022","4","2012","30","1",1939,"2","5","1","SE","2","NA","1","7","NA","1","NA","NA","3","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","8",0,0,0,0,0,0,1,1329,0,0,0,27074,0,0,0,0,1,"9.0298",72,18496,"2","7","1","NA"
"2012","SE",185011,694.779771615008,"NA","4","2012","48","4",1931,"2","4","3","SE","2","NA","NA","7","NA","1","NA","NA","3","2","40","NA","NA","NA","10","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,0,0,0,11009,1,0,0,9390,0,31069,0,0,0,0,1,"9.0298",80,18501,"3","2","2","NA"
"2012","SE",185191,694.779771615008,"NA","4","2012","15","3",1988,"1","1","3","SE","1","NA","3","5","NA","1","NA","NA","NA","7","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","1",0,0,10038,0,0,9081,1,664,0,0,0,0,0,0,0,0,1,"9.0298",23,18519,"2","2","1","NA"
"2012","SE",185221,694.779771615008,"NA","3","2012","9","2",1952,"2","5","2","SE","1","NA","3","1","NA","NA","NA","NA","2","3","NA","NA","NA","7","NA","NA","2","NA","NA","NA","NA","NA","2","3","2","3","2","NA",0,0,15695,0,0,6618,1,0,0,0,0,0,0,0,0,0,1,"9.0298",59,18522,"3","6","NA","NA"
"2012","SE",185291,694.779771615008,"1621.177","3","2012","18","2",1961,"2","2","2","Other","2","3","5","1","NA","NA","2","NA","3","2","NA","NA","q","3","NA","NA","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,1645,0,0,9886,1,0,0,0,0,0,0,443,0,0,1,"9.0298",50,18529,"2","6","NA","NA"
"2012","SE",185311,694.779771615008,"1575.675","3","2012","26","3",1946,"2","5","1","SE","2","NA","2","2","NA","NA","NA","NA","3","5","40","NA","q","NA","11","1","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1843,48728,50845,0,0,19250,1,1329,0,0,0,0,0,0,0,0,1,"9.0298",65,18531,"2","2","NA","NA"
"2012","SE",185331,694.779771615008,"NA","3","2012","15","1",1938,"2","4","3","SE","2","NA","5","7","NA","1","1","NA","3","2","27","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","3","NA","NA","1","NA",3448,399,0,0,0,1580,1,399,0,0,0,25839,0,0,0,0,1,"9.0298",73,18533,"2","7","1","NA"
"2012","SE",185341,694.779771615008,"1108.146","3","2012","59","4",1985,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","3","7","40","NA","b-e","NA","NA","NA","2","NA","NA","NA","NA","2","NA","3","2","NA","NA","NA",0,0,33713,0,0,7512,1,399,0,0,0,0,0,0,0,0,1,"9.0298",26,18534,"2","6","NA","1"
"2012","SE",185351,694.779771615008,"NA","4","2012","22","2",1968,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","3","7","40","NA","NA","NA","12","1","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,0,85769,467,0,6705,1,0,1048,0,0,0,0,0,0,0,1,"9.0298",43,18535,"3","6","2","7"
"2012","SE",185841,694.779771615008,"951.7187","1","2012","12","1",1931,"2","2","3","SE","2","NA","5","7","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",0,0,0,0,0,6800,1,1063,0,576,0,13037,0,0,0,0,1,"9.0298",80,18584,"2","2","2","NA"
"2012","SE",186011,694.779771615008,"NA","3","2012","81","3",1951,"1","2","3","SE","2","NA","3","8","NA","NA","NA","NA","3","7","20","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA",0,0,0,0,0,2480,1,399,0,0,0,0,0,0,12326,0,1,"9.0298",60,18601,"3","2","2","NA"
"2012","SE",186061,694.779771615008,"950.0297","3","2012","15","3",1961,"2","1","3","SE","1","NA","3","2","NA","1","2","NA","3","5","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,0,13363,0,0,0,1,0,0,0,0,0,0,358,0,0,1,"9.0298",50,18606,"2","2","2","NA"
"2012","SE",186151,694.779771615008,"NA","3","2012","22","3",1986,"2","1","2","SE","1","NA","3","1","NA","1","NA","NA","3","9","40","NA","i","NA","13","1","NA","NA","NA","NA","NA","1","2","3","2","NA","NA","NA",0,0,26960,0,0,160,1,0,0,0,0,0,0,0,0,0,1,"9.0298",25,18615,"2","6","2","NA"
"2012","SE",186161,694.779771615008,"1168.482","2","2012","14","2",1936,"2","2","3","SE","2","NA","3","7","NA","1","NA","NA","3","4","NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",0,0,0,0,0,3617,1,0,0,0,0,26048,0,0,0,0,1,"9.0298",75,18616,"2","2","2","1"
"2012","SE",186241,694.779771615008,"1307.565","3","2012","9","3",1931,"2","4","1","SE","2","NA","NA","7","NA","NA","NA","NA","3","2","NA","15","NA","NA","13","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","NA","NA",0,133,0,0,0,278,1,0,0,8814,0,31794,0,0,0,0,1,"9.0298",80,18624,"3","2","2","NA"
"2012","SE",186261,694.779771615008,"973.1522","2","2012","10","1",1931,"1","5","1","SE","2","NA","1","7","NA","NA","NA","NA","3","3","40","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1","2","3","2","NA","NA","NA",0,0,0,0,0,1527,1,0,0,21262,0,185674,0,0,0,0,1,"9.0298",80,18626,"2","2","NA","NA"
"2012","SE",186331,694.779771615008,"1108.146","4","2012","19","1",1935,"2","2","3","SE","2","NA","3","7","NA","1","NA","NA","3","3","40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","2","NA","NA","NA",0,0,0,0,0,3032,1,0,0,0,0,15456,0,0,0,0,1,"9.0298",76,18633,"3","7","2","NA"
"2012","SE",186361,694.779771615008,"NA","3","2012","40","1",1985,"2","2","1","SE","2","NA","3","2","NA","NA","NA","NA","3","5","NA","NA","g","NA","NA","NA","2","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA",0,0,24018,902,0,3990,1,0,0,0,0,0,0,0,0,0,1,"9.0298",26,18636,"3","2","NA","7"
"2012","SE",186621,694.779771615008,"973.1522","1","2012","12","4",1954,"1","5","1","SE","2","NA","2","1","NA","1","NA","NA","3","8","NA","NA","q","NA","NA","NA","2","NA","NA","NA","NA","4","2","3","2","NA","2","1",0,546,11351,1348,1348,9960,1,1329,0,0,0,0,0,0,0,0,1,"9.0298",57,18662,"3","2","2","7"
"2012","SE",186701,694.779771615008,"NA","3","2012","11","2",1989,"2","3","1","Other","1","NA","5","6","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",0,0,1120,0,0,7481,1,0,1120,0,0,0,0,0,0,627,1,"9.0298",22,18670,"3","3","2","NA"
"2012","SE",186791,694.779771615008,"973.1522","2","2012","14","3",1933,"2","2","3","SE","1","NA","3","7","NA","2","1","1","NA","3","30","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","2","NA","NA","NA",3,0,0,0,0,1536,1,890,0,0,0,8396,0,0,0,0,1,"9.0298",78,18679,"3","6","NA","NA"
