"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","MH010","MH020","MH030","MH040","MH050","MH060","MH070","MH080","MH090","MH100","MH110","MH120","MH130","MH140","MH150","MH160","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010","HY081N","HY131N","HY081G","HY131G"
"2007","SE",10759,"4","2007","14",53973,40372,37,37,,,,,,37,0,0,0,0,4375,,0,875,0,12726,"2","2","NA","1","1","2","1","1","1","1","1","6","NA","3","1","2","2","2","1","1","1","6","2","1","NA","580.26","811.07","1","1","2","1","1","2","1","2","1","3","4","3","4","1","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10768,"4","2007","25",38017,24541,0,0,,,,,,0,0,0,0,0,687,,0,308,0,13169,"2","2","NA","1","1","1","1","1","3","1","1","1","NA","3","NA","2","2","1","2","1","2","5","2","1","NA","NA","726.47","1","1","2","1","1","1","1","2","1","4","4","2","3","3","4","NA","2","3","2",1.5,,,,,,,,,,
"2007","SE",10791,"4","2007","19",122334,109453,0,0,,,,,,0,0,0,0,0,58,,0,1133,0,11748,"2","2","2","1","1","1","1","1","1","1","1","2","3241.7","2","NA","2","2","2","2","1","2","2","2","1","NA","580.26","796.27","1","1","2","1","1","1","1","2","1","3","4","4","4","3","2","NA","2","3","2",1.5,,,,,,,,,,
"2007","SE",10822,"4","2007","23",35075,25164,0,0,,,,,,0,0,0,0,0,56,,0,1106,0,8805,"2","2","NA","1","1","1","1","1","1","1","1","5","NA","1","NA","2","2","1","2","1","3","5","2","1","NA","875.15","685.51","1","1","2","1","1","1","2","2","1","4","4","3","3","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10848,"4","2007","23",67161,37723,0,0,,,,,,0,0,0,0,0,29005,,0,0,0,29438,"2","2","2","1","1","1","1","1","1","1","1","6","NA","2","NA","1","2","2","2","4","1","3","2","1","NA","426.39","754.88","1","1","2","1","1","2","1","2","1","3","4","3","3","3","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10884,"4","2007","13",20150,-5786,0,0,,,,,,0,0,0,0,0,310,,0,576,0,25360,"2","2","NA","1","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","991.42","1","1","2","1","1","1","1","2","1","4","3","3","4","3","2","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10889,"4","2007","16",113821,45748,0,0,,,,,,0,0,0,0,0,2680,,0,5468,0,62605,"2","2","NA","1","1","1","1","1","1","1","1","6","3241.7","3","NA","1","2","2","2","1","1","6","2","1","NA","875.15","1772.02","1","1","2","1","1","2","1","2","1","4","3","4","4","4","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",10898,"4","2007","21",70373,57382,0,0,,,,,,0,0,0,0,0,16,,0,476,0,12515,"NA","2","NA","1","1","1","1","1","1","1","1","4","2161.13","3","NA","2","2","2","2","4","1","6","2","1","NA","969.7","1248.49","1","1","2","1","1","1","1","2","1","3","4","3","3","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10900,"4","2007","20",46798,37226,0,0,,,,,,0,0,0,0,0,284,,0,952,0,8620,"2","2","NA","1","1","1","1","1","3","1","1","4","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","572.81","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10902,"4","2007","14",74676,58094,0,0,,,,,,0,0,0,0,0,342,,0,355,0,16228,"2","1","2","1","1","2","1","1","1","1","1","4","2917.53","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","393.97","1","1","2","1","1","1","1","2","1","3","4","4","4","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10916,"4","2007","11",81547,58919,0,0,,,,,,0,0,0,0,0,0,,0,1453,0,21175,"2","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","0.65","1","1","2","1","1","1","2","1","1","4","4","4","4","NA","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10946,"4","2007","19",109835,102973,0,0,,,,,,0,0,0,0,0,261,,0,0,0,6862,"2","2","2","1","1","1","1","1","1","1","1","5","2161.13","3","NA","2","1","2","2","1","1","6","2","1","NA","855.92","1060.9","1","1","2","1","1","2","1","2","1","3","3","4","3","NA","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10967,"3","2007","20",30559,23476,0,0,,,,,,0,0,0,0,0,256,,0,1554,0,5529,"2","2","2","1","1","1","1","1","1","1","3","5","1404.74","1","NA","2","2","2","2","4","1","4","2","1","NA","747.21","973.7","1","1","2","1","1","1","1","2","1","3","4","2","2","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",10990,"4","2007","21",36110,30896,0,0,,,,,,0,0,0,0,0,14,,0,328,0,4885,"2","2","2","1","2","2","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","1","6","2","1","756.4","855.92","374.2","1","1","2","1","1","1","1","2","1","3","4","4","4","4","3","4","1","NA","2",1.5,,,,,,,,,,
"2007","SE",10998,"4","2007","16",72645,70034,0,0,,,,,,0,0,0,0,0,0,,0,0,0,2612,"2","2","NA","1","1","1","1","1","1","1","1","6","3781.98","3","NA","2","2","1","2","1","1","6","2","1","NA","580.26","374.2","1","1","2","1","1","1","1","2","1","4","4","2","3","4","4","3","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11047,"4","2007","13",87856,73390,0,0,,,,,,0,0,0,0,0,491,,0,295,0,14172,"2","2","1","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","2","1","3","2","1","NA","747.21","967.54","1","1","2","1","1","1","1","2","1","4","3","3","3","NA","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11071,"4","2007","15",47981,41890,0,0,,,,,,0,0,0,0,0,652,,0,0,0,6091,"2","2","NA","1","1","1","3","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","664.55","NA","754.88","1","1","2","1","1","1","1","2","1","4","3","NA","3","3","2","3","2","1","2",1.5,,,,,,,,,,
"2007","SE",11081,"4","2007","26",55065,54859,0,0,,,,,,0,0,0,0,0,871,,0,0,0,206,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","1","6","2","1","NA","747.21","1772.02","1","1","2","1","1","2","1","2","1","4","4","4","3","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11090,"4","2007","22",58477,46843,0,0,,,,,,0,0,0,0,0,288,,0,956,0,10678,"2","2","NA","1","1","1","1","1","1","1","1","6","1080.57","3","NA","2","2","1","2","1","1","6","2","1","270.14","747.21","10704.96","1","1","2","1","1","2","1","2","1","4","3","4","4","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11096,"4","2007","10",68160,26736,0,0,,,,,,0,0,0,0,0,497,,0,576,0,40848,"2","2","2","1","1","2","1","1","1","1","1","4","NA","1","1","2","2","2","1","1","1","6","2","1","NA","855.92","991.42","1","1","2","1","1","1","1","2","1","4","4","4","3","3","3","NA","2","3","2",1.5,,,,,,,,,,
"2007","SE",11104,"4","2007","10",83251,71855,0,0,,,,,,0,0,0,0,0,140,,0,0,0,11395,"2","2","NA","1","1","1","1","1","3","1","1","4","NA","3","NA","2","2","2","2","2","1","5","2","1","NA","855.92","1237.25","1","1","2","1","1","1","1","2","1","4","3","3","2","4","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11105,"4","2007","10",40017,22013,0,0,,,,,,0,0,0,0,0,792,,0,0,0,18004,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","2","1","1","6","2","1","NA","NA","681.41","1","1","2","1","1","1","1","2","1","4","4","3","4","NA","4","NA","2","3","2",1.5,,,,,,,,,,
"2007","SE",11112,"4","2007","9",26384,7484,0,0,,,,,,0,0,0,0,0,94,,0,799,0,18101,"2","2","2","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","2","5","2","1","NA","747.21","573.57","1","1","2","1","1","1","1","2","1","4","3","3","3","NA","4","NA","1","3","2",1.3,,,,,,,,,,
"2007","SE",11113,"3","2007","75",83780,80080,0,0,,,,,,0,0,0,0,0,60,,0,313,0,3386,"2","2","NA","1","1","1","1","1","1","1","1","6","2161.13","3","NA","2","2","2","2","1","1","6","2","1","NA","747.21","1180.09","1","1","2","1","1","1","1","2","1","4","4","4","3","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11118,"3","2007","11",4712,-5433,0,0,,,,,,0,0,0,0,0,549,,0,81,0,10063,"2","2","2","2","1","1","1","1","1","1","1","5","3241.7","2","NA","2","2","2","2","4","2","5","2","1","605.12","NA","595.28","1","1","2","1","1","1","1","2","1","4","3","2","3","2","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11122,"4","2007","10",61947,45392,0,0,,,,,,0,0,0,0,0,217,,0,954,0,15601,"2","2","2","2","1","1","1","1","1","1","1","3","3781.98","1","NA","2","2","2","1","1","1","3","2","1","NA","855.92","726.47","1","1","2","1","1","1","1","2","1","3","4","4","4","3","2","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11123,"4","2007","33",85822,58506,0,0,,,,,,0,0,0,0,0,15,,0,790,0,26526,"NA","NA","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","747.21","1060.9","1","1","2","1","2","1","1","2","1","4","4","3","4","3","4","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11136,"4","2007","18",46227,34990,0,0,,,,,,0,0,0,0,0,941,,0,630,0,10607,"2","1","2","1","1","2","1","1","1","1","1","6","NA","1","NA","2","2","2","1","1","1","5","2","1","540.28","855.92","796.27","1","1","1","1","1","2","1","2","1","3","4","4","4","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11161,"4","2007","27",25995,12347,0,0,,,,,,0,0,0,0,2299,0,,0,1843,0,11806,"2","2","2","1","2","2","1","1","1","1","1","5","1620.85","3","NA","2","2","2","1","1","1","5","2","1","497.06","517.92","670.92","1","1","2","1","1","1","1","2","1","3","3","3","3","3","4","NA","2","3","2",1.5,,,,,,,,,,
"2007","SE",11162,"4","2007","18",65573,44119,0,0,,,,,,0,0,0,0,0,280,,0,0,0,21454,"2","2","2","1","1","1","1","1","1","1","1","4","2161.13","3","NA","2","2","2","2","1","1","6","2","1","NA","855.92","3781.98","1","1","1","1","1","1","1","1","1","4","3","3","4","3","2","3","2","1","2",1.5,,,,,,,,,,
"2007","SE",11169,"4","2007","13",66317,61456,0,0,,,,,,0,0,0,0,0,18252,,0,909,0,3952,"2","2","2","1","1","1","1","1","1","1","1","4","2161.13","3","NA","2","2","2","2","1","1","3","2","1","NA","875.15","0.65","1","1","2","1","1","1","1","1","1","4","3","4","3","3","2","4","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11171,"4","2007","10",120477,92932,0,0,,,,,,0,0,0,0,0,2026,,0,8913,0,18632,"2","2","2","1","1","1","1","1","1","1","1","6","2161.13","3","NA","2","1","2","2","1","2","6","2","1","NA","875.15","442.6","1","1","2","1","1","1","1","2","1","3","4","3","3","NA","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11173,"4","2007","14",58561,52480,0,0,,,,,,0,0,0,0,0,1723,,0,115,0,5966,"2","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","1","2","2","2","1","1","5","2","1","NA","747.21","1060.9","1","1","2","1","1","1","1","1","1","3","3","3","3","4","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11233,"4","2007","12",17276,8404,0,0,,,,,,0,0,0,0,0,737,,0,318,0,8554,"NA","2","NA","1","1","1","1","1","1","1","1","6","1080.57","3","NA","2","2","2","2","1","1","5","2","1","NA","969.7","1060.9","1","1","2","1","1","1","1","2","1","4","4","4","4","NA","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11236,"4","2007","15",65233,56340,0,0,,,,,,0,0,0,0,0,950,,0,0,0,8893,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","1","2","2","2","1","1","6","2","1","NA","614.84","701.29","1","1","2","1","1","1","1","2","1","3","4","3","3","3","3","3","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11239,"4","2007","11",55076,42031,0,0,,,,,,0,0,0,0,0,99,,0,593,0,12452,"2","NA","2","1","1","1","1","1","1","1","1","6","3241.7","3","NA","2","1","2","2","1","1","6","2","1","NA","747.21","461.62","1","1","2","1","1","1","1","1","1","4","3","4","3","2","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11255,"4","2007","14",36845,33576,0,0,,,,,,0,0,0,0,0,0,,0,120,0,3149,"2","2","NA","1","1","1","1","1","3","1","1","4","NA","3","NA","2","2","1","1","1","1","6","2","1","NA","NA","1306.08","1","1","2","1","1","1","1","1","1","4","4","3","4","4","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11268,"4","2007","11",286024,260684,0,0,,,,,,0,0,0,0,0,1146,,0,1533,0,23807,"2","2","2","1","1","2","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","969.7","1060.9","1","1","2","1","1","1","1","2","1","4","4","3","4","NA","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11271,"4","2007","15",16080,-12690,0,0,,,,,,0,0,0,0,0,311,,0,0,0,28770,"2","2","1","1","1","1","1","1","1","1","3","6","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","875.15","2259.14","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","NA","2","NA","2",1.3,,,,,,,,,,
"2007","SE",11298,"4","2007","15",66718,62467,0,0,,,,,,0,0,0,0,0,99,,0,0,0,4251,"2","2","2","1","1","1","1","1","1","1","1","5","NA","1","1","1","2","2","2","1","1","5","2","1","NA","747.21","1074.84","1","1","1","1","1","1","1","2","1","3","4","3","4","NA","4","4","1","7","2",1.5,,,,,,,,,,
"2007","SE",11309,"4","2007","13",9355,-1652,0,0,,,,,,0,0,0,0,0,1876,,0,0,0,11008,"2","2","NA","1","1","1","1","1","1","1","1","4","2161.13","3","NA","2","1","2","2","1","2","6","2","1","270.14","747.21","1060.9","1","1","2","1","1","1","1","2","1","4","4","3","3","NA","3","3","2","NA","2",1.3,,,,,,,,,,
"2007","SE",11311,"4","2007","25",31440,22228,0,0,,,,,,0,0,0,0,0,688,,0,0,0,9212,"NA","2","2","1","1","1","1","1","1","1","1","1","3781.98","3","NA","2","2","2","2","4","1","3","2","1","972.51","747.21","566.97","1","1","2","1","1","1","1","2","1","3","3","3","4","3","2","NA","2","3","2",1.5,,,,,,,,,,
"2007","SE",11315,"4","2007","26",46031,9364,14232,14232,,,,,,14232,0,0,0,0,3554,,0,1539,0,35128,"2","2","NA","1","1","1","1","1","3","1","1","5","NA","3","NA","2","1","2","2","1","1","6","2","1","NA","855.92","2005.64","1","1","2","1","1","1","1","2","1","4","4","4","4","NA","NA","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11320,"4","2007","30",41761,-52294,0,0,,,,,,0,0,0,1432,0,0,,0,0,0,94055,"2","2","2","1","1","1","1","1","1","1","1","4","1080.57","2","NA","2","2","2","1","1","1","6","2","1","NA","969.7","574.86","1","1","2","1","1","1","1","2","1","3","3","4","4","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11331,"4","2007","10",20263,-6751,0,0,,,,,,0,0,0,0,0,91,,0,8436,0,18578,"2","2","2","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","3","1","2","2","1","NA","747.21","701.29","1","1","2","1","2","1","1","2","1","3","3","3","3","3","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11373,"4","2007","16",21192,-9649,0,0,,,,,,0,0,0,0,0,653,,0,1502,0,29339,"NA","NA","2","1","1","1","1","1","1","1","1","6","2161.13","3","NA","2","1","2","2","1","1","6","2","1","NA","875.15","636.78","1","1","2","1","1","1","1","2","1","4","3","3","2","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11381,"4","2007","15",48575,25588,0,0,,,,,,0,0,0,0,0,658,,0,2106,0,20880,"2","2","2","1","1","1","1","1","1","1","1","5","1620.85","3","NA","2","1","2","2","1","1","6","2","1","NA","875.15","1237.25","1","1","2","1","1","1","1","2","1","4","3","4","3","NA","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11398,"3","2007","17",46508,33778,0,0,,,,,,0,0,0,0,0,14,,0,2094,0,10636,"2","2","NA","2","1","1","3","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","2","2","1","NA","NA","392.46","1","1","2","1","1","1","1","2","1","3","3","3","3","3","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11399,"3","2007","12",12657,4490,0,0,,,,,,0,0,0,0,0,0,,2,1211,0,6956,"2","1","2","1","1","1","1","2","3","1","3","3","1620.85","3","NA","2","2","2","2","4","1","2","2","1","810.43","969.7","551.09","1","1","2","1","1","1","1","2","1","4","3","3","4","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11422,"4","2007","20",38464,24633,0,0,,,,,,0,0,0,0,0,0,,0,495,0,13336,"2","2","2","1","1","1","1","1","1","1","1","4","3781.98","2","NA","2","2","2","2","1","1","4","2","1","NA","747.21","718.04","1","1","2","1","1","1","1","2","1","4","4","3","4","NA","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11423,"4","2007","18",42371,30258,0,0,,,,,,0,0,0,0,0,0,,0,0,0,12112,"2","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","1","2","2","4","1","6","2","1","NA","875.15","967.54","1","1","2","1","1","1","1","2","1","4","3","4","2","4","4","4","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11426,"4","2007","11",40141,29825,0,0,,,,,,0,0,0,0,0,145,,0,439,0,9878,"2","2","2","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","2","3","2","1","NA","747.21","795.73","1","1","2","1","1","2","1","2","1","3","4","4","3","3","4","NA","1","NA","2",1.3,,,,,,,,,,
"2007","SE",11456,"4","2007","30",62666,44505,0,0,,,,,,0,0,0,0,499,12,,0,0,0,18162,"2","2","NA","1","1","1","1","1","1","1","1","1","1080.57","2","NA","2","2","2","2","4","1","5","2","1","NA","426.39","811.07","1","1","2","1","1","1","1","2","1","4","4","3","3","3","3","NA","1","3","2",1.5,,,,,,,,,,
"2007","SE",11460,"3","2007","20",47175,25424,0,0,,,,,,0,0,0,0,0,374,,0,2853,0,18898,"2","2","2","1","1","1","1","1","1","1","1","3","NA","3","NA","2","1","2","2","1","1","6","2","1","270.14","747.21","564.16","1","1","2","1","1","1","1","2","1","4","4","3","4","4","2","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11476,"4","2007","70",32382,22021,0,0,,,,,,0,0,0,0,0,0,,0,0,0,10361,"2","2","NA","1","1","2","1","1","3","1","1","2","NA","1","NA","2","2","2","1","1","1","3","2","1","NA","747.21","1273.88","1","1","1","1","1","1","1","2","1","4","3","NA","4","4","3","4","1","1","2",1.5,,,,,,,,,,
"2007","SE",11481,"4","2007","12",47808,20136,0,0,,,,,,0,0,0,0,0,3315,,0,1832,0,25841,"2","2","2","1","1","1","1","1","1","1","1","6","5402.84","3","NA","2","2","2","2","1","1","6","2","1","NA","855.92","442.6","1","1","2","1","1","1","1","2","1","4","3","3","3","NA","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11484,"4","2007","11",33228,17759,0,0,,,,,,0,0,0,0,0,1176,,0,649,0,14820,"2","2","2","1","1","NA","1","1","1","1","1","3","1080.57","3","NA","2","2","2","2","3","1","3","2","1","NA","NA","805.45","1","1","2","1","1","2","1","2","1","3","4","4","3","NA","4","3","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11494,"4","2007","27",128884,107081,0,0,,,,,,0,0,0,0,0,976,,0,1918,0,19885,"NA","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","1","2","2","2","1","1","6","2","1","NA","969.7","689.4","1","1","2","1","1","1","1","2","1","4","4","4","2","2","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11497,"4","2007","9",30969,16725,0,0,,,,,,0,0,0,0,0,558,,0,510,0,13735,"2","2","NA","2","1","1","1","1","1","1","1","6","1080.57","3","2","2","2","1","2","1","1","6","2","1","774.33","NA","796.27","1","1","2","1","1","1","1","2","1","3","4","4","4","3","2","3","2","3","2",1.3,,,,,,,,,,
"2007","SE",11526,"4","2007","11",58972,53809,0,0,,,,,,0,0,0,0,0,0,,0,385,0,4777,"2","2","NA","1","1","1","1","1","1","1","1","6","3781.98","3","NA","2","2","2","2","1","1","4","2","1","NA","855.92","1273.88","1","1","2","1","1","1","1","2","1","2","4","3","3","3","4","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11533,"4","2007","16",68365,43318,0,0,,,,,,0,0,0,0,0,471,,0,0,0,25047,"2","2","2","1","1","1","1","1","1","1","1","6","2161.13","3","NA","2","2","2","2","1","1","6","2","1","NA","747.21","461.62","1","1","2","1","1","1","1","2","1","3","3","3","4","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11544,"4","2007","20",45425,7179,0,0,,,,,,0,0,0,0,0,0,,0,0,0,38245,"2","2","NA","1","1","1","1","1","1","1","1","6","1080.57","3","NA","2","1","2","2","1","1","5","2","1","NA","875.15","689.4","1","1","2","1","1","1","1","2","1","4","3","4","3","4","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11563,"3","2007","10",29977,13424,0,0,,,,,,0,0,0,0,0,244,,0,0,0,16553,"2","2","2","1","1","1","1","1","1","1","1","4","NA","3","NA","2","1","2","2","1","1","2","2","1","NA","747.21","805.45","1","1","1","1","1","1","1","2","1","4","3","3","3","3","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11570,"4","2007","11",254013,240578,0,0,,,,,,0,0,0,0,0,47237,,0,399,0,13036,"2","2","2","1","1","1","1","1","3","1","1","4","NA","3","NA","2","2","2","2","4","1","6","2","1","NA","747.21","967.54","1","1","2","1","1","1","2","2","1","4","4","3","3","4","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11576,"4","2007","21",38920,24140,0,0,,,,,,0,0,0,0,0,30,,0,0,0,14780,"NA","2","2","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","747.21","1306.08","1","1","2","1","1","2","1","1","1","3","3","3","3","NA","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11585,"4","2007","15",40258,9942,0,0,,,,,,0,0,0,0,0,804,,0,2007,0,28309,"2","2","2","1","1","1","1","1","1","1","1","4","2161.13","3","NA","1","2","2","2","1","1","6","2","1","747.21","855.92","293.91","1","1","2","1","1","1","1","2","1","4","3","4","4","3","3","3","2","1","2",1.5,,,,,,,,,,
"2007","SE",11594,"4","2007","10",55586,42330,0,0,,,,,,0,0,0,0,0,1940,,0,0,0,13255,"2","1","NA","1","1","1","1","1","1","1","1","4","2701.42","3","NA","2","2","2","2","1","1","3","2","1","NA","855.92","555.52","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11604,"4","2007","14",52346,8093,0,0,,,,,,0,0,0,3168,0,0,,0,4046,0,40207,"1","2","2","1","1","1","1","1","1","1","1","6","NA","2","NA","1","2","2","2","2","1","5","2","1","NA","747.21","0.65","1","1","2","1","1","1","1","2","1","4","3","4","3","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11615,"3","2007","40",72540,36139,0,0,,,,,,0,0,0,0,0,205,,0,2266,0,34134,"1","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","682.92","1","1","2","1","1","1","1","2","1","4","3","4","3","1","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11621,"4","2007","28",39241,27354,0,0,,,,,,0,0,0,0,0,672,,0,837,0,11050,"2","2","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","747.21","636.78","1","1","2","1","1","1","1","2","1","4","4","4","4","4","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11660,"4","2007","12",34390,19375,0,0,,,,,,0,1037,0,0,0,67,,0,483,0,14532,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","2","2","1","NA","NA","1074.84","1","1","2","1","1","1","1","2","1","3","4","3","3","4","3","3","2","1","2",1.5,,,,,,,,,,
"2007","SE",11683,"4","2007","11",114305,67723,0,0,,,,,,0,0,0,0,0,0,,0,2676,0,43907,"2","2","NA","2","1","1","1","1","1","1","1","4","2701.42","3","NA","2","1","1","2","4","2","4","2","1","747.21","969.7","726.47","1","1","1","1","1","1","1","2","1","3","3","3","3","1","4","3","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11692,"4","2007","10",49388,34246,0,0,,,,,,0,0,0,0,0,933,,0,0,0,15141,"2","2","2","1","1","1","1","1","3","1","1","5","NA","2","NA","2","2","2","2","2","1","3","2","1","NA","614.84","374.42","1","1","2","1","1","1","1","2","1","4","4","3","3","4","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11711,"4","2007","12",41530,17410,0,0,,,,,,0,0,0,0,0,1302,,0,0,0,24120,"2","2","2","1","1","1","1","1","1","1","1","4","NA","3","NA","2","1","2","2","1","1","3","2","1","NA","855.92","0","1","1","2","1","1","1","1","1","1","4","3","4","2","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11732,"4","2007","12",72429,35286,0,0,,,,,,0,0,0,0,0,3536,,0,5002,0,32141,"2","2","2","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","969.7","293.91","1","1","2","1","1","2","1","2","1","3","4","4","3","NA","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","SE",11738,"4","2007","14",145918,135922,0,0,,,,,,0,0,0,0,0,0,,0,0,0,9995,"2","2","2","1","1","1","1","1","1","1","1","3","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","855.92","655.9","1","1","2","1","1","1","1","2","1","4","3","NA","4","NA","4","NA","1","NA","2",1.5,,,,,,,,,,
"2007","SE",11741,"4","2007","25",1266,-3632,0,0,,,,,,0,0,0,0,0,90,,0,324,0,4573,"1","2","2","1","1","2","1","1","3","1","1","4","NA","2","NA","2","2","2","2","4","1","2","2","1","486.26","855.92","470.48","1","1","2","1","1","2","1","2","1","4","3","2","3","NA","3","NA","1","NA","2",1.3,,,,,,,,,,
"2007","SE",11754,"4","2007","13",40949,35077,0,0,,,,,,0,0,111,0,0,0,,0,168,0,5704,"2","2","NA","1","1","1","1","1","1","1","1","6","3241.7","2","NA","2","2","2","2","1","1","6","2","1","NA","747.21","293.91","1","1","2","1","1","1","1","1","1","3","3","4","4","4","4","NA","2","NA","2",1.5,,,,,,,,,,
