"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010"
"2004","SE",207031,740.70796460177,"883.8","4","2004","90","2",1923,"2","4","1","SE","2","NA","3","5","NA","1","NA","NA","NA","4","NA","0","0","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","1","NA","NA","2","NA",0,0,0,3864,0,0,0,0,0,0,4197,0,0,2097,0,1,20703,"3",80,"1","9.1242"
"2004","SE",207061,740.70796460177,"NA","4","2004","70","4",1973,"2","1","2","EU","2","3","5","1","NA","NA","NA","NA","3","2","NA","0","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",0,0,0,3734,0,0,0,0,0,0,0,0,0,0,281,1,20706,"2",30,"1","9.1242"
"2004","SE",207321,740.70796460177,"NA","2","2004","60","4",1923,"1","4","1","SE","1","NA","1","5","NA","NA","NA","NA","NA",,"NA","2","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","2","8","2","NA",0,387,0,0,0,0,0,0,0,0,14328,0,0,0,0,1,20732,"2",80,"4","9.1242"
"2004","SE",207441,740.70796460177,"1229.5","3","2004","50","3",1976,"1","1","2","SE","2","NA","3","3","NA","NA","NA","NA","3","8","NA","7","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","NA","2","NA",0,137,0,151,0,0,0,0,0,13293,0,0,0,0,0,1,20744,"2",27,"1","9.1242"
"2004","SE",207551,740.70796460177,"NA","4","2004","90","3",1926,"2","5","1","SE","2","5","3","5","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,2842,0,10339,0,0,0,0,1,20755,"3",77,"4","9.1242"
"2004","SE",207941,740.70796460177,"1176.7","4","2004","80","3",1944,"2","1","2","SE","2","NA","5","1","NA","1","NA","NA","3","3","40","12","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","1","2","2","NA",3999,0,0,30086,0,0,0,0,0,0,0,0,0,0,0,1,20794,"2",59,"1","9.1242"
"2004","SE",207961,740.70796460177,"1307","4","2004","90","1",1923,"2","2","2","SE","1","NA","3","5","NA","2","NA","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA",0,0,0,198,0,1425,0,0,2564,542,3816,0,0,0,0,1,20796,"3",80,"3","9.1242"
"2004","SE",207981,740.70796460177,"1096.4","2","2004","40","1",1977,"2","1","3","SE","2","NA","5","1","NA","1","2","NA","NA","2","30","0","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA",0,0,0,2818,108,0,0,0,0,0,0,0,0,0,10116,1,20798,"2",26,"1","9.1242"
"2004","SE",208291,740.70796460177,"NA","4","2004","55","2",1944,"2","5","3","SE","2","NA","3","2","NA","NA","NA","NA","3","5","NA","0","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",0,0,0,42336,0,395,0,0,0,4980,0,0,0,0,0,1,20829,"2",59,"1","9.1242"
"2004","SE",208311,740.70796460177,"NA","1","2004","45","2",1962,"1","2","3","SE","2","NA","5","2","NA","NA","NA","NA","3","2","36","12","0","NA","NA","NA","13","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",0,0,0,31620,0,0,0,0,0,0,0,0,342,0,0,1,20831,"3",41,"4","9.1242"
"2004","SE",208651,740.70796460177,"1229.5","3","2004","52","3",1933,"1","5","3","SE","2","NA","3","5","NA","1","2","NA","NA",,"32","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","NA","NA","2","NA",0,0,0,0,0,395,0,0,224,0,10357,0,0,0,0,1,20865,"3",70,"3","9.1242"
"2004","SE",208821,740.70796460177,"1342.3","4","2004","45","1",1945,"1","1","1","SE","2","NA","3","3","NA","NA","NA","NA","3","8","36","12","0","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","NA","NA","NA","1",0,0,0,16292,0,0,-5580,0,0,12881,0,0,0,0,0,1,20882,"3",58,"1","9.1242"
"2004","SE",208931,740.70796460177,"NA","3","2004","60","4",1976,"2","1","3","SE","1","NA","5","1","NA","NA","NA","NA","NA","3","29","0","0","NA","b-e","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",9,0,0,13308,0,675,0,0,0,0,0,0,0,0,2679,1,20893,"2",27,"1","9.1242"
"2004","SE",209261,740.70796460177,"NA","1","2004","65","3",1923,"1","2","1","SE","2","NA","NA","5","NA","NA","NA","NA","3",,"NA","10","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","1","NA",15,0,0,0,0,0,0,0,0,0,17622,0,0,0,0,1,20926,"2",80,"3","9.1242"
"2004","SE",209341,740.70796460177,"NA","4","2004","90","3",1944,"2","2","1","SE","1","NA","2","5","NA","2","2","NA","NA","6","30","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","3","NA","NA","NA","6",0,658,0,0,0,0,0,0,290,0,0,4215,0,0,0,1,20934,"2",59,"4","9.1242"
"2004","SE",209501,740.70796460177,"1273.1","4","2004","65","4",1981,"2","1","3","SE","2","NA","2","4","NA","NA","NA","NA","NA","5","40","12","0","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",0,0,0,13603,0,263,0,0,0,0,0,0,0,0,3872,1,20950,"2",22,"1","9.1242"
"2004","SE",209591,740.70796460177,"1229.5","4","2004","60","3",1965,"2","2","3","SE","2","NA","4","1","NA","NA","2","NA","NA","3","40","0","0","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","1","2","NA","2","NA",0,0,0,21860,0,0,0,0,0,0,0,0,0,0,0,1,20959,"3",38,"4","9.1242"
"2004","SE",209641,740.70796460177,"NA","1","2004","60","2",1967,"1","1","3","SE","2","NA","3","1","NA","1","NA","NA","3","8","NA","12","0","NA","b-e","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","2","NA",0,0,0,25285,476,921,0,0,0,0,0,0,496,0,0,1,20964,"3",36,"1","9.1242"
"2004","SE",209761,740.70796460177,"1389.1","4","2004","70","4",1954,"1","2","1","SE","2","NA","2","1","NA","NA","NA","NA","3","7","NA","12","0","NA","f","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","3",255,0,0,1134,0,0,31165,0,0,0,0,0,0,0,0,1,20976,"2",49,"1","9.1242"
"2004","SE",209911,740.70796460177,"1356.3","1","2004","75","1",1923,"2","4","3","SE","1","NA","3","5","NA","1","NA","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","1","8","NA","NA",0,0,0,0,0,1315,0,0,0,0,8272,0,0,0,0,1,20991,"3",80,"1","9.1242"
"2004","SE",209961,740.70796460177,"NA","1","2004","90","1",1980,"2","1","3","SE","2","NA","4","1","NA","2","2","NA","NA","3","45","12","0","NA","g","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","NA","NA",0,44,0,4524,0,395,0,0,0,0,0,0,70,0,0,1,20996,"2",23,"1","9.1242"
"2004","SE",210061,740.70796460177,"1139","2","2004","65","1",1979,"1","1","3","SE","2","NA","3","1","NA","1","NA","NA","NA","8","NA","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","2","6","2","NA",223,0,0,11575,0,0,0,0,0,0,0,0,0,0,0,1,21006,"3",24,"3","9.1242"
"2004","SE",210151,740.70796460177,"1126.2","4","2004","35","3",1966,"1","5","2","SE","1","NA","3","1","NA","1","2","NA","NA","7","NA","12","6","10","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","1","2","NA","2","NA",0,0,0,16472,1616,0,0,0,0,0,0,0,537,0,0,1,21015,"2",37,"1","9.1242"
"2004","SE",210281,740.70796460177,"1198.1","2","2004","50","1",1932,"2","2","3","SE","2","NA","1","5","NA","NA","NA","NA","3","4","20","8","0","NA","NA","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,23677,0,0,0,0,1,21028,"2",71,"1","9.1242"
"2004","SE",210401,740.70796460177,"2566","1","2004","75","4",1933,"1","5","1","SE","2","NA","1","5","NA","NA","NA","NA","3","0 - 1","NA","0","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","NA","NA","2","NA",0,0,0,0,0,658,0,0,1908,0,26530,0,0,0,0,1,21040,"3",70,"1","9.1242"
"2004","SE",210531,740.70796460177,"1660.2","2","2004","65","4",1923,"1","2","3","SE","2","NA","1","5","NA","NA","NA","NA","3","5","40","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","NA","NA","2","NA",0,0,0,0,0,622,0,0,0,0,45534,0,0,0,0,1,21053,"2",80,"1","9.1242"
"2004","SE",210581,740.70796460177,"NA","3","2004","80","2",1946,"1","2","2","SE","2","NA","5","1","NA","NA","NA","NA","3","2","39","12","0","NA","l-n","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","2","NA","NA","2","NA",1921,0,0,0,0,0,48267,0,0,0,0,0,0,0,0,1,21058,"3",57,"1","9.1242"
"2004","SE",210701,740.70796460177,"NA","4","2004","85","2",1942,"2","5","2","SE","2","NA","1","2","NA","NA","NA","NA","3","9","45","12","12","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","1","2","NA","NA","NA",0,0,0,28209,0,0,0,0,0,0,223,0,0,0,0,1,21070,"2",61,"3","9.1242"
"2004","SE",210851,740.70796460177,"NA","3","2004","65","2",1952,"1","2","3","SE","2","NA","3","1","NA","NA","2","NA","3","8","NA","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA",0,0,0,17731,0,2418,0,0,0,0,0,0,0,0,0,1,21085,"2",51,"1","9.1242"
"2004","SE",210921,740.70796460177,"NA","2","2004","60","2",1928,"1","2","3","SE","1","NA","1","5","NA","NA","2","NA","NA","5","40","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","NA","NA",0,0,0,0,0,1001,0,0,0,0,6189,0,0,0,0,1,21092,"2",75,"1","9.1242"
"2004","SE",211111,740.70796460177,"NA","1","2004","60","2",1978,"2","1","1","SE","2","NA","5","1","NA","NA","NA","NA","3","4","40","12","0","NA","h","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",113,395,0,21177,0,0,0,0,0,0,0,0,5601,0,0,1,21111,"2",25,"4","9.1242"
"2004","SE",211121,740.70796460177,"NA","1","2004","60","2",1923,"2","2","1","SE","2","NA","3","5","NA","1","2","NA","NA","6","NA","0","0","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","NA","1",0,0,0,0,0,0,0,0,0,0,13813,0,0,0,0,1,21112,"3",80,"2","9.1242"
"2004","SE",211161,740.70796460177,"1233.9","4","2004","60","2",1983,"2","1","1","SE","2","NA","3","4","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA",0,2411,0,4530,0,54,0,0,0,0,0,0,0,0,0,1,21116,"2",20,"3","9.1242"
"2004","SE",211191,740.70796460177,"NA","4","2004","70","4",1951,"2","2","3","SE","2","NA","1","2","NA","1","2","NA","2","5","40","12","0","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","6","2","NA",0,0,0,23473,0,164,0,0,0,0,0,0,0,0,0,1,21119,"2",52,"3","9.1242"
"2004","SE",211901,740.70796460177,"1342.3","4","2004","70","3",1949,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","7","NA","0","0","NA","l-n","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","2","NA",0,0,0,0,0,132,1279,0,0,26370,0,0,0,0,0,1,21190,"2",54,"4","9.1242"
"2004","SE",211951,740.70796460177,"1290","1","2004","90","1",1923,"2","4","3","SE","1","NA","1","5","NA","1","2","NA","3","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","NA","NA","2","NA",0,0,0,0,0,1945,0,0,0,0,13169,0,0,0,0,1,21195,"2",80,"1","9.1242"
"2004","SE",211981,740.70796460177,"NA","3","2004","60","3",1978,"1","1","1","SE","2","NA","3","1","NA","1","2","NA","1","3","NA","12","0","NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",0,2092,0,28113,0,528,0,0,0,0,0,0,0,0,0,1,21198,"2",25,"1","9.1242"
"2004","SE",212051,740.70796460177,"NA","4","2004","85","2",1979,"1","NA","1","Other","1","2","NA","1","NA","1","2","1","3","7","NA","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA",0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,1,21205,"2",24,"2","9.1242"
"2004","SE",212081,740.70796460177,"NA","4","2004","48","2",1923,"2","4","3","SE","2","NA","1","5","NA","1","2","NA","3","5","NA","11","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","2","NA","2","NA",53,0,0,10869,0,679,0,0,143,0,4729,0,0,0,0,1,21208,"3",80,"1","9.1242"
"2004","SE",212231,740.70796460177,"1176.7","4","2004","85","1",1923,"2","4","1","SE","2","3","1","5","NA","NA","NA","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA",0,822,0,0,0,0,0,0,793,0,6145,0,0,0,0,1,21223,"2",80,"1","9.1242"
"2004","SE",212351,740.70796460177,"1393.3","4","2004","65","1",1965,"1","1","3","SE","2","NA","3","1","NA","NA","2","NA","3","5","40","12","12","NA","k","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","2","NA",0,0,0,39648,0,0,0,0,0,0,0,0,1030,0,0,1,21235,"3",38,"3","9.1242"
"2004","SE",212411,740.70796460177,"NA","4","2004","75","2",1970,"1","1","3","SE","2","NA","3","1","NA","1","NA","NA","NA","6","NA","0","0","NA","a","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","NA","NA",0,0,0,10490,65,0,0,0,0,0,0,0,0,0,0,1,21241,"2",33,"1","9.1242"
"2004","SE",212531,740.70796460177,"1353.5","1","2004","75","4",1932,"2","2","2","SE","2","NA","3","5","NA","1","NA","NA","3",,"38","6","0","NA","NA","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,17653,0,1,21253,"3",71,"4","9.1242"
"2004","SE",212541,740.70796460177,"NA","1","2004","62","2",1932,"2","2","3","SE","2","NA","1","5","NA","NA","NA","NA","NA","4","40","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",0,2114,0,32,0,33,0,0,692,0,2403,16095,0,17627,0,1,21254,"3",71,"1","9.1242"
"2004","SE",212691,740.70796460177,"NA","2","2004","65","3",1964,"2","5","1","SE","2","NA","3","6","NA","NA","NA","NA","3",,"NA","0","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","1","NA","NA","NA",0,0,0,6130,0,0,0,0,0,0,1939,0,2956,6236,0,1,21269,"2",39,"1","9.1242"
"2004","SE",212881,740.70796460177,"1853.8","4","2004","50","3",1936,"2","2","2","SE","2","NA","1","5","NA","NA","NA","NA","3","5","40","0","0","NA","NA","NA","12","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",8,263,0,0,0,0,0,0,0,0,26169,0,0,0,0,1,21288,"2",67,"4","9.1242"
"2004","SE",213101,740.70796460177,"2349.1","2","2004","90","4",1977,"1","1","1","SE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","f","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",0,263,0,35018,0,88,0,0,0,0,0,0,0,0,3957,1,21310,"3",26,"4","9.1242"
"2004","SE",213261,740.70796460177,"NA","4","2004","70","2",1982,"2","1","3","SE","2","NA","4","4","NA","NA","2","NA","NA",,"NA","12","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","NA","NA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,6073,1,21326,"3",21,"3","9.1242"
"2004","SE",213281,740.70796460177,"1519.9","3","2004","40","3",1964,"1","2","1","Other","2","NA","3","1","NA","NA","NA","NA","3","7","37","12","0","NA","j","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,0,0,26751,0,0,787,0,0,0,0,0,0,0,0,1,21328,"3",39,"3","9.1242"
"2004","SE",213561,740.70796460177,"NA","2","2004","NA","3",1981,"1","1","3","SE","1","3","2","4","NA","NA","NA","NA","NA","4","NA","0","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","3","NA","NA",0,1310,0,929,0,0,0,0,0,0,0,0,0,0,293,1,21356,"2",22,"2","9.1242"
"2004","SE",213821,740.70796460177,"NA","2","2004","60","2",1965,"2","2","3","SE","2","NA","4","6","NA","NA","2","NA","NA",,"40","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","NA","NA","2","NA",32,0,0,0,0,0,0,0,0,0,0,0,0,21905,0,1,21382,"2",38,"1","9.1242"
"2004","SE",214061,740.70796460177,"NA","4","2004","75","2",1976,"2","1","3","SE","2","NA","3","8","NA","NA","NA","NA","3",,"30","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","1","NA",56,0,0,0,0,0,0,0,0,0,0,0,0,0,12656,1,21406,"2",27,"1","9.1242"
"2004","SE",214211,740.70796460177,"NA","4","2004","85","1",1979,"1","1","1","SE","2","NA","6","1","NA","NA","NA","NA","3","2","NA","12","0","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","1","NA","NA","NA",0,0,0,38054,0,0,0,0,0,0,0,0,398,0,0,1,21421,"3",24,"2","9.1242"
"2004","SE",214291,740.70796460177,"1176.7","1","2004","45","4",1965,"1","2","1","SE","2","NA","4","4","NA","1","2","NA","3",,"NA","12","0","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",0,0,0,0,0,0,0,0,0,19343,0,0,0,0,0,1,21429,"3",38,"1","9.1242"
"2004","SE",214301,740.70796460177,"1226","1","2004","85","4",1972,"2","1","3","SE","2","NA","5","1","NA","2","NA","NA","NA","9","NA","0","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","7",0,2101,0,3761,95,0,0,0,0,0,0,0,0,0,0,1,21430,"3",31,"2","9.1242"
"2004","SE",214351,740.70796460177,"1126.2","1","2004","65","4",1943,"1","2","1","SE","2","NA","1","6","NA","1","NA","NA","3",,"NA","12","0","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","2","NA","NA","NA",0,0,0,0,0,263,3001,0,0,0,262,0,8059,1105,0,1,21435,"2",60,"1","9.1242"
"2004","SE",214841,740.70796460177,"1667.6","4","2004","75","2",1982,"1","1","1","SE","1","NA","4","4","NA","1","NA","NA","3",,"20","0","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","NA","NA",218,1382,0,817,0,0,0,0,0,0,0,0,0,0,278,1,21484,"2",21,"1","9.1242"
"2004","SE",214871,740.70796460177,"1279.6","4","2004","65","1",1941,"2","2","1","SE","1","NA","3","2","NA","2","2","NA","NA","4","NA","0","0","NA","k","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA",51,0,0,701,13,0,0,0,284,0,4605,0,0,0,0,1,21487,"2",62,"4","9.1242"
"2004","SE",214971,740.70796460177,"2310","4","2004","41","4",1972,"1","1","3","SE","2","NA","5","2","NA","NA","NA","NA","3","9","38","12","12","NA","h","3","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","1","NA",0,0,0,28437,0,219,0,0,0,0,0,0,0,0,0,1,21497,"2",31,"1","9.1242"
"2004","SE",215191,740.70796460177,"NA","4","2004","50","1",1946,"1","2","3","SE","2","NA","3","1","NA","NA","NA","NA","3","2","45","12","0","NA","NA","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","2","NA",0,0,0,27070,0,0,0,0,0,0,0,0,1457,0,0,1,21519,"2",57,"3","9.1242"
"2004","SE",215241,740.70796460177,"1186.7","3","2004","60","2",1980,"1","1","3","SE","1","NA","3","1","NA","NA","NA","NA","3","6","20","0","0","NA","o","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",0,0,0,22624,62,0,0,0,0,0,0,0,0,0,0,1,21524,"2",23,"1","9.1242"
"2004","SE",215281,740.70796460177,"1591.2","1","2004","45","3",1927,"2","2","3","SE","2","NA","3","5","NA","NA","2","NA","2","5","NA","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",0,0,0,0,0,395,0,0,0,0,9320,0,0,0,0,1,21528,"2",76,"1","9.1242"
"2004","SE",215371,740.70796460177,"NA","1","2004","75","4",1923,"1","4","1","SE","2","3","3","5","NA","1","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,0,6854,0,0,0,0,1,21537,"2",80,"1","9.1242"
"2004","SE",215601,740.70796460177,"NA","4","2004","67","1",1964,"2","2","2","SE","2","NA","3","2","NA","NA","NA","NA","3","5","43","12","0","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",0,0,0,28474,0,0,0,0,0,0,0,0,755,0,0,1,21560,"2",39,"1","9.1242"
"2004","SE",215611,740.70796460177,"1176.7","2","2004","50","2",1984,"2","1","3","SE","NA","3","3","1","NA","1","NA","NA","NA","4","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","1","NA","2","NA",0,0,0,90,0,0,0,0,0,203,0,0,0,0,254,1,21561,"2",19,"4","9.1242"
