"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","SE",17197,"1","2012","20",73930,45318,0,0,,,,,,,,,0,1100,0,0,0,,475,,0,593,0,,28018,,"3","3","NA","1","1","1","1","1","1","1","3","4","2214.89","3","NA","2","2","2","1","1","3","6","1","1","NA","930.7","486.39","NA","1","1",,"4",2.1,,,,,,"NA","92","1","1","1","1","1","4","2","4","3","2","4","NA","3","NA"
"2012","SE",17200,"1","2012","16",148910,126530,0,0,,,,,,,,,0,3129,0,0,0,,0,,0,128,0,,22252,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","2","6","2","1","NA","754.72","982.97","0","1","1",,"4",2.1,,,,,,"2","200","1","1","1","1","1","4","4","4","4","4","4","NA","3","NA"
"2012","SE",17204,"3","2012","50",47828,41105,0,0,,,,,,,,,0,3278,0,0,0,,13,,663,323,0,,6401,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","4","3","6","2","1","NA","911.54","820.73","NA","1","1",,"4",2.1,,,,,,"2","225","1","1","1","1","1","4","3","4","4","NA","3","NA","2","NA"
"2012","SE",17209,"3","2012","11",136748,118061,0,0,,,,,,,,,0,89575,0,0,0,,1623,,42,1997,0,,16690,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","1050.19","669.34","0","1","1",,"4",2.3,,,,,,"1","260","1","1","2","1","2","4","4","4","4","4","2","NA","3","NA"
"2012","SE",17218,"1","2012","29",132338,103998,710,710,,,,,,,,,710,1278,0,0,0,,24185,,0,0,0,,28340,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","2","4","2","1","NA","1183.75","820.73","NA","1","1",,"4",2.5,,,,,,"2","150","1","1","1","1","1","4","3","3","3","4","2","NA","3","NA"
"2012","SE",17228,"3","2012","36",50354,41258,0,0,,,,,,,,,0,1710,0,0,0,,12,,0,78,0,,9019,,"3","3","NA","1","1","1","1","1","1","1","1","6","885.96","3","NA","2","2","2","2","4","1","6","2","1","NA","1183.75","833.02","184.57","1","1",,"4",2.3,,,,,,"2","280","1","1","1","1","1","4","2","NA","3","4","2","NA","3","NA"
"2012","SE",17240,"1","2012","18",54779,-6937,0,0,,,,,,,,,0,1030,0,0,0,,1057,,149,0,0,,61716,,"3","3","NA","1","1","1","1","1","1","1","1","6","1107.44","3","NA","2","2","2","2","4","2","6","2","1","NA","1183.75","657.38","NA","1","1",,"4",2.1,,,,,,"2","200","1","1","1","1","1","4","4","4","3","NA","3","NA","3","NA"
"2012","SE",17255,"2","2012","18",82539,72083,0,0,,,,,,,,,0,3382,0,0,0,,851,,0,0,0,,10456,,"3","3","NA","1","1","1","1","1","1","1","1","6","1882.66","3","NA","2","2","2","1","1","2","4","2","1","NA","1183.75","698.91","0","1","1",,"4",2.3,,,,,,"2","NA","1","1","1","1","1","4","4","4","3","4","4","NA","3","NA"
"2012","SE",17260,"4","2012","12",44825,35992,0,0,,,,,,,,,0,3116,0,0,3778,,1340,,0,536,0,,8297,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","2","2","2","2","2","1","2","6","2","1","NA","NA","2078.56","NA","1","1",,"4",2.5,,,,,,"2","260","1","1","1","1","1","1","3","4","4","4","4","NA","3","NA"
"2012","SE",17280,"1","2012","11",179437,146431,0,0,,,,,,,,,0,41506,0,0,0,,17627,,1433,0,0,,33006,,"3","3","NA","1","1","1","1","1","1","1","1","6","1107.44","2","2","2","2","2","2","1","2","5","2","1","NA","1183.75","679.86","NA","1","1",,"4",2.1,,,,,,"2","200","1","1","1","1","1","4","4","4","4","NA","3","NA","3","NA"
"2012","SE",17287,"3","2012","20",73974,65569,0,0,,,,,,,,,0,2144,0,327,0,,2458,,0,0,0,,8405,,"3","3","NA","1","1","1","1","1","1","1","1","5","885.96","2","NA","2","2","2","2","2","1","6","2","1","1296.82","930.7","707.77","0","1","1",,"4",2.5,,,,,,"2","170","1","1","1","1","1","4","4","3","4","2","3","NA","3","NA"
"2012","SE",17303,"1","2012","29",137500,120735,0,0,,,,,,,,,0,20813,0,0,0,,29,,0,250,0,,16514,,"3","3","NA","1","1","1","1","3","1","1","1","5","NA","2","NA","2","2","2","2","1","2","5","2","1","NA","930.7","1280.65","0","1","1",,"4",2.1,,,,,,"2","200","1","1","1","1","1","4","2","4","3","4","3","NA","3","NA"
"2012","SE",17311,"3","2012","20",54353,47164,0,0,,,,,,,,,0,8574,0,0,0,,6433,,316,600,0,,6589,,"3","3","NA","1","1","1","1","1","1","1","1","4","1107.44","3","NA","2","2","2","2","1","2","6","2","1","NA","930.7","1280.65","0","1","1",,"4",2.1,,,,,,"2","200","1","1","1","1","2","4","4","3","4","4","2","NA","3","NA"
"2012","SE",17340,"2","2012","14",91395,-1165,0,0,,,,,,,,,0,34753,0,0,0,,66,,6,578,0,,91982,,"3","3","NA","1","1","1","1","1","1","1","1","6","2214.89","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","669.34","NA","1","1",,"4",2.1,,,,,,"2","156","1","1","1","1","1","4","4","3","2","4","4","NA","3","NA"
"2012","SE",17351,"1","2012","21",138927,114454,0,0,,,,,,,,,0,26196,0,30465,0,,0,,0,448,0,,24025,,"3","3","3","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","1","1","2","6","2","1","NA","1183.75","952.73","0","1","1",,"4",2.3,,,,,,"2","140","1","1","1","1","1","4","3","3","1","1","3","NA","3","NA"
"2012","SE",17373,"3","2012","14",-5921,-18199,0,0,,,,,,,,,0,15601,0,0,0,,1267,,37,1531,0,,10747,,"3","3","NA","1","1","1","1","1","1","1","1","6","2768.61","3","NA","2","2","2","2","4","2","5","2","1","NA","NA","793.04","NA","1","1",,"4",2.3,,,,,,"2","110","1","1","1","1","1","4","4","3","3","4","4","NA","3","NA"
"2012","SE",17374,"3","2012","NA",86648,43835,0,0,,,,,,,,,0,4195,0,0,0,,2149,,217,6024,0,,36788,,"3","3","NA","1","1","1","1","1","1","1","1","6","4983.5","2","NA","2","2","2","2","1","2","3","2","1","NA","NA","1280.65","NA","1","1",,"4",2.3,,,,,,"2","200","1","1","1","2","1","4","4","4","3","NA","4","NA","3","NA"
"2012","SE",17377,"1","2012","9",151883,124794,0,0,,,,,,,,,0,0,0,0,0,,192,,0,491,0,,26597,,"3","3","NA","1","1","1","1","1","1","1","1","4","4983.5","2","NA","2","2","2","2","4","1","6","2","1","786.29","754.72","512.3","138.43","1","1",,"4",2.5,,,,,,"2","200","1","1","1","1","1","4","4","4","3","4","3","NA","2","NA"
"2012","SE",17383,"1","2012","70",38902,-797,0,0,,,,,,,,,0,2779,0,161,0,,200,,74,717,0,,38982,,"3","3","NA","1","1","1","1","1","1","1","1","5","2768.61","3","NA","2","2","2","2","1","2","5","2","1","NA","634.23","1112.65","NA","1","1",,"4",2.5,,,,,,"2","200","1","1","1","1","1","3","4","4","4","3","4","NA","3","NA"
"2012","SE",17400,"1","2012","16",96802,59546,7702,7702,,,,,,,,,7702,2046,0,0,0,,31989,,0,1050,0,,36205,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","1","1","2","6","2","1","NA","930.7","820.73","NA","1","1",,"4",2.1,,,,,,"1","225","1","1","1","1","1","3","2","4","4","NA","3","NA","3","NA"
"2012","SE",17403,"2","2012","8",112148,107483,0,0,,,,,,,,,0,24728,0,0,0,,2008,,59,178,0,,4486,,"NA","3","NA","1","1","1","1","1","1","1","1","5","5537.22","3","NA","2","2","2","2","1","2","4","2","1","NA","930.7","571","NA","1","1",,"4",2.1,,,,,,"2","140","1","1","1","1","1","4","4","4","3","NA","4","NA","3","NA"
"2012","SE",17425,"2","2012","13",96164,69702,0,0,,,,,,,,,0,28800,0,0,0,,134,,0,0,0,,26462,,"3","3","NA","1","1","1","1","1","1","1","1","4","5537.22","3","3","2","2","2","1","1","2","6","2","1","NA","1050.19","512.3","0","1","1",,"4",2.1,,,,,,"2","200","1","1","1","1","1","4","3","4","3","2","3","NA","3","NA"
"2012","SE",17426,"3","2012","18",63299,53508,0,0,,,,,,,,,0,10710,0,0,0,,223,,0,1199,0,,8592,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","3","4","2","1","NA","634.23","917.96","0","1","1",,"4",2.5,,,,,,"2","54","1","1","1","1","1","4","3","4","NA","4","2","NA","3","NA"
"2012","SE",17427,"1","2012","15",65997,22297,0,0,,,,,,,,,0,4313,0,0,0,,312,,4,250,0,,43450,,"3","3","NA","1","1","1","1","1","1","1","1","4","4429.78","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","982.97","NA","1","1",,"4",2.1,,,,,,"2","34","1","1","1","1","1","4","4","NA","4","NA","3","NA","3","NA"
"2012","SE",17494,"3","2012","12",73657,45013,0,0,,,,,,,,,0,0,0,0,0,,2502,,0,0,0,,28645,,"3","3","NA","1","1","1","1","1","1","1","1","5","3322.33","2","3","2","2","2","2","1","2","5","2","1","NA","930.7","1226.49","0.02","1","1",,"5",2.8,,,,,,"2","260","1","1","1","1","1","4","3","3","3","4","NA","NA","2","NA"
"2012","SE",17504,"3","2012","37",94973,64495,0,0,,,,,,,,,0,7250,0,0,0,,1108,,122,704,0,,29774,,"3","3","NA","1","1","1","1","1","1","1","1","4","1107.44","3","NA","2","2","2","2","4","1","6","2","1","NA","930.7","1226.49","0","1","1",,"5",3,,,,,,"2","225","1","1","1","1","1","4","4","3","3","4","4","NA","3","NA"
"2012","SE",17517,"3","2012","16",105471,90216,0,0,,,,,,,,,0,9238,0,0,0,,52,,827,752,0,,14502,,"3","3","1","1","1","1","3","1","1","1","1","5","3100.84","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","982.97","NA","1","1",,"5",2.8,,,,,,"2","265","1","1","1","1","1","4","4","1","4","NA","2","NA","3","NA"
"2012","SE",17552,"1","2012","30",89418,83824,0,0,,,,,,,,,0,375,0,0,0,,713,,0,625,0,,4969,,"3","3","NA","1","1","1","1","1","1","1","1","6","885.96","3","NA","2","2","2","2","1","3","5","2","1","NA","1183.75","733.35","276.86","1","1",,"5",2.4,,,,,,"2","260","1","1","1","2","1","4","4","3","3","4","2","NA","3","NA"
"2012","SE",17561,"2","2012","14",89629,81034,0,0,,,,,,,,,0,17985,0,0,0,,36,,0,194,0,,8401,,"3","3","NA","1","1","1","1","3","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","679.86","NA","1","1",,"5",3,,,,,,"2","200","1","1","1","1","1","1","3","4","4","2","4","NA","3","NA"
"2012","SE",17597,"2","2012","37",94994,62320,0,0,,,,,,,,,0,2761,0,0,0,,168,,41,4111,0,,28563,,"3","3","NA","1","1","1","1","1","1","1","1","6","1661.17","2","NA","2","2","2","2","1","2","5","2","1","NA","930.7","820.73","184.57","1","1",,"5",2.8,,,,,,"1","250","1","1","2","1","1","4","4","1","4","NA","3","NA","2","NA"
"2012","SE",17599,"1","2012","18",69012,62786,0,0,,,,,,,,,0,3278,0,0,0,,433,,192,0,0,,6227,,"3","3","NA","1","1","1","1","1","1","1","1","4","4429.78","2","NA","2","2","2","2","1","2","6","2","1","NA","1183.75","567.79","NA","1","1",,"5",2.4,,,,,,"1","85","1","1","1","1","1","1","4","4","4","4","4","NA","3","NA"
"2012","SE",17657,"2","2012","69",80811,25361,0,0,,,,,,,,,0,2120,0,0,915,,480,,1,1281,0,,54169,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","4","2","1","NA","930.7","900.35","0","1","1",,"5",2.8,,,,,,"2","200","1","1","1","1","1","4","4","4","3","1","4","NA","3","NA"
"2012","SE",17658,"2","2012","12",55791,46069,0,0,,,,,,,,,0,7889,0,0,0,,1703,,4,348,0,,9375,,"3","3","NA","1","1","1","1","1","1","1","1","6","5537.22","3","NA","2","2","2","1","1","2","4","2","1","NA","930.7","1613.32","0","1","1",,"5",2.4,,,,,,"2","250","1","1","1","1","1","4","3","3","4","2","4","NA","3","NA"
"2012","SE",17661,"1","2012","12",111811,84815,0,0,,,,,,,,,0,20556,0,0,0,,28,,0,3299,0,,23697,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","1","2","1","2","6","2","1","442.98","1183.75","1580.32","0","1","1",,"5",2.4,,,,,,"2","150","1","1","1","1","1","4","4","4","3","NA","3","NA","2","NA"
"2012","SE",17666,"4","2012","29",96894,80809,0,0,,,,,,,,,0,12263,0,5880,0,,101,,0,4846,0,,11239,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","2","5","2","1","NA","1183.75","832.13","NA","1","1",,"5",2.4,,,,,,"2","280","1","1","1","1","1","4","3","4","3","3","3","NA","3","NA"
"2012","SE",17688,"3","2012","11",153505,146128,0,0,,,,,,,,,0,6143,0,0,0,,1437,,1,0,0,,7377,,"3","3","NA","1","1","1","1","1","1","1","1","6","1661.17","3","NA","2","2","2","2","1","2","6","2","1","NA","930.7","952.73","0","1","1",,"5",2.6,,,,,,"2","250","1","1","1","1","1","4","4","4","4","NA","3","NA","3","NA"
"2012","SE",17694,"4","2012","48",105340,89569,0,0,,,,,,,,,0,14527,0,0,0,,3135,,8,0,0,,15771,,"3","3","NA","1","1","1","1","1","1","1","1","5","3100.84","2","NA","2","2","2","2","1","3","6","2","1","NA","1183.75","657.38","138.43","1","1",,"5",2.4,,,,,,"2","260","1","1","2","1","1","4","2","4","4","4","2","NA","3","NA"
"2012","SE",17711,"1","2012","28",50969,45388,0,0,,,,,,,,,0,3235,0,0,0,,1548,,927,654,0,,4928,,"3","3","NA","1","1","1","1","1","1","1","1","5","1661.17","3","NA","2","2","2","2","4","2","6","2","1","1296.82","1183.75","707.77","NA","1","1",,"5",2.4,,,,,,"2","100","1","1","1","1","1","4","4","4","4","4","3","NA","3","NA"
"2012","SE",17715,"1","2012","14",103272,86220,0,0,,,,,,,,,0,3887,0,0,0,,14450,,161,350,0,,16702,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","930.7","1659.51","NA","1","1",,"5",2.6,,,,,,"2","190","1","1","1","1","1","3","3","4","4","2","3","NA","3","NA"
"2012","SE",17717,"3","2012","35",70869,63098,0,0,,,,,,,,,0,2685,0,0,0,,163,,40,321,0,,7449,,"3","3","NA","1","1","1","1","3","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","1","1","NA","1183.75","982.97","0","1","1",,"5",2.8,,,,,,"2","200","1","1","1","1","1","3","4","3","3","4","3","NA","3","NA"
"2012","SE",17728,"2","2012","15",108202,76711,0,0,,,,,,,,,0,2011,0,0,0,,1226,,27,1354,0,,30138,,"3","3","NA","1","1","1","1","1","1","1","1","6","664.47","3","NA","2","2","2","2","1","2","3","2","1","NA","1183.75","1090.17","664.47","1","1",,"5",2.8,,,,,,"2","260","1","1","1","1","1","4","4","4","3","3","4","NA","3","NA"
"2012","SE",17741,"2","2012","18",124419,91976,0,0,,,,,,,,,0,315,0,0,0,,598,,0,1105,0,,31339,,"3","3","1","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","2","3","2","1","NA","1183.75","512.3","0","1","1",,"5",2.6,,,,,,"2","156","1","1","1","1","1","4","3","4","4","4","3","NA","3","NA"
"2012","SE",17742,"1","2012","20",94991,63842,0,0,,,,,,,,,0,3854,0,0,0,,207,,31,5077,0,,26072,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","3","2","2","2","2","1","2","6","2","1","NA","NA","952.73","NA","1","1",,"5",2.6,,,,,,"2","170","1","1","1","1","1","4","4","4","3","1","3","NA","3","NA"
"2012","SE",17752,"3","2012","12",79562,62610,0,0,,,,,,,,,0,1406,0,0,0,,0,,21,213,0,,16739,,"3","3","NA","1","1","1","1","1","1","1","1","6","2768.61","3","NA","2","2","2","2","1","1","6","2","1","941.33","NA","687.72","0","1","1",,"5",2.8,,,,,,"2","110","1","1","1","1","1","4","4","3","3","2","4","NA","3","NA"
"2012","SE",17753,"3","2012","15",61294,43449,0,0,,,,,,,,,0,2539,0,0,0,,154,,38,0,0,,17845,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","3","2","1","NA","930.7","757.49","NA","1","1",,"5",2.4,,,,,,"2","190","1","1","1","2","1","4","4","3","4","3","3","NA","3","NA"
"2012","SE",17770,"3","2012","16",90134,34062,0,0,,,,,,,,,0,2606,0,0,0,,3144,,67,4706,0,,51366,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","1","4","2","1","NA","930.7","1580.32","0.02","1","1",,"5",2.8,,,,,,"2","112","1","1","1","1","1","1","4","4","4","3","3","NA","3","NA"
"2012","SE",17777,"3","2012","17",102442,57227,0,0,,,,,,,,,0,720,0,0,0,,2057,,12,0,0,,45216,,"NA","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","2","2","6","2","1","NA","1183.75","1402.36","0","1","1",,"5",2.4,,,,,,"2","260","1","1","1","2","1","4","4","4","3","4","3","NA","3","NA"
"2012","SE",17804,"2","2012","21",70600,52794,0,0,,,,,,,,,0,384,0,0,0,,730,,0,881,0,,16925,,"3","3","3","1","1","1","1","1","1","1","1","6","3322.33","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","820.73","NA","1","1",,"5",2.6,,,,,,"2","190","1","1","2","1","1","4","3","4","4","2","3","NA","3","NA"
"2012","SE",17816,"2","2012","13",80894,63511,0,0,,,,,,,,,0,5836,0,0,0,,141,,37,368,0,,17014,,"3","3","NA","1","1","1","1","1","1","1","1","6","1661.17","3","NA","2","2","2","2","4","3","5","2","1","NA","854.95","512.3","138.43","1","1",,"5",2.4,,,,,,"2","190","1","1","1","1","1","4","4","3","4","4","3","NA","3","NA"
"2012","SE",17837,"1","2012","16",30094,29494,0,0,,,,,,,,,0,5883,0,0,0,,331,,100,75,0,,524,,"3","3","NA","1","1","1","3","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","930.7","1659.51","0","1","1",,"5",2.4,,,,,,"2","225","1","1","1","1","1","4","4","4","4","4","2","NA","3","NA"
"2012","SE",17867,"3","2012","12",119974,88130,0,0,,,,,,,,,0,14805,0,0,0,,43,,0,1157,0,,30687,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2768.61","3","2","2","2","2","2","1","1","6","2","1","NA","NA","698.91","NA","1","1",,"5",2.4,,,,,,"2","180","1","1","1","1","1","4","4","NA","3","NA","2","NA","3","NA"
"2012","SE",17884,"3","2012","17",26110,-1630,0,0,,,,,,,,,0,3827,0,0,3878,,0,,381,0,0,,27740,,"3","3","NA","1","1","1","1","1","1","1","1","6","2768.61","NA","NA","2","2","2","2","4","2","4","1","1","NA","930.7","470","0","1","1",,"5",2.4,,,,,,"2","97","1","1","1","1","1","4","4","3","3","4","3","NA","3","NA"
"2012","SE",17887,"1","2012","29",157978,117592,0,0,,,,,,,,,0,2655,0,0,0,,161,,40,508,0,,39878,,"3","3","NA","1","1","1","1","1","1","1","1","4","1661.17","3","NA","2","2","2","2","1","1","5","2","1","442.98","1183.75","982.97","0","1","1",,"5",2.8,,,,,,"2","156","1","1","1","1","1","4","3","4","4","3","NA","NA","3","NA"
"2012","SE",17903,"1","2012","16",140302,122885,0,0,,,,,,,,,0,5618,0,0,0,,20882,,233,278,0,,17138,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","2","6","2","1","NA","1183.75","2078.56","664.47","1","1",,"5",2.4,,,,,,"2","156","1","1","1","1","1","4","4","4","4","4","2","NA","3","NA"
"2012","SE",17906,"1","2012","16",53635,26780,0,0,,,,,,,,,0,8165,0,0,0,,817,,0,2097,0,,24757,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","2","4","2","1","NA","930.7","679.86","664.47","1","1",,"5",2.6,,,,,,"2","85","1","2","1","1","1","4","3","3","4","2","3","NA","3","NA"
"2012","SE",17913,"3","2012","14",92727,65320,0,0,,,,,,,,,0,9941,0,0,0,,2157,,109,0,0,,27407,,"3","3","NA","1","1","1","1","1","1","1","1","4","885.96","3","2","2","2","2","2","1","2","3","2","1","NA","1050.19","1226.49","NA","1","1",,"5",2.8,,,,,,"2","225","1","1","2","1","1","4","4","4","3","4","4","NA","3","NA"
"2012","SE",17922,"1","2012","33",92775,78225,0,0,,,,,,,,,0,2009,0,0,0,,122,,30,0,0,,14549,,"3","3","NA","1","1","1","1","1","1","1","1","5","2768.61","3","NA","2","2","2","2","1","2","4","2","1","NA","1183.75","447.74","0","1","1",,"5",2.4,,,,,,"2","150","1","1","2","1","1","4","4","3","4","4","2","NA","3","NA"
"2012","SE",17938,"3","2012","18",103963,72428,0,0,,,,,,,,,0,0,0,303,0,,18,,0,1555,0,,29980,,"3","3","NA","1","1","1","1","1","1","1","1","4","1107.44","3","NA","2","2","2","2","4","1","5","2","1","NA","1183.75","669.34","0","1","1",,"5",2.4,,,,,,"2","120","1","1","1","1","1","4","4","4","3","2","4","NA","2","NA"
"2012","SE",17950,"2","2012","29",131913,114588,0,0,,,,,,,,,0,11226,0,0,2185,,2077,,508,1112,0,,16213,,"3","3","NA","1","1","1","1","1","1","1","1","6","3322.33","3","NA","2","2","2","2","1","2","6","2","1","NA","1050.19","1090.17","0","1","1",,"5",2.4,,,,,,"2","156","1","1","1","1","1","4","3","3","2","4","NA","NA","3","NA"
"2012","SE",17956,"2","2012","13",66001,31969,0,0,,,,,,,,,0,0,14602,2352,0,,244,,0,1679,0,,32353,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","1","2","1","2","5","2","1","NA","930.7","1090.17","NA","1","1",,"5",2.4,,,,,,"2","34","1","1","1","1","1","4","3","3","3","3","2","NA","3","NA"
"2012","SE",17969,"3","2012","9",175420,169874,0,0,,,,,,,,,0,71236,0,0,0,,15893,,69,759,0,,4787,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","4","2","6","2","1","NA","1050.19","1280.65","0","1","1",,"5",2.4,,,,,,"2","200","1","1","1","1","1","4","3","4","4","4","4","NA","3","NA"
"2012","SE",17970,"2","2012","35",98916,89573,0,0,,,,,,,,,0,9815,0,4706,0,,81,,0,211,0,,9132,,"NA","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","4","2","1","NA","1183.75","462.25","0","1","1",,"5",2.8,,,,,,"2","97","1","1","2","1","1","4","4","4","1","4","3","NA","3","NA"
"2012","SE",17971,"3","2012","14",78184,33931,0,0,,,,,,,,,0,44940,0,0,0,,10026,,44,2229,0,,42024,,"3","3","NA","1","1","1","1","1","1","1","1","6","1661.17","2","NA","2","2","2","2","4","2","6","1","1","NA","930.7","567.79","138.43","1","1",,"5",2.4,,,,,,"2","112","1","1","1","1","1","4","3","3","4","3","2","NA","3","NA"
"2012","SE",17979,"4","2012","NA",73343,55999,0,0,,,,,,,,,0,725,0,0,0,,876,,0,1328,0,,16017,,"3","3","NA","1","1","1","1","1","1","1","2","6","996.7","3","NA","2","2","2","2","1","2","4","2","1","NA","634.23","485.73","NA","1","1",,"5",2.4,,,,,,"2","NA","1","1","1","1","1","4","3","4","3","4","4","NA","3","NA"
"2012","SE",17998,"3","2012","15",62859,31572,0,0,,,,,,,,,0,2387,0,0,0,,1773,,1232,3636,0,,27651,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","2","1","5","1","1","NA","1183.75","707.77","NA","1","1",,"5",2.4,,,,,,"2","NA","1","1","NA","1","1","4","4","4","3","4","3","NA","3","NA"
"2012","SE",18002,"2","2012","13",49371,20852,0,0,,,,,,,,,0,970,0,0,0,,59,,15,2393,0,,26125,,"3","3","NA","1","1","1","1","1","1","1","1","6","996.7","3","NA","2","2","2","2","1","1","3","2","1","864.91","777.09","361.91","NA","1","1",,"5",2.8,,,,,,"2","150","1","1","1","1","1","4","4","4","1","4","4","NA","3","NA"
"2012","SE",18016,"1","2012","11",370619,363302,0,0,,,,,,,,,0,10198,0,0,0,,425,,41,560,0,,6757,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","3","2","5","2","1","NA","911.54","1402.36","0","1","1",,"5",3,,,,,,"2","100","1","1","1","1","1","4","4","3","4","NA","3","NA","3","NA"
"2012","SE",18051,"4","2012","11",104363,63986,0,0,,,,,,,,,0,11257,0,0,0,,470,,45,931,0,,39445,,"3","3","3","1","1","1","1","1","1","1","1","4","1661.17","2","NA","2","2","2","1","1","2","6","2","1","NA","1183.75","571","0","1","1",,"5",3,,,,,,"2","170","1","1","NA","1","1","4","4","4","4","3","3","NA","3","NA"
"2012","SE",18057,"2","2012","18",138014,94112,0,0,,,,,,,,,0,0,13242,2133,0,,222,,0,0,0,,43902,,"3","3","3","1","1","1","1","1","1","1","1","5","664.47","3","NA","2","2","2","2","1","1","5","2","1","NA","930.7","512.3","0","1","1",,"5",2.6,,,,,,"2","265","1","1","1","1","1","4","4","4","3","3","2","NA","3","NA"
"2012","SE",18064,"3","2012","10",139852,96966,0,0,,,,,,,,,0,9113,0,0,1774,,1686,,413,0,0,,42886,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","2","6","2","1","NA","930.7","1659.51","0","1","1",,"5",3,,,,,,"1","260","1","1","2","1","1","4","4","4","3","4","3","NA","3","NA"
"2012","SE",18094,"1","2012","10",63446,23171,0,0,,,,,,,,,0,2992,0,0,0,,72,,19,1986,0,,38289,,"NA","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","2","1","3","4","2","1","NA","930.7","793.04","NA","1","1",,"5",2.4,,,,,,"2","208","1","1","1","1","1","4","3","3","4","3","4","NA","3","NA"
"2012","SE",18140,"3","2012","27",260213,217731,0,0,,,,,,,,,0,6385,0,0,0,,1493,,222,1485,0,,40997,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","2","5","2","1","NA","1183.75","833.02","0","1","1",,"5",2.4,,,,,,"2","200","1","1","1","1","2","4","4","3","2","4","3","NA","3","NA"
"2012","SE",18145,"4","2012","20",131680,116907,0,0,,,,,,,,,0,2706,0,0,2742,,0,,269,948,0,,13825,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","3","4","2","1","NA","911.54","1112.65","NA","1","1",,"5",2.8,,,,,,"1","130","1","1","1","1","1","3","3","NA","3","3","4","NA","3","NA"
"2012","SE",18205,"4","2012","20",90397,81605,0,0,,,,,,,,,0,2404,0,0,0,,18,,189,0,0,,8792,,"3","3","NA","1","1","1","1","1","1","1","1","5","1107.44","3","3","2","2","2","2","1","2","6","2","1","NA","1050.19","832.13","0","1","1",,"6",3.3,,,,,,"2","250","1","1","1","1","1","3","4","4","4","3","3","NA","3","NA"
